id,codPermiso,codOpe,tipotabla,valor
6349,14,1,6,True
6363,15,1,6,True
6377,16,1,6,True
6391,17,1,6,True
6405,18,1,6,True
6419,19,1,6,True
6433,20,1,6,True
6447,21,1,6,True
6461,22,1,6,True
6475,23,1,6,True
6489,24,1,6,True
6503,25,1,6,True
6517,26,1,6,True
6531,27,1,6,True
6545,28,1,6,True
6559,29,1,6,True
6573,30,1,6,True
6587,31,1,6,True
6601,32,1,6,True
6615,33,1,6,True
6629,34,1,6,True
6643,35,1,6,True
6657,36,1,6,True
6671,37,1,6,True
6685,38,1,6,True
6699,39,1,6,True
6713,40,1,6,True
6727,41,1,6,True
6741,42,1,6,True
6755,43,1,6,True
6769,44,1,6,True
6783,45,1,6,True
6797,46,1,6,True
6811,47,1,6,True
6825,48,1,6,True
6839,49,1,6,True
6853,50,1,6,True
6867,51,1,6,True
6881,52,1,6,True
6895,53,1,6,True
6909,54,1,6,True
6923,55,1,6,True
6937,56,1,6,True
6951,57,1,6,True
6965,58,1,6,True
6979,59,1,6,True
6993,60,1,6,True
7007,61,1,6,True
7021,62,1,6,True
7035,63,1,6,True
7049,64,1,6,True
7063,65,1,6,True
7077,66,1,6,True
7091,67,1,6,True
7105,68,1,6,True
7119,69,1,6,True
7133,70,1,6,True
7147,71,1,6,True
7161,72,1,6,True
7175,73,1,6,True
7189,74,1,6,True
7203,75,1,6,True
7217,76,1,6,True
7231,77,1,6,True
7245,78,1,6,True
7259,79,1,6,True
7273,80,1,6,True
7287,81,1,6,True
7301,82,1,6,True
7315,83,1,6,True
7329,84,1,6,True
7343,85,1,6,True
7357,86,1,6,True
7371,87,1,6,True
7385,88,1,6,True
6168,1,1,7,True
6182,2,1,7,True
6196,3,1,7,True
6210,4,1,7,True
6224,5,1,7,True
6238,6,1,7,True
6252,7,1,7,True
6266,8,1,7,True
6280,9,1,7,True
6294,10,1,7,True
6308,11,1,7,True
6322,12,1,7,True
6336,13,1,7,True
6350,14,1,7,True
6364,15,1,7,True
6378,16,1,7,True
6392,17,1,7,True
6406,18,1,7,True
6420,19,1,7,True
6434,20,1,7,True
6448,21,1,7,True
6462,22,1,7,True
6476,23,1,7,True
6490,24,1,7,True
6504,25,1,7,True
6518,26,1,7,True
6532,27,1,7,True
6546,28,1,7,True
6560,29,1,7,True
6574,30,1,7,True
6588,31,1,7,True
6602,32,1,7,True
6616,33,1,7,True
6630,34,1,7,True
6644,35,1,7,True
6658,36,1,7,True
6672,37,1,7,True
6686,38,1,7,True
6700,39,1,7,True
6714,40,1,7,True
6728,41,1,7,True
6742,42,1,7,True
6756,43,1,7,True
6770,44,1,7,True
6784,45,1,7,True
6798,46,1,7,True
6812,47,1,7,True
6826,48,1,7,True
6840,49,1,7,True
6854,50,1,7,True
6868,51,1,7,True
6882,52,1,7,True
6896,53,1,7,True
6910,54,1,7,True
6924,55,1,7,True
6938,56,1,7,True
6952,57,1,7,True
6966,58,1,7,True
6980,59,1,7,True
6994,60,1,7,True
7008,61,1,7,True
7022,62,1,7,True
7036,63,1,7,True
7050,64,1,7,True
7064,65,1,7,True
7078,66,1,7,True
7092,67,1,7,True
7106,68,1,7,True
7120,69,1,7,True
7134,70,1,7,True
7148,71,1,7,True
7162,72,1,7,True
7176,73,1,7,True
7190,74,1,7,True
7204,75,1,7,True
7218,76,1,7,True
7232,77,1,7,True
7246,78,1,7,True
7260,79,1,7,True
7274,80,1,7,True
7288,81,1,7,True
7302,82,1,7,True
7316,83,1,7,True
7330,84,1,7,True
7344,85,1,7,True
7358,86,1,7,True
7372,87,1,7,True
7386,88,1,7,True
6169,1,1,8,True
6183,2,1,8,True
6197,3,1,8,True
6211,4,1,8,True
6225,5,1,8,True
6239,6,1,8,True
6253,7,1,8,True
6267,8,1,8,True
6281,9,1,8,True
6295,10,1,8,True
6309,11,1,8,True
6323,12,1,8,True
6337,13,1,8,True
6351,14,1,8,True
6365,15,1,8,True
6379,16,1,8,True
6393,17,1,8,True
6407,18,1,8,True
6421,19,1,8,True
6435,20,1,8,True
6449,21,1,8,True
6463,22,1,8,True
6477,23,1,8,True
6491,24,1,8,True
6505,25,1,8,True
6519,26,1,8,True
6533,27,1,8,True
6547,28,1,8,True
6561,29,1,8,True
6575,30,1,8,True
6589,31,1,8,True
6603,32,1,8,True
6617,33,1,8,True
6631,34,1,8,True
6645,35,1,8,True
6659,36,1,8,True
6673,37,1,8,True
6687,38,1,8,True
6701,39,1,8,True
6715,40,1,8,True
6729,41,1,8,True
6743,42,1,8,True
6757,43,1,8,True
6771,44,1,8,True
6785,45,1,8,True
6799,46,1,8,True
6813,47,1,8,True
6827,48,1,8,True
6841,49,1,8,True
6855,50,1,8,True
6869,51,1,8,True
6883,52,1,8,True
6897,53,1,8,True
6911,54,1,8,True
6925,55,1,8,True
6939,56,1,8,True
6953,57,1,8,True
6967,58,1,8,True
6981,59,1,8,True
6995,60,1,8,True
7009,61,1,8,True
7023,62,1,8,True
7037,63,1,8,True
7051,64,1,8,True
7065,65,1,8,True
7079,66,1,8,True
7093,67,1,8,True
7107,68,1,8,True
7121,69,1,8,True
7135,70,1,8,True
7149,71,1,8,True
7163,72,1,8,True
7177,73,1,8,True
7191,74,1,8,True
7205,75,1,8,True
7219,76,1,8,True
7233,77,1,8,True
7247,78,1,8,True
7261,79,1,8,True
7275,80,1,8,True
7289,81,1,8,True
7303,82,1,8,True
7317,83,1,8,True
7331,84,1,8,True
7345,85,1,8,True
7359,86,1,8,True
7373,87,1,8,True
7387,88,1,8,True
6170,1,1,9,True
6184,2,1,9,True
6198,3,1,9,True
6212,4,1,9,True
6226,5,1,9,True
6240,6,1,9,True
6254,7,1,9,True
6268,8,1,9,True
6282,9,1,9,True
6296,10,1,9,True
6310,11,1,9,True
6324,12,1,9,True
6338,13,1,9,True
6352,14,1,9,True
6366,15,1,9,True
6380,16,1,9,True
6394,17,1,9,True
6408,18,1,9,True
6422,19,1,9,True
6436,20,1,9,True
6450,21,1,9,True
6464,22,1,9,True
6478,23,1,9,True
6492,24,1,9,True
6506,25,1,9,True
6520,26,1,9,True
6534,27,1,9,True
6548,28,1,9,True
6562,29,1,9,True
6576,30,1,9,True
6590,31,1,9,True
6604,32,1,9,True
6618,33,1,9,True
6632,34,1,9,True
6646,35,1,9,True
6660,36,1,9,True
6674,37,1,9,True
6688,38,1,9,True
6702,39,1,9,True
6716,40,1,9,True
6730,41,1,9,True
6744,42,1,9,True
6758,43,1,9,True
6772,44,1,9,True
6786,45,1,9,True
6800,46,1,9,True
6814,47,1,9,True
6828,48,1,9,True
6842,49,1,9,True
6856,50,1,9,True
6870,51,1,9,True
6884,52,1,9,True
6898,53,1,9,True
6912,54,1,9,True
6926,55,1,9,True
6940,56,1,9,True
6954,57,1,9,True
6968,58,1,9,True
6982,59,1,9,True
6996,60,1,9,True
7010,61,1,9,True
7024,62,1,9,True
7038,63,1,9,True
7052,64,1,9,True
7066,65,1,9,True
7080,66,1,9,True
7094,67,1,9,True
7108,68,1,9,True
7122,69,1,9,True
7136,70,1,9,True
7150,71,1,9,True
7164,72,1,9,True
7178,73,1,9,True
7192,74,1,9,True
7206,75,1,9,True
7220,76,1,9,True
7234,77,1,9,True
7248,78,1,9,True
7262,79,1,9,True
7276,80,1,9,True
7290,81,1,9,True
7304,82,1,9,True
7318,83,1,9,True
7332,84,1,9,True
7346,85,1,9,True
7360,86,1,9,True
7374,87,1,9,True
7388,88,1,9,True
6171,1,1,28,True
6185,2,1,28,True
6199,3,1,28,True
6213,4,1,28,True
6227,5,1,28,True
6241,6,1,28,True
6255,7,1,28,True
6269,8,1,28,True
6283,9,1,28,True
6297,10,1,28,True
6311,11,1,28,True
6325,12,1,28,True
6339,13,1,28,True
6353,14,1,28,True
6367,15,1,28,True
6381,16,1,28,True
6395,17,1,28,True
6409,18,1,28,True
6423,19,1,28,True
6437,20,1,28,True
6451,21,1,28,True
6465,22,1,28,True
6479,23,1,28,True
6493,24,1,28,True
6507,25,1,28,True
6521,26,1,28,True
6535,27,1,28,True
6549,28,1,28,True
6563,29,1,28,True
6577,30,1,28,True
6591,31,1,28,True
6605,32,1,28,True
6619,33,1,28,True
6633,34,1,28,True
6647,35,1,28,True
6661,36,1,28,True
6675,37,1,28,True
6689,38,1,28,True
6703,39,1,28,True
6717,40,1,28,True
6731,41,1,28,True
6745,42,1,28,True
6759,43,1,28,True
6773,44,1,28,True
6787,45,1,28,True
6801,46,1,28,True
6815,47,1,28,True
6829,48,1,28,True
6843,49,1,28,True
6857,50,1,28,True
6871,51,1,28,True
6885,52,1,28,True
6899,53,1,28,True
6913,54,1,28,True
6927,55,1,28,True
6941,56,1,28,True
6955,57,1,28,True
6969,58,1,28,True
6983,59,1,28,True
6997,60,1,28,True
7011,61,1,28,True
7025,62,1,28,True
7039,63,1,28,True
7053,64,1,28,True
7067,65,1,28,True
7081,66,1,28,True
7095,67,1,28,True
7109,68,1,28,True
7123,69,1,28,True
7137,70,1,28,True
7151,71,1,28,True
7165,72,1,28,True
7179,73,1,28,True
7193,74,1,28,True
7207,75,1,28,True
7221,76,1,28,True
7235,77,1,28,True
7249,78,1,28,True
7263,79,1,28,True
7277,80,1,28,True
7291,81,1,28,True
7305,82,1,28,True
7319,83,1,28,True
7333,84,1,28,True
7347,85,1,28,True
7361,86,1,28,True
7375,87,1,28,True
7389,88,1,28,True
6172,1,1,29,True
6186,2,1,29,True
6200,3,1,29,True
6214,4,1,29,True
6228,5,1,29,True
6242,6,1,29,True
6256,7,1,29,True
6270,8,1,29,True
6284,9,1,29,True
6298,10,1,29,True
6312,11,1,29,True
6326,12,1,29,True
6340,13,1,29,True
6354,14,1,29,True
6368,15,1,29,True
6382,16,1,29,True
6396,17,1,29,True
6410,18,1,29,True
6424,19,1,29,True
6438,20,1,29,True
6452,21,1,29,True
6466,22,1,29,True
6480,23,1,29,True
6494,24,1,29,True
6508,25,1,29,True
6522,26,1,29,True
6536,27,1,29,True
6550,28,1,29,True
6564,29,1,29,True
6578,30,1,29,True
6592,31,1,29,True
6606,32,1,29,True
6620,33,1,29,True
6634,34,1,29,True
6648,35,1,29,True
6662,36,1,29,True
6676,37,1,29,True
6690,38,1,29,True
6704,39,1,29,True
6718,40,1,29,True
6732,41,1,29,True
6746,42,1,29,True
6760,43,1,29,True
6774,44,1,29,True
6788,45,1,29,True
6802,46,1,29,True
6816,47,1,29,True
6830,48,1,29,True
6844,49,1,29,True
6858,50,1,29,True
6872,51,1,29,True
6886,52,1,29,True
6900,53,1,29,True
6914,54,1,29,True
6928,55,1,29,True
6942,56,1,29,True
6956,57,1,29,True
6970,58,1,29,True
6984,59,1,29,True
6998,60,1,29,True
7012,61,1,29,True
7026,62,1,29,True
7040,63,1,29,True
7054,64,1,29,True
7068,65,1,29,True
7082,66,1,29,True
7096,67,1,29,True
7110,68,1,29,True
7124,69,1,29,True
7138,70,1,29,True
7152,71,1,29,True
7166,72,1,29,True
7180,73,1,29,True
7194,74,1,29,True
7208,75,1,29,True
7222,76,1,29,True
7236,77,1,29,True
7250,78,1,29,True
7264,79,1,29,True
7278,80,1,29,True
7292,81,1,29,True
7306,82,1,29,True
7320,83,1,29,True
7334,84,1,29,True
7348,85,1,29,True
7362,86,1,29,True
7376,87,1,29,True
7390,88,1,29,True
6173,1,1,30,True
6187,2,1,30,True
6201,3,1,30,True
6215,4,1,30,True
6229,5,1,30,True
6243,6,1,30,True
6257,7,1,30,True
6271,8,1,30,True
6285,9,1,30,True
6299,10,1,30,True
6313,11,1,30,True
6327,12,1,30,True
6341,13,1,30,True
6355,14,1,30,True
6369,15,1,30,True
6383,16,1,30,True
6397,17,1,30,True
6411,18,1,30,True
6425,19,1,30,True
6439,20,1,30,True
6453,21,1,30,True
6467,22,1,30,True
6481,23,1,30,True
6495,24,1,30,True
6509,25,1,30,True
6523,26,1,30,True
6537,27,1,30,True
6551,28,1,30,True
6565,29,1,30,True
6579,30,1,30,True
6593,31,1,30,True
6607,32,1,30,True
6621,33,1,30,True
6635,34,1,30,True
6649,35,1,30,True
6663,36,1,30,True
6677,37,1,30,True
6691,38,1,30,True
6705,39,1,30,True
6719,40,1,30,True
6733,41,1,30,True
6747,42,1,30,True
6761,43,1,30,True
6775,44,1,30,True
6789,45,1,30,True
6803,46,1,30,True
6817,47,1,30,True
6831,48,1,30,True
6845,49,1,30,True
6859,50,1,30,True
6873,51,1,30,True
6887,52,1,30,True
6901,53,1,30,True
6915,54,1,30,True
6929,55,1,30,True
6943,56,1,30,True
6957,57,1,30,True
6971,58,1,30,True
6985,59,1,30,True
6999,60,1,30,True
7013,61,1,30,True
7027,62,1,30,True
7041,63,1,30,True
7055,64,1,30,True
7069,65,1,30,True
7083,66,1,30,True
7097,67,1,30,True
7111,68,1,30,True
7125,69,1,30,True
7139,70,1,30,True
7153,71,1,30,True
7167,72,1,30,True
7181,73,1,30,True
7195,74,1,30,True
7209,75,1,30,True
7223,76,1,30,True
7237,77,1,30,True
7251,78,1,30,True
7265,79,1,30,True
7279,80,1,30,True
7293,81,1,30,True
7307,82,1,30,True
7321,83,1,30,True
7335,84,1,30,True
7349,85,1,30,True
7363,86,1,30,True
7377,87,1,30,True
7391,88,1,30,True
6174,1,1,34,True
6188,2,1,34,True
6202,3,1,34,True
6216,4,1,34,True
6230,5,1,34,True
6244,6,1,34,True
6258,7,1,34,True
6272,8,1,34,True
6286,9,1,34,True
6300,10,1,34,True
6314,11,1,34,True
6328,12,1,34,True
6342,13,1,34,True
6356,14,1,34,True
6370,15,1,34,True
6384,16,1,34,True
6398,17,1,34,True
6412,18,1,34,True
6426,19,1,34,True
6440,20,1,34,True
6454,21,1,34,True
6468,22,1,34,True
6482,23,1,34,True
6496,24,1,34,True
6510,25,1,34,True
6524,26,1,34,True
6538,27,1,34,True
6552,28,1,34,True
6566,29,1,34,True
6580,30,1,34,True
6594,31,1,34,True
6608,32,1,34,True
6622,33,1,34,True
6636,34,1,34,True
6650,35,1,34,True
6664,36,1,34,True
6678,37,1,34,True
6692,38,1,34,True
6706,39,1,34,True
6720,40,1,34,True
6734,41,1,34,True
6748,42,1,34,True
6762,43,1,34,True
6776,44,1,34,True
6790,45,1,34,True
6804,46,1,34,True
6818,47,1,34,True
6832,48,1,34,True
6846,49,1,34,True
6860,50,1,34,True
6874,51,1,34,True
6888,52,1,34,True
6902,53,1,34,True
6916,54,1,34,True
6930,55,1,34,True
6944,56,1,34,True
6958,57,1,34,True
6972,58,1,34,True
6986,59,1,34,True
7000,60,1,34,True
7014,61,1,34,True
7028,62,1,34,True
7042,63,1,34,True
7056,64,1,34,True
7070,65,1,34,True
7084,66,1,34,True
7098,67,1,34,True
7112,68,1,34,True
7126,69,1,34,True
7140,70,1,34,True
7154,71,1,34,True
7168,72,1,34,True
7182,73,1,34,True
7196,74,1,34,True
7210,75,1,34,True
7224,76,1,34,True
7238,77,1,34,True
7252,78,1,34,True
7266,79,1,34,True
7280,80,1,34,True
7294,81,1,34,True
7308,82,1,34,True
7322,83,1,34,True
7336,84,1,34,True
7350,85,1,34,True
7364,86,1,34,True
7378,87,1,34,True
7392,88,1,34,True
3697,1,2,0,True
3711,2,2,0,True
3725,3,2,0,True
3739,4,2,0,True
3753,5,2,0,True
3767,6,2,0,True
3781,7,2,0,True
3795,8,2,0,True
3809,9,2,0,True
3823,10,2,0,True
3837,11,2,0,True
3851,12,2,0,True
3865,13,2,0,True
3879,14,2,0,True
3893,15,2,0,True
3907,16,2,0,True
3921,17,2,0,True
3935,18,2,0,True
3949,19,2,0,True
3963,20,2,0,True
3977,21,2,0,True
3991,22,2,0,True
4005,23,2,0,True
4019,24,2,0,True
4033,25,2,0,True
4047,26,2,0,True
4061,27,2,0,True
4075,28,2,0,True
4089,29,2,0,True
4103,30,2,0,True
4117,31,2,0,True
