idcolumna,idgrupo,nombre,texto,campo,tipo,orden,imagenes,usarEtiquetasIni,tabla,desglosable,actualizable,campoVisualizacion,anchoPropio,tablaorigen,parteSql,parteSqlIdgestorbasedatos,parteSqlResto,verColumnaDefecto,visibleDashboard,disponible
2,1,dfechaact,F. Actuación,dfechaact,6,0,,0,,0,1,,80,,,,,1,False,True
3,1,clFechaAlta,EtiqFechaAltaActuacion,dfechanotificacion,6,18,,1,,0,1,,,,act.dfechanotificacion,,,0,False,True
4,1,Actuacion,Descripción,sactuacion,0,3,,0,,1,0,,200,,act.sactuacion,,,1,True,False
5,1,clUsuario,cliUsuario,nomsubusu,0,5,,1,,1,1,bvertrabajador,100,,"case when (select count(distinct(subact.codsubusu)) from [[instancia]advabousu[empresa]].dbo.subususact subact where subact.idact=act.id and subact.origen = origen) > 1 then upper('VARIOS') else ISNULL(s.nombre, CASE '/**ususupervisor**/' WHEN '/**ususupervisorDefecto**/' THEN '' ELSE '/**ususupervisor**/' END) end as nomsubusu",,,1,True,False
6,1,Realizado,Rzdo,acturealizada,3,6,0:Pendiente|1:Realizada,,,,0,,40,,,,,1,True,False
7,1,clFechaRealizacion,F. Realización,fecharealizacion,6,18,,0,,0,1,,,,act.fecharealizacion,,,0,False,True
9,1,clHoraInicio,Hora Inicio,horainiact,2,1,,,,,0,,100,,act.horainiact,,,1,False,True
10,1,clHoraFinal,Hora Final,horafinact,2,9,,,,,0,,,,act.horafinact,,,0,False,True
11,1,clTiempoPrevisto,Tiempo Previsto,tiempoprevisto,5,18,,,,,1,bvertiempoprevisto,,,,,,0,False,True
12,1,clTiempo,Tiempo,tiempo,5,10,,,,,1,,,,,,,0,True,False
13,1,clPrecio,Precio,precio,8,18,,,,,0,,,,,,,0,False,True
14,1,clPrioritaria,Prioritaria,alertas,3,18,1:ball,0,,0,1,,60,,act.alertas,,,0,False,True
15,1,clCliente,Nombre,snombrecli,0,2,,0,,0,1,,,,,,,1,True,False
16,1,clTipoActuacion,Tipo Actuación,tipo,0,4,,,,,0,,100,,,,,1,True,False
17,1,clDescripcionExpediente,ExpDescripcionExp,descripcion,0,5,,1,,0,1,bVerExpedientes,200,,e.descripcion,,,0,False,True
18,1,clTipoExpediente,EtiqTipoExpediente,tipoexp,0,18,,1,,,1,bVerExpedientes,,,tipoexp.tipoexp,1,tipodeexp.tipoexp,0,False,True
19,1,clNumExp,ExpNumExp,numexp,0,3,,1,,0,1,bVerExpedientes,100,,e.expediente as numexp,,,0,False,True
20,1,clAño,Año,iyear,0,4,,,,,1,,,,,,,0,False,True
21,1,clFac,Cobrar,facturable,4,21,-1:No|1:Si|*:Si|0:No,0,,0,1,,40,,act.facturable,,,0,False,True
22,1,numfactura,Factura,numfactura,0,22,,0,,0,1,,60,,,,,0,False,True
23,1,Coste,Coste Bruto,preciocoste,8,23,,,,,1,bverpestanacostes,,,,,,0,False,True
46,1,AnoFactura,Año Fact.,yearfact,0,46,,,,,1,,,,,,,0,False,True
47,1,refpropia,Ref. Propia,refpropia,0,47,,,,,1,bVerExpedientes,,,e.srefabogado as refpropia,,,0,False,True
48,1,TipoFichero,Tipo Fichero,tipofichero,0,48,,,,,1,,,,UPPER('e')+'xpediente' as tipofichero,1,tipoficherocli.tipofichero,0,False,True
49,1,tipohisto,Tipo Historial,tipohisto,0,49,,,,,1,,,,act.tipohisto,,,0,False,True
50,1,TipoPlazo,Tipo Plazo,tipoactu,0,50,,0,,1,1,vertipoplazoseg,,,,,,0,False,True
60,1,Nacionalidad,Nacionalidad,nacionalidad,0,60,,,,,1,bvernacionalidadcli[OR]bvernacionalidadclipot[OR]bvernacionalidadotros[OR]bvernacionalidadtrab[OR]visibleentipobd:bvernacionalidadcli,,,clipral.nacionalidad,813,c.nacionalidad,0,False,True
61,1,Provincia,Provincia,sprovinciacli,0,61,,,,,1,,,,c.sprovinciacli,,,0,False,True
62,4,dfecha,OporFecha,dfecha,6,0,,1,oporcli,0,0,,120,,,,,1,False,True
63,4,fechacierre,fechacierre,fechacierre,6,2,,2,oporcli,0,0,,100,,,,,1,False,True
64,4,cliente,Cliente,snombrecli,0,7,,0,,0,1,,200,,C.snombrecli,,,1,False,True
65,4,oportunidad,Descripción,oportunidad,0,3,,0,oporcli,0,0,,100,,,,,1,True,False
66,4,importecierre,Importe Venta,importecierre,8,6,,0,oporcli,0,0,,100,,,,,1,False,True
67,4,prevision,prevision,prevision,8,18,,2,oporcli,0,,,,,,,,0,False,True
68,4,subusuario,Usuario,subusuario,0,5,,2,oporcli,1,1,,100,,case when oporcli.icodusu = 0 then '/**ususupervisor**/' else subusu.nombre end as subusuario,,,1,True,False
69,4,estado,Estado,estado,0,18,,2,oporcli,1,,,,,,,,0,True,False
70,4,etapa,Etapa,etapa,0,4,,2,oporcli,1,,,60,,,,,1,True,False
71,4,fuente,fuente,fuente,0,18,,2,oporcli,1,,,,,oporcli.fuente,,,0,False,True
72,4,unidades,unidades,unidades,9,18,,2,oporcli,0,,,,,oporcli.unidades,,,0,False,True
76,4,FechaDemo,CampoFecha1,campofecha1,6,18,,2,oporcli,0,0,bvercampofecha1opor,,,,,,0,False,True
77,4,Captador,campo17,campo17,0,18,,2,oporcli,0,0,bvercampobd1opor,,,oporcli.campo17,,,0,False,True
78,4,CliTfo1,CliTfo1,clitfo1,0,8,,2,oporcli,,,,100,,C.stelefonocli as clitfo1,,,1,False,True
79,4,CliTfo2,CliTfo2,clitfo2,0,18,,2,oporcli,,,,,,C.telefono2 as clitfo2,,,0,False,True
80,4,CliTfo3,CliTfo3,clitfo3,0,19,,2,oporcli,,,,,,C.telefono3 as clitfo3,,,0,False,True
81,4,Movil,CliMvl,climvl,0,9,,2,oporcli,0,,,100,,C.smovilcli as climvl,,,1,False,True
82,4,CliMail,Correo,climail,0,21,,2,oporcli,,,,,,C.email as climail,,,0,False,True
83,4,Probabilidad,probabilidad,probabilidad,0,22,,2,oporcli,,,bverporprobaopor,,,oporcli.probabilidad,,,0,False,True
85,4,tipo,Tipo,tipo,0,148,,2,oporcli,,,,,,,,,0,False,True
86,1,Correo,Correo,,7,9,,0,Correo,0,1,,80,,,,,1,False,True
87,4,Gestor Impagado,Campo10,campo10,0,25,,2,oporcli,0,0,verCampo10opor,,,oporcli.campo10,,,0,False,True
88,6,Fecha,Fecha Cuenta,dfecha,6,18,,0,fecha cuenta,0,0,,,,,,,1,True,False
89,6,TipoCuenta,Tipo Cuenta,stipo,0,18,,2,cuenexpe,0,0,,,,"case when cuentas.bhonoproducto=1 then 'tipocuenta_producto' when cuentas.bhonodcto=1 then 'descuento' when cuentas.honogasto=1 then 'gasto' when cuentas.bhonoarticulo=1 then (select isnull(persoart, 'articulo')from config)  when cuentas.stipo='honorario'	then (select isnull(persohono, 'honorario')  from config)  when cuentas.stipo='gasto' then (select isnull(persogast, 'suplido') from config) when (cuentas.stipo='provision') then  upper((select isnull(persoprov, 'provision') from config) + case (select count(id) from configvisualizacion where nombre='vertiposprov' and valor=1) when 1 then ' RECIBIDA' else '' end) when (cuentas.stipo='varios') and (cuentas.isubtipo=2) and ((select count(id) from configvisualizacion where nombre='vertiposprov' and valor=1)=1) then upper((select isnull(persoprov, 'provision') from config) + ' SOLICITADA') else cuentas.stipo end as stipo",,,1,True,False
90,6,sDescripcion,Descripción,sdescripcion,0,18,,2,cuenexpe,0,0,,,,,,,1,True,False
91,6,Salidas Euro,Salidas,fsalidaseuro,8,40,,0,Salidas Euro,0,0,,,,,,,1,False,True
92,6,Expediente,ExpNumExp,expediente,0,18,,1,núm. exp.,0,0,,100,,,,,1,False,True
93,6,Año,ExpYearExp,iyear,0,18,,1,año exp.,0,0,,100,,,,,1,False,True
94,6,Cliente,Nombre,snombrecli,0,18,,2,cuenexpe,0,0,,,,,,,1,True,False
95,6,Usuario,cliUsuario,nomsubusu,0,18,,1,Usuario,0,0,,,,,,,1,True,False
96,6,Correo,email,email,0,18,,2,cuenexpe,0,0,,150,,,,,1,False,True
97,6,Nacionalidad,Nacionalidad,nacionalidad,0,18,,0,Nacionalidad,0,0,,,,,,,1,False,True
98,6,Entradas Euro,Entradas,fentradaseuro,8,19,,0,Entradas Euro,0,0,,,,,,,1,False,True
143,11,Fecha de Vencimiento,Fecha de Vencimiento,fechavencimiento,6,18,,0,Fecha de Vencimiento,0,0,,120,,,,,1,False,True
144,11,Cliente,Cliente,snombrecli,0,18,,0,Cliente,0,0,,200,,,,,1,False,True
145,11,Vencimiento,Vencimiento,descripcion,0,18,,0,Vencimiento,0,0,,150,,,,,1,False,True
146,11,Grupo,func:EtiqGrupoVencimiento,grupo,0,18,,1,Grupo,0,,,,,,,,1,False,True
147,11,Fecha Alarma,Fecha Alarma,,6,18,,0,Fecha Alarma,0,0,qwertyu,100,,,,,1,False,True
148,11,Estado,Estado,estado,0,18,,0,Estado,0,,,,,,,,1,False,True
149,11,Contrato Realizado,Contrato Realizado,realizado,1,18,,0,,0,0,,120,,,,,1,False,True
150,11,Fecha Contrato,Fecha Contrato,fechacontrato,0,18,,0,Fecha Contrato,0,,,,,,,,1,False,True
151,11,Prima,Prima,prima,8,18,,0,Prima,0,0,bversegven,100,,,,,1,False,True
152,11,Importe,Importe,importe,8,18,,0,Importe,0,0,bversegven,100,,,,,1,False,True
153,11,Forma de Pago,Forma de Pago,formapago,0,18,,0,Forma de Pago,0,0,bversegven,0,,,,,0,False,True
154,11,Duración,Duración,duracion,0,18,,0,Duración,0,0,bversegven,0,,,,,0,False,True
155,11,Compañía,Compañía,company,0,18,,0,Compañía,0,0,bversegven,0,,,,,0,False,True
156,11,Agente,Agente,agente,0,18,,0,Agente,0,0,bversegven,0,,,,,0,False,True
157,11,Tipo,Tipo,tipo,0,18,,0,Tipo,0,,,,,,,,0,False,True
158,11,campo1,VenCampo1,campo1,0,18,,1,,0,0,,100,,,,,0,False,True
159,11,campo2,VenCampo2,campo2,0,18,,1,,0,,,,,,,,0,False,True
160,11,campo3,VenCampo3,campo3,0,18,,1,,0,,,,,,,,0,False,True
161,11,campo4,VenCampo4,campo4,0,18,,1,,0,,,,,,,,0,False,True
162,12,fecha,Fecha Obligación,fecha,6,18,,2,clientesobligdetalles,0,,,,,,,,1,False,True
163,12,Cliente,Cliente,snombrecli,0,18,,0,Cliente,0,0,,200,,,,,1,False,True
164,12,modelo,Modelo,ModOblig,0,18,,0,,0,,,,,,,,1,False,True
165,12,obligacion,Descripción Obligación,obligacion,0,18,,0,Descripción Obligación,0,,,,,,,,1,False,True
166,12,N.I.F/C.I.F,N.I.F/C.I.F,dni,0,18,,0,N.I.F/C.I.F,0,,,,,,,,1,False,True
167,12,Fecha Recepción,Fecha Recepción Doc,fecharecepcion,6,18,,0,Fecha Recepción,0,0,,120,,,,,1,False,True
168,12,Fecha Preparación,Fecha Preparación,fechapreparacion,6,18,,0,Fecha Preparación,0,0,,150,,,,,1,False,True
169,12,Realizada,Presentada,realizada,1,18,,0,Realizada,0,0,,100,,,,,1,False,True
170,12,Fecha Realización,Fecha Presentación,fecharealizada,6,18,,0,F. Realización,0,0,,100,,,,,1,False,True
171,12,F. Envío Autorización,Fecha Envío Autorización,fechaautorizacion,6,18,,0,F. Envío Autorización,0,0,bVerFechaEnvioObligacion,140,,,,,1,False,True
172,12,Cobrada,Cobrada,cobrada,1,18,,0,Cobrada,0,0,,60,,,,,0,False,True
173,12,Importe Obligación,Importe Obligación,resultado,8,18,,0,Importe Obligación,0,0,,100,,,,,0,False,True
174,12,Forma Presentación,Forma Presentación,presentado,6,18,,0,Forma Presentación,0,0,,100,,,,,1,False,True
175,12,Cod. Electrónico,Cod. Electrónico,,0,18,,0,Cod. Electrónico,0,0,asdgfdfgdh,0,,,,,0,False,True
176,12,Campo1,Campo1,campo1,0,18,,0,Campo1,0,,,,,,,,0,False,True
177,12,Campo2,Campo2,campo2,0,18,,0,Campo2,0,,,,,,,,0,False,True
178,12,Usuario,cliUsuarioCli,usuario,0,18,,1,Usuario,0,0,,0,,,,,1,False,True
179,12,Campo3,Campo3,campo3,0,18,,0,Campo3,0,,,,,,,,0,False,True
180,12,Campo4,Campo4,campo4,0,18,,0,Campo4,0,,,,,,,,0,False,True
181,12,Campo5,Campo5,campo5,0,19,,0,Campo5,0,,,,,,,,0,False,True
182,12,Campo6,Campo6,campo6,0,20,,0,Campo6,0,,,,,,,,0,False,True
183,13,Fecha Alta,Fecha Alta,fechagasing,6,18,,0,Fecha Alta,0,0,,120,,,,,0,False,True
184,13,Fecha Previsión,Fecha Vencimiento,fecha,6,0,,0,Fecha Vencimiento,0,0,,120,,,,,1,False,True
185,13,Cliente,Nombre,cliente,0,1,,0,Cliente,0,0,,,,,,,1,True,False
186,13,Concepto,Concepto,concepto,0,2,,0,Concepto,0,,,170,,,,,1,True,False
187,13,Forma de Cobro,Forma de Cobro,formapago1,0,4,,0,Forma de Cobro,0,0,,100,,,,,1,True,False
188,13,Total,Total,total,8,3,,0,Total,0,0,,100,,,,,1,False,True
189,13,Cobrado,Cobrado,realizada,3,5,:NoRealizada|0:NoRealizada|1:Realizada,0,Cobrado,0,0,,100,,,,,1,False,True
190,13,Fecha Cobro,Fecha Cobro,fecharealizada,6,6,,0,Fecha Cobro,0,0,,100,,,,,1,False,True
191,13,Remesa,Remesado,estaremesado,3,7,:NoRealizada|0:NoRealizada|1:Realizada,0,Remesado,0,0,,100,,,,,1,False,True
192,13,Fecha Remesa,Fecha Remesa,fecharemesa,6,9,,0,Fecha Remesa,0,0,,100,,,,,1,False,True
193,13,Impagado,Impagado,impagado,3,18,:NoRealizada|0:NoRealizada|1:Realizada,0,Impagado,0,0,,100,,,,,0,False,True
194,13,Fecha Impagado,Fecha Impagado,fechaimpagado,6,18,,0,Fecha Impagado,0,0,,,,,,,0,False,True
195,13,Estado impagado,Estado Impagado,tipoimpago1,0,18,,0,Estado impagado,0,0,,,,,,,0,True,False
196,13,Serie,Serie Factura,serie,0,10,,0,Serie,0,,,,,,,,0,False,True
197,13,Núm Factura,Núm. Factura,inumfact,0,10,,0,Núm Factura,0,0,,100,,,,,1,False,True
198,13,Fecha Factura,Fecha Factura,fechafact,6,11,,0,Fecha Factura,0,0,,100,,,,,1,False,True
199,13,Año Factura,Año Factura,yearfact,0,9,,0,Año Factura,0,0,,,,,,,0,False,True
200,13,Tipo Factura,Tipo Factura,tipofactura,0,18,,0,Tipo Factura,0,0,,,,,,,0,False,True
201,13,Banco,Banco Remesa,banco,0,20,,0,Banco,0,0,,,,,,,0,False,True
202,13,Usuario,cliUsuario,nomsubusu,0,18,,1,Usuario,0,0,,,,,,,0,True,False
203,13,Tipologías Factura 1,Tipologías Factura 1,tip1,0,27,,0,Tipologías Factura 1,0,0,bvertipologia1,120,,,,,0,False,True
204,13,Tipologías Factura 2,Tipologías Factura 2,tip2,0,28,,0,Tipologías Factura 2,0,0,bvertipologia2,120,,,,,0,False,True
205,13,Tipologías Factura 3,Tipologías Factura 3,tip3,0,29,,0,Tipologías Factura 3,0,0,bvertipologia3,120,,,,,0,False,True
206,13,Diario Cobro,Diario Cobro,diariocobro,3,24,:NoRealizada|0:NoRealizada|1:Realizada,0,Diario Cobro,0,0,bverContPGC,100,,,,,0,False,True
207,13,Diario Impagado,Diario Impagado,diarioimpagado,3,25,:NoRealizada|0:NoRealizada|1:Realizada,0,Diario Impagado,0,0,bverContPGC,100,,,,,0,False,True
208,13,Cuenta Contable Cliente,Cuenta Contable Cliente,ctaacrcli,0,30,,0,Cuenta Contable Cliente,0,0,bverContPGC,,,,,,0,False,True
209,4,Campo1,Campo1,campo1,0,26,,2,oporcli,0,0,verCampo1opor,,,oporcli.campo1,,,0,False,True
210,4,Campo2,Campo2,campo2,0,27,,2,oporcli,0,0,verCampo2opor,,,oporcli.campo2,,,0,False,True
211,4,Campo3,Campo3,campo3,0,28,,2,oporcli,0,0,verCampo3opor,,,oporcli.campo3,,,0,False,True
212,4,Campo4,Campo4,campo4,0,29,,2,oporcli,0,0,verCampo4opor,,,oporcli.campo4,,,0,False,True
213,4,Campo5,Campo5,campo5,0,30,,2,oporcli,0,0,verCampo5opor,,,oporcli.campo5,,,0,False,True
214,4,Campo6,Campo6,campo6,0,31,,2,oporcli,0,0,verCampo6opor,,,oporcli.campo6,,,0,False,True
215,4,Campo7,Campo7,campo7,0,32,,2,oporcli,0,0,bverdespleopor,,,oporcli.campo7,,,0,False,True
216,4,Campo8,Campo8,campo8,0,33,,2,oporcli,0,0,verCampo8opor,,,oporcli.campo8,,,0,False,True
217,4,Campo9,Campo9,campo9,0,34,,2,oporcli,0,0,verCampo9opor,,,oporcli.campo9,,,0,False,True
218,4,Campo11,Campo11,campo11,0,35,,2,oporcli,0,0,verCampo11opor,,,oporcli.campo11,,,0,False,True
219,4,Campo12,Campo12,campo12,0,36,,2,oporcli,0,0,verCampo12opor,,,oporcli.campo12,,,0,False,True
220,4,Campo13,Campo13,campo13,0,37,,2,oporcli,0,0,verCampo13opor,,,oporcli.campo13,,,0,False,True
221,4,Campo14,Campo14,campo14,0,38,,2,oporcli,0,0,verCampo14opor,,,oporcli.campo14,,,0,False,True
222,4,Campo15,Campo15,campo15,0,39,,2,oporcli,0,0,verCampo15opor,,,oporcli.campo15,,,0,False,True
223,4,Campo16,Campo16,campo16,0,40,,2,oporcli,0,0,verCampo16opor,,,oporcli.campo16,,,0,False,True
224,4,Campo19,Campo19,campo19,0,41,,2,oporcli,0,0,verCampo19opor,,,oporcli.campo19,,,0,False,True
225,4,Campo20,Campo20,campo20,0,42,,2,oporcli,0,0,verCampo20opor,,,oporcli.campo20,,,0,False,True
226,4,Campo21,Campo21,campo21,0,43,,2,oporcli,0,0,verCampo21opor,,,oporcli.campo21,,,0,False,True
227,4,CampoFecha2,CampoFecha2,campofecha2,6,44,,2,oporcli,0,0,verCampoFecha2opor,,,oporcli.campofecha2,,,0,False,True
228,4,CampoFecha3,CampoFecha3,campofecha3,6,45,,2,oporcli,0,0,verCampoFecha3opor,,,oporcli.campofecha3,,,0,False,True
229,4,CampoFecha6,CampoFecha6,campofecha6,6,46,,2,oporcli,0,0,verCampoFecha6opor,,,oporcli.campofecha6,,,0,False,True
230,4,CampoFecha7,CampoFecha7,campofecha7,6,47,,2,oporcli,0,0,verCampoFecha7opor,100,,oporcli.campofecha7,,,0,False,True
231,4,CampoFecha8,CampoFecha8,campofecha8,6,48,,2,oporcli,0,0,verCampoFecha8opor,,,oporcli.campofecha8,,,0,False,True
232,4,CampoFecha4,CampoFecha4,campofecha4,6,49,,2,oporcli,0,0,verCampoFecha4opor,,,oporcli.campofecha4,,,0,False,True
233,4,CampoFecha5,CampoFecha5,campofecha5,6,50,,2,oporcli,0,0,verCampoFecha5opor,,,oporcli.campofecha5,,,0,False,True
234,4,CampoNum1,CampoNum1,camponum1,0,51,,2,oporcli,0,0,verCampoNum1opor,,,oporcli.camponum1,,,0,False,True
235,4,CampoNum2,CampoNum2,camponum2,0,52,,2,oporcli,0,0,verCampoNum2opor,,,oporcli.camponum2,,,0,False,True
236,4,CampoNum3,CampoNum3,camponum3,0,53,,2,oporcli,0,0,verCampoNum3opor,,,oporcli.camponum3,,,0,False,True
237,4,CampoNum4,CampoNum4,camponum4,0,54,,2,oporcli,0,0,verCampoNum4opor,,,oporcli.camponum4,,,0,False,True
238,4,CampoNum5,CampoNum5,camponum5,0,55,,2,oporcli,0,0,verCampoNum5opor,,,oporcli.camponum5,,,0,False,True
239,1,Agenda,Agenda,agenda,3,7,0:No Agenda|1:Agenda,0,Agenda,0,1,bVerNuevaAgenda,,,act.agenda,,,1,True,False
240,1,Núm. de Cliente,Núm. Ficha,codigo,0,240,,0,Número de Cliente,0,1,!bvercamponumerico,100,,,,,0,False,True
241,19,dfechaact,F. Actuación,dfechaact,6,18,,0,,0,0,,,,,,,1,False,True
242,19,clFechaAlta,F. Alta,dfechanotificacion,6,18,,0,,0,0,,,,,,,1,False,True
243,19,Actuacion,Actuación,sactuacion,0,18,,0,,1,0,,200,,,,,1,False,True
244,19,clUsuario,cliUsuario,nomsubusu,0,18,,1,,1,0,,200,,,,,1,False,True
245,19,Realizado,Rzdo,acturealizada,1,18,,0,,0,0,,60,,,,,1,False,True
246,19,clFechaRealizacion,F. Realización,fecharealizacion,6,18,,0,,0,0,,,,,,,1,False,True
247,19,clHoraInicio,Hora Inicio,horainiact,2,18,,,,,,,,,,,,1,False,True
248,19,clHoraFinal,Hora Final,horafinact,2,18,,,,,,,,,,,,1,False,True
249,19,clTiempoPrevisto,Tiempo Previsto,tiempoprevisto,5,18,,,,,,,,,,,,1,False,True
250,19,clTiempo,Tiempo,tiempo,5,18,,,,,,,,,,,,1,False,True
251,19,clPrecio,Precio,precio,0,18,,,,,,,,,,,,1,False,True
252,19,clPrioritaria,Prioritaria,alertas,3,18,1:ball,0,,0,0,,60,,,,,1,False,True
253,19,clCliente,Nombre,snombrecli,0,18,,0,,0,0,,0,,,,,1,False,True
254,19,clTipoActuacion,Tipo Actuación,tipo,0,18,,,,,,,,,,,,1,False,True
259,19,clFac,Fac,facturable,4,18,-1:No|1:Si|*:Si|0:No,,,,,,,,,,,1,False,True
260,19,clNumFactura,Factura,numfactura,3,19,,,,,,,,,,,,1,False,True
261,19,Coste,Coste,preciocoste,0,20,,,,,,,,,,,,1,False,True
262,19,AnoFactura,Año Fact.,yearfact,0,21,,,,,,,,,,,,1,False,True
263,19,refpropia,Ref. Propia,refpropia,0,22,,,,,,,,,,,,1,False,True
264,19,TipoFichero,Tipo Fichero,tipofichero,0,23,,,,,,,,,,,,1,False,True
265,19,tipohisto,Tipo Historial,tipohisto,0,24,,,,,,,,,,,,0,False,True
266,19,TipoPlazo,Tipo Plazo,tipoactu,0,25,,0,,1,0,asdas,0,,,,,0,False,True
268,19,ResultadoSoporte,campo1,campo1,0,27,,2,segexp,1,0,vercampo1seg,100,,,,,0,False,True
269,19,PuntosSoporte,campo2,campo2,0,28,,2,segexp,0,0,vercampo2seg,100,,,,,0,False,True
270,19,ResultadoRenovacion,campo4,campo4,0,29,,2,segexp,1,0,vercampo4seg,100,,,,,0,False,True
271,19,ResultadoImpagados,campo5,campo5,0,30,,2,segexp,0,0,vercampo5seg,100,,,,,0,False,True
272,19,ValoracionOpinion,campo7,campo7,0,31,,2,segexp,0,0,vercampo7seg,100,,,,,0,False,True
273,19,MotivoNulo,campo8,campo8,0,32,,2,segexp,0,0,vercampo8seg,100,,,,,0,False,True
274,19,EstadoSoporte,campo9,campo9,0,33,,2,segexp,0,0,vercampo9seg,100,,,,,0,False,True
275,19,Colectivo,campo16,campo16,0,34,,2,segexp,0,0,vercampo16seg,100,,,,,0,False,True
276,19,Nacionalidad,Nacionalidad,nacionalidad,0,35,,0,,0,0,,0,,,,,0,False,True
277,19,Provincia,Provincia,sprovinciacli,0,36,,,,,,,,,,,,0,False,True
278,19,Correo,Correo,,7,37,,0,,0,0,,80,,,,,0,False,True
279,19,En Agenda,En Agenda,agenda,3,38,1:agenda,0,En Agenda,0,0,,100,,,,,0,False,True
280,19,Núm. de Cliente,Núm. de Cliente,codcliente,0,39,,0,Número de Cliente,0,0,,,,C.codigo as codcliente,,,0,False,True
281,19,estado,Estado Enero,estado,3,40,"0,0000:rojo|10,0000:rojo|20,0000:rojo|30,0000:amarillo|40,0000:amarillo|50,0000:amarillo|60,0000:azul|70,0000:azul|80,0000:azul|90,0000:verde|100,0000:verde",2,segcli,0,0,bverestadoplantra,100,,,,,0,False,True
282,19,estado2,estado2,estado2,3,41,"0,0000:rojo|10,0000:rojo|20,0000:rojo|30,0000:amarillo|40,0000:amarillo|50,0000:amarillo|60,0000:azul|70,0000:azul|80,0000:azul|90,0000:verde|100,0000:verde",2,segcli,0,0,bverestado2plantra,100,,,,,0,False,True
283,19,estado3,estado3,estado3,3,42,"0,0000:rojo|10,0000:rojo|20,0000:rojo|30,0000:amarillo|40,0000:amarillo|50,0000:amarillo|60,0000:azul|70,0000:azul|80,0000:azul|90,0000:verde|100,0000:verde",2,segcli,0,0,bverestado3plantra,100,,,,,0,False,True
284,19,estado4,estado4,estado4,3,43,"0,0000:rojo|10,0000:rojo|20,0000:rojo|30,0000:amarillo|40,0000:amarillo|50,0000:amarillo|60,0000:azul|70,0000:azul|80,0000:azul|90,0000:verde|100,0000:verde",2,segcli,0,0,bverestado4plantra,100,,,,,0,False,True
285,19,estado5,estado5,estado5,3,44,"0,0000:rojo|10,0000:rojo|20,0000:rojo|30,0000:amarillo|40,0000:amarillo|50,0000:amarillo|60,0000:azul|70,0000:azul|80,0000:azul|90,0000:verde|100,0000:verde",2,segcli,0,0,bverestado5plantra,100,,,,,0,False,True
286,19,estado6,estado6,estado6,3,45,"0,0000:rojo|10,0000:rojo|20,0000:rojo|30,0000:amarillo|40,0000:amarillo|50,0000:amarillo|60,0000:azul|70,0000:azul|80,0000:azul|90,0000:verde|100,0000:verde",2,segcli,0,0,bverestado6plantra,100,,,,,0,False,True
287,19,estado7,estado7,estado7,3,46,"0,0000:rojo|10,0000:rojo|20,0000:rojo|30,0000:amarillo|40,0000:amarillo|50,0000:amarillo|60,0000:azul|70,0000:azul|80,0000:azul|90,0000:verde|100,0000:verde",2,segcli,0,0,bverestado7plantra,100,,,,,0,False,True
288,19,estado8,estado8,estado8,3,47,"0,0000:rojo|10,0000:rojo|20,0000:rojo|30,0000:amarillo|40,0000:amarillo|50,0000:amarillo|60,0000:azul|70,0000:azul|80,0000:azul|90,0000:verde|100,0000:verde",2,segcli,0,0,bverestado8plantra,100,,,,,0,False,True
289,19,estado9,estado9,estado9,3,48,"0,0000:rojo|10,0000:rojo|20,0000:rojo|30,0000:amarillo|40,0000:amarillo|50,0000:amarillo|60,0000:azul|70,0000:azul|80,0000:azul|90,0000:verde|100,0000:verde",2,segcli,0,0,bverestado9plantra,100,,,,,0,False,True
290,19,estado10,estado10,estado10,3,49,"0,0000:rojo|10,0000:rojo|20,0000:rojo|30,0000:amarillo|40,0000:amarillo|50,0000:amarillo|60,0000:azul|70,0000:azul|80,0000:azul|90,0000:verde|100,0000:verde",2,segcli,0,0,bverestado10plantra,100,,,,,0,False,True
291,19,estado11,estado11,estado11,3,50,"0,0000:rojo|10,0000:rojo|20,0000:rojo|30,0000:amarillo|40,0000:amarillo|50,0000:amarillo|60,0000:azul|70,0000:azul|80,0000:azul|90,0000:verde|100,0000:verde",2,segcli,0,0,bverestado11plantra,100,,,,,0,False,True
292,19,estado12,estado12,estado12,3,51,"0,0000:rojo|10,0000:rojo|20,0000:rojo|30,0000:amarillo|40,0000:amarillo|50,0000:amarillo|60,0000:azul|70,0000:azul|80,0000:azul|90,0000:verde|100,0000:verde",2,segcli,0,0,bverestado12plantra,100,,,,,0,False,True
293,1,campo6,campo6,campo6,0,293,,2,segcli,0,1,vercampo6seg,,,act.campo6,,,0,False,True
294,1,campo10,campo10,campo10,0,294,,2,segcli,0,1,vercampo10seg,,,act.campo10,,,0,False,True
295,1,campo11,campo11,campo11,0,295,,2,segcli,0,1,vercampo11seg,,,act.campo11,,,0,False,True
296,1,campo12,campo12,campo12,0,296,,2,segcli,0,1,vercampo12seg,,,act.campo12,,,0,False,True
297,1,campo13,campo13,campo13,0,297,,2,segcli,0,1,vercampo13seg,,,act.campo13,,,0,False,True
298,1,campo14,campo14,campo14,0,298,,2,segcli,0,1,vercampo14seg,,,act.campo14,,,0,False,True
299,1,campo15,campo15,campo15,0,299,,2,segcli,0,1,vercampo15seg,,,act.campo15,,,0,False,True
301,1,campo3,campo3,campo3,0,301,,2,segcli,0,1,vercampo3seg,100,,act.campo3,,,0,False,True
302,1,campofecha1,campofecha1,campofecha1,6,302,,2,segcli,0,1,vercampofecha1seg,100,,act.campofecha1,,,0,False,True
