idcolumna,idgrupo,nombre,texto,campo,tipo,orden,imagenes,usarEtiquetasIni,tabla,desglosable,actualizable,campoVisualizacion,anchoPropio,tablaorigen,parteSql,parteSqlIdgestorbasedatos,parteSqlResto,verColumnaDefecto,visibleDashboard,disponible
4150,80,snombrepais,País,snombrepais,0,18,,0,,0,0,,100,,C.snombrepais,,,0,False,True
4151,80,pagweb,Página web,pagweb,0,18,,0,,0,0,,100,,C.pagweb,,,0,False,True
4152,80,telefono2,Teléfono 2,telefono2,0,18,,0,,0,0,,100,,,,,0,False,True
4153,80,telefono3,Teléfono 3,telefono3,0,18,,0,,0,0,,100,,,,,0,False,True
4154,80,sfaxcli,clienfax,sfaxcli,0,18,,1,,0,0,,100,,C.sfaxcli,,,0,False,True
4155,80,fechaBaja,Fecha Baja,fechabaja,6,18,,0,,0,0,,100,,C.fechabaja,,,0,False,True
4156,80,cuentabanco,CCC,cuentabanco,0,19,,0,,0,0,bVerContabilidad[AND]bverContPGC,100,,C.cuentabanco,,,0,False,True
4157,80,susuario,cliUsuario,susuario,0,20,,1,,0,0,,100,,case when c.codsubusu = 0 then '/**ususupervisor**/' else s.nombre end as susuario,,,0,False,True
4158,80,snombreclicomercial,clinombrecomercial,snombreclicomercial,0,21,,1,,0,0,tipoficherocli:6:bvernomcomercialcli,150,,,,,0,False,True
4159,62,pagweb,Página Web,pagweb,0,37,,0,,0,0,,150,,c.pagweb,,,0,False,True
4160,63,pagweb,Página Web,pagweb,0,37,,0,,0,0,,150,,c.pagweb,,,0,False,True
4161,68,pagweb,Página Web,pagweb,0,37,,0,,0,0,,150,,c.pagweb,,,0,False,True
4162,71,pagweb,Página Web,pagweb,0,37,,0,,0,0,,150,,c.pagweb,,,0,False,True
4163,72,pagweb,Página Web,pagweb,0,37,,0,,0,0,,150,,c.pagweb,,,0,False,True
4164,77,pagweb,Página Web,pagweb,0,37,,0,,0,0,!bMostrarSoloNombreTrabajadores,150,,c.pagweb,,,0,False,True
4165,78,pagweb,Página Web,pagweb,0,37,,0,,0,0,,150,,c.pagweb,,,0,False,True
4167,11,Adjuntos,Adjuntos,Adjuntos,13,73,,0,,0,0,,70,,CASE WHEN (select COUNT(*) from [[instancia]advabousu[empresa]].dbo.cliVenAdj adj where adj.idcliven = o.id) > 0 THEN '1' ELSE '0' END as tieneAdjunto,,,0,False,True
4168,45,lote,Lote,lote,0,18,,0,Lote,0,0,,100,,,,,1,False,True
4169,44,imagen,Imagen,imagen,20,18,,0,,0,0,,100,,a.id AS imagen,,,0,False,True
4172,48,1,Campo perfil 1,1,17,501,,0,,,,,100,,,,,0,False,True
4173,48,2,Campo perfil 2,2,17,502,,0,,,,,100,,,,,0,False,True
4174,48,3,Campo perfil 3,3,17,503,,0,,,,,100,,,,,0,False,True
4175,48,4,Campo perfil 4,4,17,504,,0,,,,,100,,,,,0,False,True
4176,48,5,Campo perfil 5,5,17,505,,0,,,,,100,,,,,0,False,True
4177,48,6,Campo perfil 6,6,17,506,,0,,,,,100,,,,,0,False,True
4178,48,7,Campo perfil 7,7,17,507,,0,,,,,100,,,,,0,False,True
4179,48,8,Campo perfil 8,8,17,508,,0,,,,,100,,,,,0,False,True
4180,48,9,Campo perfil 9,9,17,509,,0,,,,,100,,,,,0,False,True
4181,48,10,Campo perfil 10,10,17,510,,0,,,,,100,,,,,0,False,True
4182,48,11,Campo perfil 11,11,17,511,,0,,,,,100,,,,,0,False,True
4183,48,12,Campo perfil 12,12,17,512,,0,,,,,100,,,,,0,False,True
4184,48,13,Campo perfil 13,13,17,513,,0,,,,,100,,,,,0,False,True
4185,48,14,Campo perfil 14,14,17,514,,0,,,,,100,,,,,0,False,True
4186,48,15,Campo perfil 15,15,17,515,,0,,,,,100,,,,,0,False,True
4187,48,16,Campo perfil 16,16,17,516,,0,,,,,100,,,,,0,False,True
4188,48,17,Campo perfil 17,17,17,517,,0,,,,,100,,,,,0,False,True
4189,48,18,Campo perfil 18,18,17,518,,0,,,,,100,,,,,0,False,True
4190,48,19,Campo perfil 19,19,17,519,,0,,,,,100,,,,,0,False,True
4191,48,20,Campo perfil 20,20,17,520,,0,,,,,100,,,,,0,False,True
4192,48,21,Campo perfil 21,21,17,521,,0,,,,,100,,,,,0,False,True
4193,48,22,Campo perfil 22,22,17,522,,0,,,,,100,,,,,0,False,True
4194,48,23,Campo perfil 23,23,17,523,,0,,,,,100,,,,,0,False,True
4195,48,24,Campo perfil 24,24,17,524,,0,,,,,100,,,,,0,False,True
4196,48,25,Campo perfil 25,25,17,525,,0,,,,,100,,,,,0,False,True
4197,48,26,Campo perfil 26,26,17,526,,0,,,,,100,,,,,0,False,True
4198,48,27,Campo perfil 27,27,17,527,,0,,,,,100,,,,,0,False,True
4199,48,28,Campo perfil 28,28,17,528,,0,,,,,100,,,,,0,False,True
4200,48,29,Campo perfil 29,29,17,529,,0,,,,,100,,,,,0,False,True
4201,48,30,Campo perfil 30,30,17,530,,0,,,,,100,,,,,0,False,True
4202,48,31,Campo perfil 31,31,17,531,,0,,,,,100,,,,,0,False,True
4203,48,32,Campo perfil 32,32,17,532,,0,,,,,100,,,,,0,False,True
4204,48,33,Campo perfil 33,33,17,533,,0,,,,,100,,,,,0,False,True
4205,48,34,Campo perfil 34,34,17,534,,0,,,,,100,,,,,0,False,True
4206,48,35,Campo perfil 35,35,17,535,,0,,,,,100,,,,,0,False,True
4207,48,36,Campo perfil 36,36,17,536,,0,,,,,100,,,,,0,False,True
4208,48,37,Campo perfil 37,37,17,537,,0,,,,,100,,,,,0,False,True
4209,48,38,Campo perfil 38,38,17,538,,0,,,,,100,,,,,0,False,True
4210,48,39,Campo perfil 39,39,17,539,,0,,,,,100,,,,,0,False,True
4211,48,40,Campo perfil 40,40,17,540,,0,,,,,100,,,,,0,False,True
4212,48,41,Campo perfil 41,41,17,541,,0,,,,,100,,,,,0,False,True
4213,48,42,Campo perfil 42,42,17,542,,0,,,,,100,,,,,0,False,True
4214,48,43,Campo perfil 43,43,17,543,,0,,,,,100,,,,,0,False,True
4215,48,44,Campo perfil 44,44,17,544,,0,,,,,100,,,,,0,False,True
4216,48,45,Campo perfil 45,45,17,545,,0,,,,,100,,,,,0,False,True
4217,57,1,Campo perfil 1,1,17,501,,0,,,,,100,,,,,0,False,True
4218,57,2,Campo perfil 2,2,17,502,,0,,,,,100,,,,,0,False,True
4219,57,3,OporImp,3,17,503,,1,,,,,100,,,,,0,False,True
4220,57,4,Campo perfil 4,4,17,504,,0,,,,,100,,,,,0,False,True
4221,57,5,Campo perfil 5,5,17,505,,0,,,,,100,,,,,0,False,True
4222,57,6,Campo perfil 6,6,17,506,,0,,,,,100,,,,,0,False,True
4223,57,7,Campo perfil 7,7,17,507,,0,,,,,100,,,,,0,False,True
4224,57,8,Campo perfil 8,8,17,508,,0,,,,,100,,,,,0,False,True
4225,57,9,Campo perfil 9,9,17,509,,0,,,,,100,,,,,0,False,True
4226,57,10,Campo perfil 10,10,17,510,,0,,,,,100,,,,,0,False,True
4227,57,11,Campo perfil 11,11,17,511,,0,,,,,100,,,,,0,False,True
4228,57,12,Campo perfil 12,12,17,512,,0,,,,,100,,,,,0,False,True
4229,57,13,Campo perfil 13,13,17,513,,0,,,,,100,,,,,0,False,True
4230,57,14,Campo perfil 14,14,17,514,,0,,,,,100,,,,,0,False,True
4231,57,15,Campo perfil 15,15,17,515,,0,,,,,100,,,,,0,False,True
4232,57,16,Campo perfil 16,16,17,516,,0,,,,,100,,,,,0,False,True
4233,57,17,Campo perfil 17,17,17,517,,0,,,,,100,,,,,0,False,True
4234,57,18,Campo perfil 18,18,17,518,,0,,,,,100,,,,,0,False,True
4235,57,19,Campo perfil 19,19,17,519,,0,,,,,100,,,,,0,False,True
4236,57,20,Campo perfil 20,20,17,520,,0,,,,,100,,,,,0,False,True
4237,57,21,Campo perfil 21,21,17,521,,0,,,,,100,,,,,0,False,True
4238,57,22,Campo perfil 22,22,17,522,,0,,,,,100,,,,,0,False,True
4239,57,23,Campo perfil 23,23,17,523,,0,,,,,100,,,,,0,False,True
4240,57,24,Campo perfil 24,24,17,524,,0,,,,,100,,,,,0,False,True
4241,57,25,Campo perfil 25,25,17,525,,0,,,,,100,,,,,0,False,True
4242,57,26,Campo perfil 26,26,17,526,,0,,,,,100,,,,,0,False,True
4243,57,27,Campo perfil 27,27,17,527,,0,,,,,100,,,,,0,False,True
4244,57,28,Campo perfil 28,28,17,528,,0,,,,,100,,,,,0,False,True
4245,57,29,Campo perfil 29,29,17,529,,0,,,,,100,,,,,0,False,True
4246,57,30,Campo perfil 30,30,17,530,,0,,,,,100,,,,,0,False,True
4247,57,31,Campo perfil 31,31,17,531,,0,,,,,100,,,,,0,False,True
4248,57,32,Campo perfil 32,32,17,532,,0,,,,,100,,,,,0,False,True
4249,57,33,Campo perfil 33,33,17,533,,0,,,,,100,,,,,0,False,True
4250,57,34,Campo perfil 34,34,17,534,,0,,,,,100,,,,,0,False,True
4251,57,35,Campo perfil 35,35,17,535,,0,,,,,100,,,,,0,False,True
4252,57,36,Campo perfil 36,36,17,536,,0,,,,,100,,,,,0,False,True
4253,57,37,Campo perfil 37,37,17,537,,0,,,,,100,,,,,0,False,True
4254,57,38,Campo perfil 38,38,17,538,,0,,,,,100,,,,,0,False,True
4255,57,39,Campo perfil 39,39,17,539,,0,,,,,100,,,,,0,False,True
4256,57,40,Campo perfil 40,40,17,540,,0,,,,,100,,,,,0,False,True
4257,57,41,Campo perfil 41,41,17,541,,0,,,,,100,,,,,0,False,True
4258,57,42,Campo perfil 42,42,17,542,,0,,,,,100,,,,,0,False,True
4259,57,43,Campo perfil 43,43,17,543,,0,,,,,100,,,,,0,False,True
4260,57,44,Campo perfil 44,44,17,544,,0,,,,,100,,,,,0,False,True
4261,57,45,Campo perfil 45,45,17,545,,0,,,,,100,,,,,0,False,True
4262,58,1,Campo perfil 1,1,17,501,,0,,,,,100,,,,,0,False,True
4263,58,2,Campo perfil 2,2,17,502,,0,,,,,100,,,,,0,False,True
4264,58,3,Campo perfil 3,3,17,503,,0,,,,,100,,,,,0,False,True
4265,58,4,Campo perfil 4,4,17,504,,0,,,,,100,,,,,0,False,True
4266,58,5,Campo perfil 5,5,17,505,,0,,,,,100,,,,,0,False,True
4267,58,6,Campo perfil 6,6,17,506,,0,,,,,100,,,,,0,False,True
4268,58,7,Campo perfil 7,7,17,507,,0,,,,,100,,,,,0,False,True
4269,58,8,Campo perfil 8,8,17,508,,0,,,,,100,,,,,0,False,True
4270,58,9,Campo perfil 9,9,17,509,,0,,,,,100,,,,,0,False,True
4271,58,10,Campo perfil 10,10,17,510,,0,,,,,100,,,,,0,False,True
4272,58,11,Campo perfil 11,11,17,511,,0,,,,,100,,,,,0,False,True
4273,58,12,Campo perfil 12,12,17,512,,0,,,,,100,,,,,0,False,True
4274,58,13,Campo perfil 13,13,17,513,,0,,,,,100,,,,,0,False,True
4275,58,14,Campo perfil 14,14,17,514,,0,,,,,100,,,,,0,False,True
4276,58,15,Campo perfil 15,15,17,515,,0,,,,,100,,,,,0,False,True
4277,58,16,Campo perfil 16,16,17,516,,0,,,,,100,,,,,0,False,True
4278,58,17,Campo perfil 17,17,17,517,,0,,,,,100,,,,,0,False,True
4279,58,18,Campo perfil 18,18,17,518,,0,,,,,100,,,,,0,False,True
4280,58,19,Campo perfil 19,19,17,519,,0,,,,,100,,,,,0,False,True
4281,58,20,Campo perfil 20,20,17,520,,0,,,,,100,,,,,0,False,True
4282,58,21,Campo perfil 21,21,17,521,,0,,,,,100,,,,,0,False,True
4283,58,22,Campo perfil 22,22,17,522,,0,,,,,100,,,,,0,False,True
4284,58,23,Campo perfil 23,23,17,523,,0,,,,,100,,,,,0,False,True
4285,58,24,Campo perfil 24,24,17,524,,0,,,,,100,,,,,0,False,True
4286,58,25,Campo perfil 25,25,17,525,,0,,,,,100,,,,,0,False,True
4287,58,26,Campo perfil 26,26,17,526,,0,,,,,100,,,,,0,False,True
4288,58,27,Campo perfil 27,27,17,527,,0,,,,,100,,,,,0,False,True
4289,58,28,Campo perfil 28,28,17,528,,0,,,,,100,,,,,0,False,True
4290,58,29,Campo perfil 29,29,17,529,,0,,,,,100,,,,,0,False,True
4291,58,30,Campo perfil 30,30,17,530,,0,,,,,100,,,,,0,False,True
4292,58,31,Campo perfil 31,31,17,531,,0,,,,,100,,,,,0,False,True
4293,58,32,Campo perfil 32,32,17,532,,0,,,,,100,,,,,0,False,True
4294,58,33,Campo perfil 33,33,17,533,,0,,,,,100,,,,,0,False,True
4295,58,34,Campo perfil 34,34,17,534,,0,,,,,100,,,,,0,False,True
4296,58,35,Campo perfil 35,35,17,535,,0,,,,,100,,,,,0,False,True
4297,58,36,Campo perfil 36,36,17,536,,0,,,,,100,,,,,0,False,True
4298,58,37,Campo perfil 37,37,17,537,,0,,,,,100,,,,,0,False,True
4299,58,38,Campo perfil 38,38,17,538,,0,,,,,100,,,,,0,False,True
4300,58,39,Campo perfil 39,39,17,539,,0,,,,,100,,,,,0,False,True
4301,58,40,Campo perfil 40,40,17,540,,0,,,,,100,,,,,0,False,True
4302,58,41,Campo perfil 41,41,17,541,,0,,,,,100,,,,,0,False,True
4303,58,42,Campo perfil 42,42,17,542,,0,,,,,100,,,,,0,False,True
4304,58,43,Campo perfil 43,43,17,543,,0,,,,,100,,,,,0,False,True
4305,58,44,Campo perfil 44,44,17,544,,0,,,,,100,,,,,0,False,True
4306,58,45,Campo perfil 45,45,17,545,,0,,,,,100,,,,,0,False,True
4307,59,1,Campo perfil 1,1,17,501,,0,,,,,100,,,,,0,False,True
4308,59,2,Campo perfil 2,2,17,502,,0,,,,,100,,,,,0,False,True
4309,59,3,Campo perfil 3,3,17,503,,0,,,,,100,,,,,0,False,True
4310,59,4,Campo perfil 4,4,17,504,,0,,,,,100,,,,,0,False,True
4311,59,5,Campo perfil 5,5,17,505,,0,,,,,100,,,,,0,False,True
4312,59,6,Campo perfil 6,6,17,506,,0,,,,,100,,,,,0,False,True
4313,59,7,Campo perfil 7,7,17,507,,0,,,,,100,,,,,0,False,True
4314,59,8,Campo perfil 8,8,17,508,,0,,,,,100,,,,,0,False,True
4315,59,9,Campo perfil 9,9,17,509,,0,,,,,100,,,,,0,False,True
4316,59,10,Campo perfil 10,10,17,510,,0,,,,,100,,,,,0,False,True
4317,59,11,Campo perfil 11,11,17,511,,0,,,,,100,,,,,0,False,True
4318,59,12,Campo perfil 12,12,17,512,,0,,,,,100,,,,,0,False,True
4319,59,13,Campo perfil 13,13,17,513,,0,,,,,100,,,,,0,False,True
4320,59,14,Campo perfil 14,14,17,514,,0,,,,,100,,,,,0,False,True
4321,59,15,Campo perfil 15,15,17,515,,0,,,,,100,,,,,0,False,True
4322,59,16,Campo perfil 16,16,17,516,,0,,,,,100,,,,,0,False,True
4323,59,17,Campo perfil 17,17,17,517,,0,,,,,100,,,,,0,False,True
4324,59,18,Campo perfil 18,18,17,518,,0,,,,,100,,,,,0,False,True
4325,59,19,Campo perfil 19,19,17,519,,0,,,,,100,,,,,0,False,True
4326,59,20,Campo perfil 20,20,17,520,,0,,,,,100,,,,,0,False,True
4327,59,21,Campo perfil 21,21,17,521,,0,,,,,100,,,,,0,False,True
4328,59,22,Campo perfil 22,22,17,522,,0,,,,,100,,,,,0,False,True
4329,59,23,Campo perfil 23,23,17,523,,0,,,,,100,,,,,0,False,True
4330,59,24,Campo perfil 24,24,17,524,,0,,,,,100,,,,,0,False,True
4331,59,25,Campo perfil 25,25,17,525,,0,,,,,100,,,,,0,False,True
4332,59,26,Campo perfil 26,26,17,526,,0,,,,,100,,,,,0,False,True
4333,59,27,Campo perfil 27,27,17,527,,0,,,,,100,,,,,0,False,True
4334,59,28,Campo perfil 28,28,17,528,,0,,,,,100,,,,,0,False,True
4335,59,29,Campo perfil 29,29,17,529,,0,,,,,100,,,,,0,False,True
4336,59,30,Campo perfil 30,30,17,530,,0,,,,,100,,,,,0,False,True
4337,59,31,Campo perfil 31,31,17,531,,0,,,,,100,,,,,0,False,True
4338,59,32,Campo perfil 32,32,17,532,,0,,,,,100,,,,,0,False,True
4339,59,33,Campo perfil 33,33,17,533,,0,,,,,100,,,,,0,False,True
4340,59,34,Campo perfil 34,34,17,534,,0,,,,,100,,,,,0,False,True
4341,59,35,Campo perfil 35,35,17,535,,0,,,,,100,,,,,0,False,True
4342,59,36,Campo perfil 36,36,17,536,,0,,,,,100,,,,,0,False,True
4343,59,37,Campo perfil 37,37,17,537,,0,,,,,100,,,,,0,False,True
4344,59,38,Campo perfil 38,38,17,538,,0,,,,,100,,,,,0,False,True
4345,59,39,Campo perfil 39,39,17,539,,0,,,,,100,,,,,0,False,True
4346,59,40,Campo perfil 40,40,17,540,,0,,,,,100,,,,,0,False,True
4347,59,41,Campo perfil 41,41,17,541,,0,,,,,100,,,,,0,False,True
4348,59,42,Campo perfil 42,42,17,542,,0,,,,,100,,,,,0,False,True
4349,59,43,Campo perfil 43,43,17,543,,0,,,,,100,,,,,0,False,True
4350,59,44,Campo perfil 44,44,17,544,,0,,,,,100,,,,,0,False,True
4351,59,45,Campo perfil 45,45,17,545,,0,,,,,100,,,,,0,False,True
4352,60,1,Campo perfil 1,1,17,501,,0,,,,,100,,,,,0,False,True
4353,60,2,Campo perfil 2,2,17,502,,0,,,,,100,,,,,0,False,True
4354,60,3,Campo perfil 3,3,17,503,,0,,,,,100,,,,,0,False,True
4355,60,4,Campo perfil 4,4,17,504,,0,,,,,100,,,,,0,False,True
4356,60,5,Campo perfil 5,5,17,505,,0,,,,,100,,,,,0,False,True
4357,60,6,Campo perfil 6,6,17,506,,0,,,,,100,,,,,0,False,True
4358,60,7,Campo perfil 7,7,17,507,,0,,,,,100,,,,,0,False,True
4359,60,8,Campo perfil 8,8,17,508,,0,,,,,100,,,,,0,False,True
4360,60,9,Campo perfil 9,9,17,509,,0,,,,,100,,,,,0,False,True
4361,60,10,Campo perfil 10,10,17,510,,0,,,,,100,,,,,0,False,True
4362,60,11,Campo perfil 11,11,17,511,,0,,,,,100,,,,,0,False,True
4363,60,12,Campo perfil 12,12,17,512,,0,,,,,100,,,,,0,False,True
4364,60,13,Campo perfil 13,13,17,513,,0,,,,,100,,,,,0,False,True
4365,60,14,Campo perfil 14,14,17,514,,0,,,,,100,,,,,0,False,True
4366,60,15,Campo perfil 15,15,17,515,,0,,,,,100,,,,,0,False,True
4367,60,16,Campo perfil 16,16,17,516,,0,,,,,100,,,,,0,False,True
4368,60,17,Campo perfil 17,17,17,517,,0,,,,,100,,,,,0,False,True
4369,60,18,Campo perfil 18,18,17,518,,0,,,,,100,,,,,0,False,True
4370,60,19,Campo perfil 19,19,17,519,,0,,,,,100,,,,,0,False,True
4371,60,20,Campo perfil 20,20,17,520,,0,,,,,100,,,,,0,False,True
4372,60,21,Campo perfil 21,21,17,521,,0,,,,,100,,,,,0,False,True
4373,60,22,Campo perfil 22,22,17,522,,0,,,,,100,,,,,0,False,True
4374,60,23,Campo perfil 23,23,17,523,,0,,,,,100,,,,,0,False,True
4375,60,24,Campo perfil 24,24,17,524,,0,,,,,100,,,,,0,False,True
4376,60,25,Campo perfil 25,25,17,525,,0,,,,,100,,,,,0,False,True
4377,60,26,Campo perfil 26,26,17,526,,0,,,,,100,,,,,0,False,True
4378,60,27,Campo perfil 27,27,17,527,,0,,,,,100,,,,,0,False,True
4379,60,28,Campo perfil 28,28,17,528,,0,,,,,100,,,,,0,False,True
4380,60,29,Campo perfil 29,29,17,529,,0,,,,,100,,,,,0,False,True
4381,60,30,Campo perfil 30,30,17,530,,0,,,,,100,,,,,0,False,True
4382,60,31,Campo perfil 31,31,17,531,,0,,,,,100,,,,,0,False,True
4383,60,32,Campo perfil 32,32,17,532,,0,,,,,100,,,,,0,False,True
4384,60,33,Campo perfil 33,33,17,533,,0,,,,,100,,,,,0,False,True
4385,60,34,Campo perfil 34,34,17,534,,0,,,,,100,,,,,0,False,True
4386,60,35,Campo perfil 35,35,17,535,,0,,,,,100,,,,,0,False,True
4387,60,36,Campo perfil 36,36,17,536,,0,,,,,100,,,,,0,False,True
4388,60,37,Campo perfil 37,37,17,537,,0,,,,,100,,,,,0,False,True
4389,60,38,Campo perfil 38,38,17,538,,0,,,,,100,,,,,0,False,True
4390,60,39,Campo perfil 39,39,17,539,,0,,,,,100,,,,,0,False,True
4391,60,40,Campo perfil 40,40,17,540,,0,,,,,100,,,,,0,False,True
4392,60,41,Campo perfil 41,41,17,541,,0,,,,,100,,,,,0,False,True
4393,60,42,Campo perfil 42,42,17,542,,0,,,,,100,,,,,0,False,True
4394,60,43,Campo perfil 43,43,17,543,,0,,,,,100,,,,,0,False,True
4395,60,44,Campo perfil 44,44,17,544,,0,,,,,100,,,,,0,False,True
4396,60,45,Campo perfil 45,45,17,545,,0,,,,,100,,,,,0,False,True
4397,81,codigo,Número,codigo,0,18,,0,,0,0,!bvercamponumerico,100,,C.codigo,,,1,False,True
4398,81,snombrecli,func:GetEtiqNombreCliente,snombrecli,0,18,,1,,0,0,,250,,,,,1,False,True
4399,81,snombreclicomercial,clinombrecomercial,snombreclicomercial,0,18,,1,,0,0,,250,,,,,1,False,True
4400,81,email,Correo Electrónico,email,0,18,,0,,0,0,,250,,C.email,,,1,False,True
4401,81,stelefonocli,Teléfono,stelefonocli,0,18,,0,,0,0,,100,,,,,1,False,True
4402,81,telefono2,Teléfono 2,telefono2,0,18,,0,,0,0,,100,,,,,1,False,True
4403,81,telefono3,Teléfono 3,telefono3,0,18,,0,,0,0,,100,,,,,1,False,True
4404,81,smovilcli,Móvil,smovilcli,0,18,,0,,0,0,,100,,,,,1,False,True
4405,81,sfaxcli,clienfax,sfaxcli,0,18,,1,,0,0,,100,,C.sfaxcli,,,1,False,True
4406,81,sdomiciliocli,Dirección,sdomiciliocli,0,18,,0,,0,0,,100,,C.sdomiciliocli,,,1,False,True
4407,81,spoblacioncli,Población,spoblacioncli,0,18,,0,,0,0,,100,,C.spoblacioncli,,,0,True,False
4408,81,Código Postal,Código Postal,scodpostalcli,0,18,,0,,0,0,,100,,C.scodpostalcli,,,0,False,True
4409,81,sprovinciacli,Provincia,sprovinciacli,0,18,,0,Provincia,0,0,,100,,C.sprovinciacli,,,0,True,False
4410,81,snombrepais,País,snombrepais,0,18,,0,,0,0,,100,,C.snombrepais,,,0,True,False
4411,81,nacionalidad,Nacionalidad,nacionalidad,0,18,,0,,0,0,tipoficherocli:10:bvernacionalidadcli,100,,C.nacionalidad,,,0,False,True
4412,81,fechaalta,Fecha Alta,fechaalta,6,18,,0,,0,0,,100,,,,,0,False,True
4413,81,fechaBaja,Fecha Baja,fechabaja,6,18,,0,,0,0,,100,,C.fechabaja,,,0,False,True
4414,81,tipofichero,Tipo Voluntario,tipofichero,0,18,,0,,0,0,,100,,,,,1,True,False
4415,81,cuentabanco,CCC,cuentabanco,0,19,,0,,0,0,bVerContabilidad[AND]bverContPGC,100,,C.cuentabanco,,,0,False,True
4416,81,susuario,cliUsuario,susuario,0,18,,1,,0,0,,200,,case when c.codsubusu = 0 then '/**ususupervisor**/' else s.nombre end as susuario,,,0,True,False
4417,81,pagweb,Página web,pagweb,0,21,,0,,0,0,,100,,C.pagweb,,,0,False,True
4418,81,snifcli,NIF,snifcli,0,22,,0,,0,0,,100,,,,,1,False,True
4419,81,campo1,etiotrodatoscampo1|10,campo1,0,23,,4,,0,0,tipoficherocli:10:bverotrosdatoscampo1,100,,C.campo1,,,0,False,True
4420,81,campo2,etiotrodatoscampo2|10,campo2,0,24,,4,,0,0,tipoficherocli:10:bverotrosdatoscampo2,100,,C.campo2,,,0,False,True
4421,81,campo3,etiotrodatoscampo3|10,campo3,0,25,,4,,0,0,tipoficherocli:10:bverotrosdatoscampo3,100,,C.campo3,,,0,False,True
4440,82,codigo,Número,codigo,0,18,,0,,0,0,!bvercamponumerico,100,,c.codigo,,,1,False,True
4441,82,snombrecli,func:GetEtiqNombreCliente,snombrecli,0,18,,1,,0,0,,250,,,,,1,True,True
4442,82,Centro,CentrosSingular,nombrecentro,0,18,,1,,0,0,bvercentros,100,,CP.sdescripcion as nombrecentro,,,1,False,True
4443,82,email,Correo Electrónico,email,0,18,,0,,0,0,,100,,c.email,,,1,True,True
4444,82,stelefonocli,Teléfono,stelefonocli,0,18,,0,,0,0,,100,,,,,1,True,True
4445,82,telefono2,Teléfono 2,telefono2,0,18,,0,,0,0,,100,,,,,1,False,True
4446,82,telefono3,Teléfono 3,telefono3,0,18,,0,,0,0,,100,,,,,1,False,True
4447,82,smovilcli,Móvil,smovilcli,0,18,,0,,0,0,,100,,,,,1,True,True
4448,82,sfaxcli,clienfax,sfaxcli,0,18,,1,,0,0,,100,,c.sfaxcli,,,1,False,True
4449,82,sdomiciliocli,Dirección,sdomiciliocli,0,18,,0,,0,0,,100,,c.sdomiciliocli,,,1,False,True
4450,82,spoblacioncli,Población,spoblacioncli,0,18,,0,,0,0,,100,,c.spoblacioncli,,,0,True,True
4451,82,sprovinciacli,Provincia,sprovinciacli,0,18,,0,Provincia,0,0,,100,,c.sprovinciacli,,,0,True,True
4452,82,Código Postal,Código Postal,scodpostalcli,0,18,,0,,0,0,,100,,C.scodpostalcli,,,0,False,True
4453,82,snombrepais,País,snombrepais,0,18,,0,,0,0,tipoficherocli:11:bVerPaisCliente,100,,c.snombrepais,,,0,True,True
4454,82,estadocli,Estado,estadocli,0,18,,0,,0,0,tipoficherocli:11:bverestadocli,100,,C.estadocli,,,1,True,True
4455,82,fechaalta,Fecha Alta,fechaalta,0,18,,0,,0,0,,100,,,,,0,True,True
4456,82,fechaBaja,Fecha Baja,fechabaja,0,18,,0,,0,0,,100,,c.fechabaja,,,0,False,True
4457,82,tipofichero,Tipo Financiador,tipofichero,0,18,,0,,0,0,tipoficherocli:11:bvertipoficherocli,100,,,,,1,True,True
4458,82,cuentabanco,Cuenta Banco,cuentabanco,0,19,,0,,0,0,bVerContabilidad[AND]bverContPGC,100,,c.cuentabanco,,,0,False,True
4459,82,susuario,cliUsuario,susuario,0,20,,1,,0,0,tipoficherocli:11:busucli,100,,case when c.codsubusu = 0 then '/**ususupervisor**/' else s.nombre end as susuario,,,0,False,True
4460,82,dormidohistorial,Dormido Historial,dormidohistorial,4,21,0:No|1:Sí,0,,0,0,,100,,CRES.dormidohistorial,,,0,False,True
4461,82,dormidoeconomico,Dormido Económico,dormidoeconomico,4,22,0:No|1:Sí,0,,0,0,!bOcultarIndicadoresEconom,120,,CRES.dormidoeconomico,,,0,False,True
4462,82,totalcobrado,Tot. Cobrado,totalcobrado,8,23,,0,,0,0,bVerFacturacion[AND]tipoficherocli:11:bcuencli[AND]!bOcultarIndicadoresEconom,100,,"(ISNULL(CRES.totalcobrado , 0) + ISNULL(CRES.totalcobradoexp, 0))  as totalcobradocli",,,1,False,True
4463,82,saldopendiente,Imp. Cobros Pdtes.,saldopendiente,8,24,,0,,0,0,!bOcultarIndicadoresEconom,100,,CRES.saldopendiente,,,1,False,True
4464,82,saldovencidonocobrado,Imp. Cobros Vencidos Pdtes.,saldovencidonocobrado,8,25,,0,,0,0,!bOcultarIndicadoresEconom,150,,,,,1,False,True
4465,82,fechaproximocobro,Fecha Próximo Cobro,fechaproximocobro,6,26,,0,,0,0,!bOcultarIndicadoresEconom,120,,CRES.fechaproximocobro,,,0,False,True
4466,82,totalfacturacion,Facturación,totalfacturacion,8,27,,0,,0,0,!bOcultarIndicadoresEconom,100,,"(ISNULL(CRES.totalfacturacion , 0) + ISNULL(CRES.totalFacturacionExp, 0))  as totalfacturacion",,,0,False,True
4467,82,numactuaciones,Núm. Actuaciones,numactuaciones,0,28,,0,,0,0,,100,,CRES.numactuaciones,,,0,False,True
