id,dato,llave,valor,tabla
1,,estado,Abierta,oporcli
2,,estado,Cerrada,oporcli
3,,estado,Pospuesta,oporcli
4,,estado,Perdida,oporcli
5,,tipo,DESCUENTO,cuentas
6,,tipo,GASTO,cuentas
7,,tipo,HONORARIO,cuentas
8,,tipo,SUPLIDO,cuentas
16083,40,3497,1|9|200,SystemDefaultColumnasConfig
16084,40,3576,1|10|200,SystemDefaultColumnasConfig
16085,40,3577,1|11|200,SystemDefaultColumnasConfig
16086,40,3578,0|19|100,SystemDefaultColumnasConfig
16087,40,3579,0|18|200,SystemDefaultColumnasConfig
16088,40,3580,0|17|200,SystemDefaultColumnasConfig
16089,40,3581,0|16|200,SystemDefaultColumnasConfig
16090,40,3582,0|15|200,SystemDefaultColumnasConfig
16091,40,3583,0|0|100,SystemDefaultColumnasConfig
16092,40,3584,0|0|100,SystemDefaultColumnasConfig
16093,40,3585,0|0|100,SystemDefaultColumnasConfig
16094,40,3586,0|14|200,SystemDefaultColumnasConfig
16095,40,3587,0|12|200,SystemDefaultColumnasConfig
16096,40,3590,0|13|70,SystemDefaultColumnasConfig
16097,40,258,2,ConsultaGeneral
16098,40,2213,0|0,FiltroConfig
16099,40,2214,0|1,FiltroConfig
16100,40,2231,0|2,FiltroConfig
16101,40,2221,0|4,FiltroConfig
16102,40,2222,0|5,FiltroConfig
16103,40,2223,0|6,FiltroConfig
16104,40,2224,0|7,FiltroConfig
16105,40,2225,0|8,FiltroConfig
16106,40,2226,0|9,FiltroConfig
16107,40,2227,0|10,FiltroConfig
16108,40,2228,0|11,FiltroConfig
16109,40,2229,0|12,FiltroConfig
16110,40,2230,0|13,FiltroConfig
16111,40,3485,1|0|100,SystemDefaultColumnasConfig
16112,40,3498,1|1|200,SystemDefaultColumnasConfig
16113,40,3499,1|2|100,SystemDefaultColumnasConfig
16114,40,3500,1|3|100,SystemDefaultColumnasConfig
16115,40,3501,1|4|100,SystemDefaultColumnasConfig
16116,40,3486,1|5|100,SystemDefaultColumnasConfig
16117,40,3502,1|6|200,SystemDefaultColumnasConfig
16118,40,3504,1|8|70,SystemDefaultColumnasConfig
16119,40,3591,1|9|200,SystemDefaultColumnasConfig
16120,40,3592,1|10|200,SystemDefaultColumnasConfig
16121,40,3593,0|18|100,SystemDefaultColumnasConfig
16122,40,3594,0|17|200,SystemDefaultColumnasConfig
16123,40,3595,0|16|200,SystemDefaultColumnasConfig
16124,40,3596,0|15|200,SystemDefaultColumnasConfig
16125,40,3597,0|14|200,SystemDefaultColumnasConfig
16126,40,3598,0|0|100,SystemDefaultColumnasConfig
16127,40,3599,0|0|100,SystemDefaultColumnasConfig
16128,40,3600,0|0|100,SystemDefaultColumnasConfig
16129,40,3601,0|13|200,SystemDefaultColumnasConfig
16130,40,3602,0|11|200,SystemDefaultColumnasConfig
16131,40,3603,0|12|70,SystemDefaultColumnasConfig
16132,40,3702,1|0|100,SystemDefaultColumnasConfig
17281,fechaSincro,PCMN067,27/09/2022,ApiOneDrive
17286,63|0,TabOrder,1,config
17287,63|0,OpcionTipoVista,1,config
17290,61|0,TabOrder,1,config
17291,61|0,OpcionTipoVista,1,config
17292,0,2213,0|0,FiltroConfigPersonal
17293,0,2213,0|0,FiltroConfigPersonal
17294,0,2214,0|1,FiltroConfigPersonal
17295,0,2214,0|1,FiltroConfigPersonal
17296,0,2221,0|4,FiltroConfigPersonal
17297,0,2221,0|4,FiltroConfigPersonal
17298,0,2222,0|5,FiltroConfigPersonal
17299,0,2222,0|5,FiltroConfigPersonal
17300,0,2223,0|6,FiltroConfigPersonal
17301,0,2223,0|6,FiltroConfigPersonal
17302,0,2224,0|7,FiltroConfigPersonal
17303,0,2224,0|7,FiltroConfigPersonal
17304,0,2225,0|8,FiltroConfigPersonal
17305,0,2225,0|8,FiltroConfigPersonal
17306,0,2225,0|8,FiltroConfigPersonal
17307,0,2225,0|8,FiltroConfigPersonal
17308,0,2226,0|9,FiltroConfigPersonal
17309,0,2226,0|9,FiltroConfigPersonal
17310,0,2226,0|9,FiltroConfigPersonal
17311,0,2226,0|9,FiltroConfigPersonal
17312,0,2227,0|10,FiltroConfigPersonal
17313,0,2227,0|10,FiltroConfigPersonal
17314,0,2227,0|10,FiltroConfigPersonal
17315,0,2227,0|10,FiltroConfigPersonal
17316,0,2228,0|11,FiltroConfigPersonal
17317,0,2228,0|11,FiltroConfigPersonal
17318,0,2229,0|12,FiltroConfigPersonal
17319,0,2228,0|11,FiltroConfigPersonal
17320,0,2229,0|12,FiltroConfigPersonal
17321,0,2229,0|12,FiltroConfigPersonal
17322,0,2230,0|13,FiltroConfigPersonal
17323,0,2229,0|12,FiltroConfigPersonal
17324,0,2230,0|13,FiltroConfigPersonal
17325,0,2230,0|13,FiltroConfigPersonal
17326,0,2231,0|2,FiltroConfigPersonal
17327,0,2230,0|13,FiltroConfigPersonal
17328,0,2231,0|2,FiltroConfigPersonal
17329,0,2231,0|2,FiltroConfigPersonal
17330,0,2231,0|2,FiltroConfigPersonal
17331,0,257,2,ConsultaPersonal
17332,0,258,3,ConsultaPersonal
17333,fechaSincro,ALLINONEMN064,30/09/2022,ApiOneDrive
17633,,41,24/10/2022 16:20:34,UltimaActualizacionIndicadores
17681,43,3988,1|0|100,SystemDefaultColumnasConfig
17682,43,3989,1|1|250,SystemDefaultColumnasConfig
17683,43,3990,1|2|100,SystemDefaultColumnasConfig
17684,43,3991,1|3|100,SystemDefaultColumnasConfig
17685,43,3992,1|4|100,SystemDefaultColumnasConfig
17686,43,3993,1|5|100,SystemDefaultColumnasConfig
17687,43,3994,1|6|100,SystemDefaultColumnasConfig
17688,43,3995,1|7|933,SystemDefaultColumnasConfig
17689,43,3996,1|8|100,SystemDefaultColumnasConfig
17690,43,3997,0|13|100,SystemDefaultColumnasConfig
17691,43,3998,0|14|100,SystemDefaultColumnasConfig
17692,43,3999,0|15|100,SystemDefaultColumnasConfig
17693,43,4000,0|16|100,SystemDefaultColumnasConfig
17694,43,4001,0|17|100,SystemDefaultColumnasConfig
17695,43,4002,0|18|100,SystemDefaultColumnasConfig
17696,43,4003,0|19|100,SystemDefaultColumnasConfig
17697,43,4004,0|20|100,SystemDefaultColumnasConfig
17698,43,4005,0|21|100,SystemDefaultColumnasConfig
17699,43,4006,0|22|100,SystemDefaultColumnasConfig
17700,43,4007,0|23|100,SystemDefaultColumnasConfig
17701,43,4008,0|24|100,SystemDefaultColumnasConfig
17702,43,4009,0|25|150,SystemDefaultColumnasConfig
17703,43,4010,1|9|100,SystemDefaultColumnasConfig
17704,43,4011,1|10|100,SystemDefaultColumnasConfig
17705,43,4012,1|11|100,SystemDefaultColumnasConfig
17706,43,4013,1|12|150,SystemDefaultColumnasConfig
17707,43,4014,0|26|100,SystemDefaultColumnasConfig
17708,43,4015,0|27|110,SystemDefaultColumnasConfig
17709,43,4016,0|28|120,SystemDefaultColumnasConfig
17710,43,4017,0|29|120,SystemDefaultColumnasConfig
17711,43,2568,0|38,FiltroConfig
17712,43,2577,0|39,FiltroConfig
17713,43,2578,0|40,FiltroConfig
17714,43,2569,1|0,FiltroConfig
17715,43,2570,1|1,FiltroConfig
17716,43,2572,1|3,FiltroConfig
17717,43,2575,1|2,FiltroConfig
17718,43,2576,1|7,FiltroConfig
17719,43,2580,0|51,FiltroConfig
17720,43,2581,0|74,FiltroConfig
17721,43,2582,0|71,FiltroConfig
17722,43,2583,0|72,FiltroConfig
17723,43,2584,0|77,FiltroConfig
17724,43,2585,0|78,FiltroConfig
17725,43,2586,0|70,FiltroConfig
17726,43,2587,0|75,FiltroConfig
17727,43,2588,0|73,FiltroConfig
17728,43,2589,0|76,FiltroConfig
17729,43,2590,0|52,FiltroConfig
17730,43,2591,0|57,FiltroConfig
17731,43,2592,0|58,FiltroConfig
17732,43,2593,0|51,FiltroConfig
17733,43,2594,0|52,FiltroConfig
17734,43,2595,0|53,FiltroConfig
17735,43,2596,0|59,FiltroConfig
17736,43,2597,0|60,FiltroConfig
17737,43,2598,0|61,FiltroConfig
17738,43,2599,0|62,FiltroConfig
17739,43,2600,0|63,FiltroConfig
17740,43,2601,0|64,FiltroConfig
17741,43,2602,0|65,FiltroConfig
17742,43,2603,0|66,FiltroConfig
17743,43,2604,0|67,FiltroConfig
17744,43,2605,0|68,FiltroConfig
17745,43,2606,0|64,FiltroConfig
17746,43,2607,0|65,FiltroConfig
17747,43,2608,0|66,FiltroConfig
17748,43,2609,0|67,FiltroConfig
17749,43,2610,0|68,FiltroConfig
17750,43,2611,0|69,FiltroConfig
17751,43,2612,0|70,FiltroConfig
17752,43,2613,0|71,FiltroConfig
17753,43,2614,0|72,FiltroConfig
17754,43,2615,0|73,FiltroConfig
17755,43,2616,0|53,FiltroConfig
17756,43,2617,0|54,FiltroConfig
17757,43,2618,0|55,FiltroConfig
17758,43,2619,0|56,FiltroConfig
17759,43,2620,0|78,FiltroConfig
17760,43,2621,0|79,FiltroConfig
17761,43,2622,0|80,FiltroConfig
17762,43,2623,0|81,FiltroConfig
17763,43,2624,0|41,FiltroConfig
17764,43,2625,0|42,FiltroConfig
17765,43,2626,0|43,FiltroConfig
17766,43,2627,0|44,FiltroConfig
17767,43,2628,0|45,FiltroConfig
17768,43,2629,0|46,FiltroConfig
17769,43,2630,0|47,FiltroConfig
17770,43,2631,0|48,FiltroConfig
17771,43,2632,0|49,FiltroConfig
17772,43,2633,0|50,FiltroConfig
17773,43,2634,0|92,FiltroConfig
17774,43,2635,0|93,FiltroConfig
17775,43,2636,0|94,FiltroConfig
17776,43,2637,0|95,FiltroConfig
17777,43,2638,0|96,FiltroConfig
17778,43,2639,0|97,FiltroConfig
17779,43,2640,0|98,FiltroConfig
17780,43,2641,0|99,FiltroConfig
17781,43,2642,0|100,FiltroConfig
17782,43,2643,0|101,FiltroConfig
17783,43,2579,0|69,FiltroConfig
17784,43,2571,1|4,FiltroConfig
17785,43,2573,1|5,FiltroConfig
17786,43,2574,1|6,FiltroConfig
17792,fechaSincro,ALLINONEMN179,26/10/2022,ApiOneDrive
17794,,38,26/10/2022 11:33:39,UltimaActualizacionIndicadores
17795,0,2568,0|38,FiltroConfigPersonal
17796,0,2569,1|0,FiltroConfigPersonal
17797,0,2570,1|1,FiltroConfigPersonal
17798,0,2571,1|4,FiltroConfigPersonal
17799,0,2572,1|3,FiltroConfigPersonal
17800,0,2573,1|5,FiltroConfigPersonal
17801,0,2574,1|6,FiltroConfigPersonal
17802,0,2575,1|2,FiltroConfigPersonal
17803,0,2576,1|7,FiltroConfigPersonal
17804,0,2577,0|39,FiltroConfigPersonal
17805,0,2578,0|40,FiltroConfigPersonal
17806,0,2579,0|69,FiltroConfigPersonal
17807,0,2580,0|51,FiltroConfigPersonal
17808,0,2581,0|74,FiltroConfigPersonal
17809,0,2582,0|71,FiltroConfigPersonal
17810,0,2583,0|72,FiltroConfigPersonal
17811,0,2584,0|77,FiltroConfigPersonal
17812,0,2585,0|78,FiltroConfigPersonal
17813,0,2586,0|70,FiltroConfigPersonal
17814,0,2587,0|75,FiltroConfigPersonal
17815,0,2588,0|73,FiltroConfigPersonal
17816,0,2589,0|76,FiltroConfigPersonal
17817,0,2590,0|52,FiltroConfigPersonal
17818,0,2591,0|57,FiltroConfigPersonal
17819,0,2592,0|58,FiltroConfigPersonal
17820,0,2593,0|51,FiltroConfigPersonal
17821,0,2594,0|52,FiltroConfigPersonal
17822,0,2595,0|53,FiltroConfigPersonal
17823,0,2596,0|59,FiltroConfigPersonal
17824,0,2597,0|60,FiltroConfigPersonal
17825,0,2598,0|61,FiltroConfigPersonal
17826,0,2599,0|62,FiltroConfigPersonal
17827,0,2600,0|63,FiltroConfigPersonal
17828,0,2601,0|64,FiltroConfigPersonal
17829,0,2602,0|65,FiltroConfigPersonal
17830,0,2603,0|66,FiltroConfigPersonal
17831,0,2604,0|67,FiltroConfigPersonal
17832,0,2605,0|68,FiltroConfigPersonal
17833,0,2606,0|64,FiltroConfigPersonal
17834,0,2607,0|65,FiltroConfigPersonal
17835,0,2608,0|66,FiltroConfigPersonal
17836,0,2609,0|67,FiltroConfigPersonal
17837,0,2610,0|68,FiltroConfigPersonal
17838,0,2611,0|69,FiltroConfigPersonal
17839,0,2612,0|70,FiltroConfigPersonal
17840,0,2613,0|71,FiltroConfigPersonal
17841,0,2614,0|72,FiltroConfigPersonal
17842,0,2615,0|73,FiltroConfigPersonal
17843,0,2616,0|53,FiltroConfigPersonal
17844,0,2617,0|54,FiltroConfigPersonal
17845,0,2618,0|55,FiltroConfigPersonal
17846,0,2619,0|56,FiltroConfigPersonal
17847,0,2620,0|78,FiltroConfigPersonal
17848,0,2621,0|79,FiltroConfigPersonal
17849,0,2622,0|80,FiltroConfigPersonal
17850,0,2623,0|81,FiltroConfigPersonal
17851,0,2624,0|41,FiltroConfigPersonal
17852,0,2625,0|42,FiltroConfigPersonal
17853,0,2626,0|43,FiltroConfigPersonal
17854,0,2627,0|44,FiltroConfigPersonal
17855,0,2628,0|45,FiltroConfigPersonal
17856,0,2629,0|46,FiltroConfigPersonal
17857,0,2630,0|47,FiltroConfigPersonal
17858,0,2631,0|48,FiltroConfigPersonal
17859,0,2632,0|49,FiltroConfigPersonal
17860,0,2633,0|50,FiltroConfigPersonal
17861,0,2634,0|92,FiltroConfigPersonal
17862,0,2635,0|93,FiltroConfigPersonal
17863,0,2636,0|94,FiltroConfigPersonal
17864,0,2637,0|95,FiltroConfigPersonal
17865,0,2638,0|96,FiltroConfigPersonal
17866,0,2639,0|97,FiltroConfigPersonal
17867,0,2640,0|98,FiltroConfigPersonal
17868,0,2641,0|99,FiltroConfigPersonal
17869,0,2642,0|100,FiltroConfigPersonal
17870,0,2643,0|101,FiltroConfigPersonal
17871,55|0,TabOrder,1,config
17872,55|0,OpcionTipoVista,1,config
18424,,1,01/04/2022 14:22:20,UltimaActualizacionSuges
18432,fechaSincro,ALLINONEMN108,25/11/2022,ApiOneDrive
18466,1,3079,0|56|40,SystemDefaultColumnasConfig
18467,1,3513,0|27|0,SystemDefaultColumnasConfig
18468,1,3574,0|28|0,SystemDefaultColumnasConfig
18469,1,2,1|1|75,SystemDefaultColumnasConfig
18470,1,3,0|49|83,SystemDefaultColumnasConfig
18471,1,4,1|2|176,SystemDefaultColumnasConfig
18472,1,5,1|3|120,SystemDefaultColumnasConfig
18473,1,6,1|4|40,SystemDefaultColumnasConfig
18474,1,7,1|5|79,SystemDefaultColumnasConfig
18475,1,9,1|7|65,SystemDefaultColumnasConfig
18476,1,10,1|8|62,SystemDefaultColumnasConfig
18477,1,11,0|75|70,SystemDefaultColumnasConfig
18478,1,12,1|9|62,SystemDefaultColumnasConfig
18479,1,13,0|65|100,SystemDefaultColumnasConfig
18480,1,14,1|0|80,SystemDefaultColumnasConfig
18481,1,15,0|83|1013,SystemDefaultColumnasConfig
18482,1,16,1|13|86,SystemDefaultColumnasConfig
18483,1,17,0|14|161,SystemDefaultColumnasConfig
18484,1,18,0|82|104,SystemDefaultColumnasConfig
18485,1,19,0|12|65,SystemDefaultColumnasConfig
18486,1,20,0|84|42,SystemDefaultColumnasConfig
18487,1,21,0|52|40,SystemDefaultColumnasConfig
18488,1,22,0|53|60,SystemDefaultColumnasConfig
18489,1,23,0|27|100,SystemDefaultColumnasConfig
18490,1,46,0|16|100,SystemDefaultColumnasConfig
18491,1,47,0|72|100,SystemDefaultColumnasConfig
18492,1,48,0|77|100,SystemDefaultColumnasConfig
18493,1,49,0|78|100,SystemDefaultColumnasConfig
18494,1,50,0|82|74,SystemDefaultColumnasConfig
18495,1,51,0|26|100,SystemDefaultColumnasConfig
18496,1,60,0|59|100,SystemDefaultColumnasConfig
18497,1,61,0|66|100,SystemDefaultColumnasConfig
18498,1,468,0|80|100,SystemDefaultColumnasConfig
18499,1,469,0|76|100,SystemDefaultColumnasConfig
18500,1,477,0|34|120,SystemDefaultColumnasConfig
18501,1,605,0|25|40,SystemDefaultColumnasConfig
18502,1,606,1|10|200,SystemDefaultColumnasConfig
18503,1,699,0|17|100,SystemDefaultColumnasConfig
18504,1,809,1|11|70,SystemDefaultColumnasConfig
18505,1,810,0|0|100,SystemDefaultColumnasConfig
18506,1,821,0|0|100,SystemDefaultColumnasConfig
18507,1,861,0|0|100,SystemDefaultColumnasConfig
18508,1,862,0|81|100,SystemDefaultColumnasConfig
18509,1,863,0|68|100,SystemDefaultColumnasConfig
18510,1,919,0|19|100,SystemDefaultColumnasConfig
18511,1,920,0|54|100,SystemDefaultColumnasConfig
18512,1,1014,0|0|100,SystemDefaultColumnasConfig
18513,1,1015,0|0|100,SystemDefaultColumnasConfig
18514,1,1016,0|0|100,SystemDefaultColumnasConfig
18515,1,1017,0|0|100,SystemDefaultColumnasConfig
18516,1,86,1|12|80,SystemDefaultColumnasConfig
18517,1,1018,0|0|100,SystemDefaultColumnasConfig
18518,1,1019,0|55|100,SystemDefaultColumnasConfig
18519,1,1020,0|15|100,SystemDefaultColumnasConfig
18520,1,1021,0|16|100,SystemDefaultColumnasConfig
18521,1,1022,0|79|100,SystemDefaultColumnasConfig
18522,1,1023,0|61|100,SystemDefaultColumnasConfig
18523,1,1024,0|60|100,SystemDefaultColumnasConfig
18524,1,1025,0|20|100,SystemDefaultColumnasConfig
18525,1,1026,0|21|100,SystemDefaultColumnasConfig
18526,1,1027,0|22|100,SystemDefaultColumnasConfig
18527,1,1071,0|0|100,SystemDefaultColumnasConfig
18528,1,1072,0|0|100,SystemDefaultColumnasConfig
18529,1,1073,0|0|100,SystemDefaultColumnasConfig
18530,1,1074,0|0|100,SystemDefaultColumnasConfig
18531,1,1075,0|0|100,SystemDefaultColumnasConfig
18532,1,1076,0|0|100,SystemDefaultColumnasConfig
18533,1,1077,0|0|100,SystemDefaultColumnasConfig
18534,1,1078,0|0|100,SystemDefaultColumnasConfig
18535,1,1079,0|0|100,SystemDefaultColumnasConfig
18536,1,1080,0|0|100,SystemDefaultColumnasConfig
18537,1,1081,0|0|100,SystemDefaultColumnasConfig
18538,1,1082,0|0|100,SystemDefaultColumnasConfig
18539,1,1083,0|0|100,SystemDefaultColumnasConfig
18540,1,1084,0|0|100,SystemDefaultColumnasConfig
18541,1,1085,0|0|100,SystemDefaultColumnasConfig
18542,1,1111,0|0|100,SystemDefaultColumnasConfig
18543,1,1112,0|0|100,SystemDefaultColumnasConfig
18544,1,1113,0|0|100,SystemDefaultColumnasConfig
18545,1,1114,0|0|100,SystemDefaultColumnasConfig
18546,1,1115,0|0|100,SystemDefaultColumnasConfig
18547,1,1116,0|0|100,SystemDefaultColumnasConfig
18548,1,1117,0|0|100,SystemDefaultColumnasConfig
18549,1,1118,0|0|100,SystemDefaultColumnasConfig
18550,1,1119,0|0|100,SystemDefaultColumnasConfig
18551,1,1120,0|0|100,SystemDefaultColumnasConfig
18552,1,1121,0|0|100,SystemDefaultColumnasConfig
18553,1,1122,0|0|100,SystemDefaultColumnasConfig
18554,1,1123,0|33|100,SystemDefaultColumnasConfig
18555,1,1124,0|69|100,SystemDefaultColumnasConfig
18556,1,1147,0|50|100,SystemDefaultColumnasConfig
18557,1,1148,0|51|100,SystemDefaultColumnasConfig
18558,1,1149,0|67|100,SystemDefaultColumnasConfig
18559,1,1166,0|80|100,SystemDefaultColumnasConfig
18560,1,2458,0|18|100,SystemDefaultColumnasConfig
18561,1,2459,0|59|60,SystemDefaultColumnasConfig
18562,1,1227,0|30|100,SystemDefaultColumnasConfig
18563,1,2469,0|32|100,SystemDefaultColumnasConfig
18564,1,1247,0|38|100,SystemDefaultColumnasConfig
18565,1,1458,0|63|100,SystemDefaultColumnasConfig
18566,1,1459,0|29|100,SystemDefaultColumnasConfig
18567,1,1460,0|64|100,SystemDefaultColumnasConfig
18568,1,1461,0|23|100,SystemDefaultColumnasConfig
18569,1,1462,0|31|100,SystemDefaultColumnasConfig
18570,1,1592,0|78|250,SystemDefaultColumnasConfig
18571,1,2462,0|0|100,SystemDefaultColumnasConfig
18572,1,2964,0|0|100,SystemDefaultColumnasConfig
18573,1,2969,0|0|100,SystemDefaultColumnasConfig
18574,1,2983,0|0|100,SystemDefaultColumnasConfig
18575,1,2970,0|0|100,SystemDefaultColumnasConfig
18576,1,2966,0|17|100,SystemDefaultColumnasConfig
18577,1,3011,0|0|100,SystemDefaultColumnasConfig
18578,1,3012,0|0|100,SystemDefaultColumnasConfig
18579,1,3013,0|0|100,SystemDefaultColumnasConfig
18580,1,3014,0|0|100,SystemDefaultColumnasConfig
18581,1,3015,0|0|100,SystemDefaultColumnasConfig
18582,1,3016,0|0|100,SystemDefaultColumnasConfig
18583,1,3017,0|0|100,SystemDefaultColumnasConfig
18584,1,3018,0|0|100,SystemDefaultColumnasConfig
18585,1,3019,0|0|100,SystemDefaultColumnasConfig
18586,1,3020,0|0|100,SystemDefaultColumnasConfig
18587,1,3047,0|28|100,SystemDefaultColumnasConfig
18588,1,239,1|6|65,SystemDefaultColumnasConfig
18589,1,240,0|62|100,SystemDefaultColumnasConfig
18590,1,293,0|0|100,SystemDefaultColumnasConfig
18591,1,294,0|0|100,SystemDefaultColumnasConfig
18592,1,295,0|0|100,SystemDefaultColumnasConfig
18593,1,296,0|0|100,SystemDefaultColumnasConfig
18594,1,297,0|0|100,SystemDefaultColumnasConfig
18595,1,298,0|0|100,SystemDefaultColumnasConfig
18596,1,299,0|0|100,SystemDefaultColumnasConfig
18597,1,300,0|24|150,SystemDefaultColumnasConfig
18598,1,301,0|0|100,SystemDefaultColumnasConfig
18599,1,302,0|0|100,SystemDefaultColumnasConfig
18600,1,303,0|0|100,SystemDefaultColumnasConfig
18601,1,304,0|0|100,SystemDefaultColumnasConfig
18602,1,305,0|0|100,SystemDefaultColumnasConfig
18603,1,306,0|0|100,SystemDefaultColumnasConfig
18604,1,307,0|0|100,SystemDefaultColumnasConfig
18605,1,308,0|0|100,SystemDefaultColumnasConfig
18606,1,309,0|0|100,SystemDefaultColumnasConfig
18607,1,310,0|0|100,SystemDefaultColumnasConfig
18608,1,311,0|0|100,SystemDefaultColumnasConfig
18609,1,312,0|0|100,SystemDefaultColumnasConfig
18610,1,313,0|0|100,SystemDefaultColumnasConfig
18611,1,398,0|72|77,SystemDefaultColumnasConfig
18612,1,399,0|73|76,SystemDefaultColumnasConfig
18613,1,400,0|74|77,SystemDefaultColumnasConfig
18614,1,401,0|58|100,SystemDefaultColumnasConfig
18615,1,402,0|26|163,SystemDefaultColumnasConfig
18616,1,2436,0|0|100,SystemDefaultColumnasConfig
18617,1,2437,0|0|100,SystemDefaultColumnasConfig
18618,1,2438,0|0|100,SystemDefaultColumnasConfig
18619,1,2439,0|0|100,SystemDefaultColumnasConfig
18620,1,2440,0|0|100,SystemDefaultColumnasConfig
18621,1,2441,0|0|100,SystemDefaultColumnasConfig
18622,1,2442,0|0|100,SystemDefaultColumnasConfig
18623,1,2443,0|0|100,SystemDefaultColumnasConfig
18624,1,2444,0|0|100,SystemDefaultColumnasConfig
18625,1,2445,0|0|100,SystemDefaultColumnasConfig
18626,1,2833,0|71|100,SystemDefaultColumnasConfig
18627,1,2834,0|55|100,SystemDefaultColumnasConfig
18628,1,2835,0|70|100,SystemDefaultColumnasConfig
18629,1,2836,0|34|100,SystemDefaultColumnasConfig
18630,1,2837,0|35|100,SystemDefaultColumnasConfig
18631,1,2838,0|0|100,SystemDefaultColumnasConfig
18632,1,2839,0|0|100,SystemDefaultColumnasConfig
18633,1,2840,0|0|100,SystemDefaultColumnasConfig
18634,1,2841,0|36|100,SystemDefaultColumnasConfig
18635,1,2842,0|37|100,SystemDefaultColumnasConfig
18636,1,2843,0|38|100,SystemDefaultColumnasConfig
18637,1,2844,0|14|100,SystemDefaultColumnasConfig
18638,1,2845,0|15|100,SystemDefaultColumnasConfig
18639,1,2846,0|57|100,SystemDefaultColumnasConfig
18640,1,2847,0|39|100,SystemDefaultColumnasConfig
18641,1,2848,0|40|100,SystemDefaultColumnasConfig
18642,1,2849,0|41|100,SystemDefaultColumnasConfig
18643,1,2850,0|42|100,SystemDefaultColumnasConfig
18644,1,2851,0|0|100,SystemDefaultColumnasConfig
18645,1,2852,0|0|100,SystemDefaultColumnasConfig
18646,1,2853,0|60|100,SystemDefaultColumnasConfig
18647,1,2854,0|43|100,SystemDefaultColumnasConfig
18648,1,2855,0|70|100,SystemDefaultColumnasConfig
18649,1,2856,0|0|100,SystemDefaultColumnasConfig
18650,1,2857,0|0|100,SystemDefaultColumnasConfig
18651,1,2858,0|44|100,SystemDefaultColumnasConfig
18652,1,2859,0|45|100,SystemDefaultColumnasConfig
18653,1,2860,0|46|100,SystemDefaultColumnasConfig
18654,1,2861,0|47|100,SystemDefaultColumnasConfig
18655,1,2862,0|48|100,SystemDefaultColumnasConfig
18656,1,3914,0|0|100,SystemDefaultColumnasConfig
18657,1,3915,0|0|100,SystemDefaultColumnasConfig
18658,1,3916,0|0|100,SystemDefaultColumnasConfig
18659,1,3917,0|0|100,SystemDefaultColumnasConfig
18660,1,3918,0|0|100,SystemDefaultColumnasConfig
18661,1,3919,0|0|100,SystemDefaultColumnasConfig
18662,1,3920,0|0|100,SystemDefaultColumnasConfig
18663,1,3921,0|0|100,SystemDefaultColumnasConfig
18664,1,3922,0|0|100,SystemDefaultColumnasConfig
18665,1,3923,0|0|100,SystemDefaultColumnasConfig
18666,1,3924,0|0|100,SystemDefaultColumnasConfig
18667,1,3925,0|0|100,SystemDefaultColumnasConfig
18668,1,3926,0|0|100,SystemDefaultColumnasConfig
18669,1,3927,0|0|100,SystemDefaultColumnasConfig
18670,1,3928,0|0|100,SystemDefaultColumnasConfig
18671,1,3976,0|15|496,SystemDefaultColumnasConfig
18672,1,3983,0|68|100,SystemDefaultColumnasConfig
18673,1,552,0|16,FiltroConfig
18674,1,553,0|34,FiltroConfig
18675,1,592,0|2,FiltroConfig
18676,1,593,0|3,FiltroConfig
18677,1,594,0|4,FiltroConfig
18678,1,595,0|5,FiltroConfig
18679,1,596,0|6,FiltroConfig
18680,1,597,0|38,FiltroConfig
18681,1,598,0|148,FiltroConfig
18682,1,599,0|41,FiltroConfig
18683,1,600,0|59,FiltroConfig
18684,1,601,0|22,FiltroConfig
18685,1,612,0|49,FiltroConfig
18686,1,614,0|32,FiltroConfig
18687,1,615,0|50,FiltroConfig
18688,1,641,0|60,FiltroConfig
18689,1,664,0|25,FiltroConfig
18690,1,789,0|17,FiltroConfig
18691,1,790,0|18,FiltroConfig
18692,1,1753,0|37,FiltroConfig
18693,1,1754,0|35,FiltroConfig
18694,1,1755,0|19,FiltroConfig
18695,1,1756,0|22,FiltroConfig
18696,1,1757,0|23,FiltroConfig
18697,1,1758,0|24,FiltroConfig
18698,1,1759,0|25,FiltroConfig
18699,1,1760,0|26,FiltroConfig
18700,1,1761,0|27,FiltroConfig
18701,1,1762,0|28,FiltroConfig
18702,1,1763,0|21,FiltroConfig
18703,1,1764,0|26,FiltroConfig
18704,1,1765,0|58,FiltroConfig
18705,1,1766,0|51,FiltroConfig
18706,1,1767,0|33,FiltroConfig
18707,1,1768,0|34,FiltroConfig
18708,1,1769,0|35,FiltroConfig
18709,1,1770,0|36,FiltroConfig
18710,1,1771,0|37,FiltroConfig
18711,1,1772,0|38,FiltroConfig
18712,1,1773,0|40,FiltroConfig
18713,1,1774,0|48,FiltroConfig
18714,1,1775,0|47,FiltroConfig
18715,1,1776,0|42,FiltroConfig
18716,1,1777,0|43,FiltroConfig
18717,1,1778,0|44,FiltroConfig
18718,1,1779,0|45,FiltroConfig
18719,1,1780,0|46,FiltroConfig
18720,1,1781,0|47,FiltroConfig
18721,1,1782,0|48,FiltroConfig
18722,1,1891,1|4,FiltroConfig
18723,1,2501,0|50,FiltroConfig
18724,1,2502,0|51,FiltroConfig
18725,1,2503,0|52,FiltroConfig
