id,dato,llave,valor,tabla
1,,estado,Abierta,oporcli
2,,estado,Cerrada,oporcli
3,,estado,Pospuesta,oporcli
4,,estado,Perdida,oporcli
5,,tipo,DESCUENTO,cuentas
6,,tipo,GASTO,cuentas
7,,tipo,HONORARIO,cuentas
8,,tipo,SUPLIDO,cuentas
20065,30,1392,0|17,FiltroConfig
20066,30,1393,0|18,FiltroConfig
20067,30,1394,0|35,FiltroConfig
20068,30,1395,0|41,FiltroConfig
20069,30,1396,0|44,FiltroConfig
20070,30,1397,0|41,FiltroConfig
20071,30,1398,0|42,FiltroConfig
20072,30,1399,0|43,FiltroConfig
20073,30,1400,0|21,FiltroConfig
20074,30,1401,0|45,FiltroConfig
20075,30,1402,0|46,FiltroConfig
20076,30,1403,0|47,FiltroConfig
20077,30,1404,0|48,FiltroConfig
20078,30,1405,0|49,FiltroConfig
20079,30,1406,0|50,FiltroConfig
20080,30,1407,0|51,FiltroConfig
20081,30,1408,0|52,FiltroConfig
20082,30,1409,0|53,FiltroConfig
20083,30,1410,0|54,FiltroConfig
20084,30,1411,0|55,FiltroConfig
20085,30,1412,0|56,FiltroConfig
20086,30,1413,0|57,FiltroConfig
20087,30,1414,0|58,FiltroConfig
20088,30,1415,0|59,FiltroConfig
20089,30,1416,0|60,FiltroConfig
20090,30,1417,0|61,FiltroConfig
20091,30,1418,0|62,FiltroConfig
20092,30,1419,0|63,FiltroConfig
20093,30,1420,0|64,FiltroConfig
20094,30,1421,0|65,FiltroConfig
20095,30,1422,0|66,FiltroConfig
20096,30,1423,0|67,FiltroConfig
20097,30,1424,0|68,FiltroConfig
20098,30,1425,0|69,FiltroConfig
20099,30,1426,0|70,FiltroConfig
20100,30,1427,0|71,FiltroConfig
20101,30,1428,0|72,FiltroConfig
20102,30,1429,0|73,FiltroConfig
20103,30,1430,0|74,FiltroConfig
20104,30,1431,0|75,FiltroConfig
20105,30,1432,0|76,FiltroConfig
20106,30,1433,0|77,FiltroConfig
20107,30,1434,0|78,FiltroConfig
20108,30,1435,0|79,FiltroConfig
20109,30,1436,0|80,FiltroConfig
20110,30,1437,0|81,FiltroConfig
20111,30,1438,0|82,FiltroConfig
20112,30,1439,0|83,FiltroConfig
20113,30,1440,0|84,FiltroConfig
20114,30,1441,0|85,FiltroConfig
20115,30,1442,0|86,FiltroConfig
20116,30,1630,0|49,FiltroConfig
20118,30,1632,0|22,FiltroConfig
20119,30,1642,0|36,FiltroConfig
20120,30,1658,0|60,FiltroConfig
20121,30,1662,0|31,FiltroConfig
20122,30,1810,1|0,FiltroConfig
20123,30,1811,0|32,FiltroConfig
20124,30,1932,0|60,FiltroConfig
20125,30,1933,0|58,FiltroConfig
20126,30,2219,0|100,FiltroConfig
20128,,30,05/04/2023 14:46:28,UltimaActualizacion
20130,31,3870,0|161|100,SystemDefaultColumnasConfig
20131,31,2802,0|174|100,SystemDefaultColumnasConfig
20132,31,7538,0|72|100,SystemDefaultColumnasConfig
20133,31,8320,0|186|100,SystemDefaultColumnasConfig
20134,31,6031,0|32|100,SystemDefaultColumnasConfig
20135,31,2777,0|80|100,SystemDefaultColumnasConfig
20136,31,8415,0|156|100,SystemDefaultColumnasConfig
20137,31,7900,0|82|100,SystemDefaultColumnasConfig
20138,31,2979,0|10|100,SystemDefaultColumnasConfig
20139,31,3080,0|56|553,SystemDefaultColumnasConfig
20140,31,3879,0|14|100,SystemDefaultColumnasConfig
20141,31,3984,0|0|100,SystemDefaultColumnasConfig
20142,31,4052,0|177|378,SystemDefaultColumnasConfig
20143,31,2775,0|27|100,SystemDefaultColumnasConfig
20144,31,2787,0|26|100,SystemDefaultColumnasConfig
20145,31,2789,0|184|100,SystemDefaultColumnasConfig
20146,31,2797,0|15|100,SystemDefaultColumnasConfig
20147,31,2795,0|110|180,SystemDefaultColumnasConfig
20148,31,2290,0|0|100,SystemDefaultColumnasConfig
20149,31,2291,0|13|100,SystemDefaultColumnasConfig
20150,31,2308,1|2|100,SystemDefaultColumnasConfig
20151,31,2015,1|0|100,SystemDefaultColumnasConfig
20152,31,2016,1|1|765,SystemDefaultColumnasConfig
20153,31,2018,1|3|100,SystemDefaultColumnasConfig
20154,31,2021,1|4|100,SystemDefaultColumnasConfig
20155,31,2025,0|144|100,SystemDefaultColumnasConfig
20156,31,2027,0|188|100,SystemDefaultColumnasConfig
20157,31,2029,1|6|100,SystemDefaultColumnasConfig
20158,31,2032,0|71|100,SystemDefaultColumnasConfig
20159,31,2040,0|11|150,SystemDefaultColumnasConfig
20160,31,2043,0|58|120,SystemDefaultColumnasConfig
20161,31,2046,0|9|100,SystemDefaultColumnasConfig
20162,31,2293,0|18|150,SystemDefaultColumnasConfig
20163,31,3082,0|19|100,SystemDefaultColumnasConfig
20164,31,2289,0|23|100,SystemDefaultColumnasConfig
20165,31,2052,0|28|100,SystemDefaultColumnasConfig
20166,31,2299,0|29|100,SystemDefaultColumnasConfig
20167,31,2030,0|33|100,SystemDefaultColumnasConfig
20168,31,4935,0|34|100,SystemDefaultColumnasConfig
20169,31,7517,0|35|100,SystemDefaultColumnasConfig
20170,31,4863,0|36|100,SystemDefaultColumnasConfig
20171,31,2041,0|9|150,SystemDefaultColumnasConfig
20172,31,2042,0|0|100,SystemDefaultColumnasConfig
20173,31,4856,0|37|100,SystemDefaultColumnasConfig
20174,31,4859,0|38|100,SystemDefaultColumnasConfig
20175,31,4860,0|39|100,SystemDefaultColumnasConfig
20176,31,4857,0|40|100,SystemDefaultColumnasConfig
20177,31,4861,0|41|100,SystemDefaultColumnasConfig
20178,31,4858,0|42|100,SystemDefaultColumnasConfig
20179,31,7680,0|43|100,SystemDefaultColumnasConfig
20180,31,7677,0|45|100,SystemDefaultColumnasConfig
20181,31,7678,0|46|100,SystemDefaultColumnasConfig
20182,31,7676,0|47|100,SystemDefaultColumnasConfig
20183,31,4888,0|48|100,SystemDefaultColumnasConfig
20184,31,4887,0|49|100,SystemDefaultColumnasConfig
20185,31,3106,0|50|250,SystemDefaultColumnasConfig
20186,31,7499,0|51|100,SystemDefaultColumnasConfig
20187,31,3104,0|52|250,SystemDefaultColumnasConfig
20188,31,2045,0|54|110,SystemDefaultColumnasConfig
20189,31,2044,0|55|150,SystemDefaultColumnasConfig
20190,31,2048,0|0|100,SystemDefaultColumnasConfig
20191,31,2049,0|0|100,SystemDefaultColumnasConfig
20192,31,4832,0|59|100,SystemDefaultColumnasConfig
20193,31,3025,0|60|100,SystemDefaultColumnasConfig
20194,31,2050,0|0|100,SystemDefaultColumnasConfig
20195,31,7541,0|61|100,SystemDefaultColumnasConfig
20196,31,2023,0|62|100,SystemDefaultColumnasConfig
20197,31,2053,0|20|100,SystemDefaultColumnasConfig
20198,31,3869,0|63|100,SystemDefaultColumnasConfig
20199,31,2054,0|0|100,SystemDefaultColumnasConfig
20200,31,2034,0|64|120,SystemDefaultColumnasConfig
20201,31,2033,0|65|100,SystemDefaultColumnasConfig
20202,31,2055,0|63|100,SystemDefaultColumnasConfig
20203,31,2056,0|76|100,SystemDefaultColumnasConfig
20204,31,3101,0|66|100,SystemDefaultColumnasConfig
20205,31,2057,0|37|100,SystemDefaultColumnasConfig
20206,31,2058,0|0|100,SystemDefaultColumnasConfig
20207,31,6312,0|68|100,SystemDefaultColumnasConfig
20208,31,6313,0|69|100,SystemDefaultColumnasConfig
20209,31,2059,0|0|100,SystemDefaultColumnasConfig
20210,31,2060,0|0|100,SystemDefaultColumnasConfig
20211,31,4082,0|70|100,SystemDefaultColumnasConfig
20212,31,2061,0|70|100,SystemDefaultColumnasConfig
20213,31,2311,0|73|100,SystemDefaultColumnasConfig
20214,31,2310,0|115|100,SystemDefaultColumnasConfig
20215,31,2313,0|74|100,SystemDefaultColumnasConfig
20216,31,2064,0|22|100,SystemDefaultColumnasConfig
20217,31,2065,0|23|100,SystemDefaultColumnasConfig
20218,31,2312,0|75|100,SystemDefaultColumnasConfig
20219,31,2066,0|0|100,SystemDefaultColumnasConfig
20220,31,3105,0|76|150,SystemDefaultColumnasConfig
20221,31,4101,0|77|100,SystemDefaultColumnasConfig
20222,31,2067,0|0|100,SystemDefaultColumnasConfig
20223,31,2068,0|0|100,SystemDefaultColumnasConfig
20224,31,3023,0|78|100,SystemDefaultColumnasConfig
20225,31,2069,0|0|100,SystemDefaultColumnasConfig
20226,31,2070,0|0|100,SystemDefaultColumnasConfig
20227,31,2022,0|81|100,SystemDefaultColumnasConfig
20228,31,2071,0|0|100,SystemDefaultColumnasConfig
20229,31,2072,0|0|100,SystemDefaultColumnasConfig
20230,31,2062,1|7|100,SystemDefaultColumnasConfig
20231,31,2073,0|0|100,SystemDefaultColumnasConfig
20232,31,2074,0|0|100,SystemDefaultColumnasConfig
20233,31,2028,1|8|128,SystemDefaultColumnasConfig
20234,31,2075,0|0|100,SystemDefaultColumnasConfig
20235,31,6030,0|83|100,SystemDefaultColumnasConfig
20236,31,7299,0|128|100,SystemDefaultColumnasConfig
20237,31,2076,0|0|100,SystemDefaultColumnasConfig
20238,31,2108,0|84|100,SystemDefaultColumnasConfig
20239,31,2109,0|86|100,SystemDefaultColumnasConfig
20240,31,2077,0|0|100,SystemDefaultColumnasConfig
20241,31,2078,0|0|100,SystemDefaultColumnasConfig
20242,31,2079,0|0|100,SystemDefaultColumnasConfig
20243,31,2038,0|87|120,SystemDefaultColumnasConfig
20244,31,2094,0|88|100,SystemDefaultColumnasConfig
20245,31,2063,0|89|100,SystemDefaultColumnasConfig
20246,31,2082,0|0|100,SystemDefaultColumnasConfig
20247,31,2784,0|90|100,SystemDefaultColumnasConfig
20248,31,2083,0|0|100,SystemDefaultColumnasConfig
20249,31,7498,0|92|100,SystemDefaultColumnasConfig
20250,31,3103,0|93|150,SystemDefaultColumnasConfig
20251,31,2085,0|0|100,SystemDefaultColumnasConfig
20252,31,2086,0|0|100,SystemDefaultColumnasConfig
20253,31,2093,0|94|100,SystemDefaultColumnasConfig
20254,31,2782,0|95|100,SystemDefaultColumnasConfig
20255,31,2087,0|0|100,SystemDefaultColumnasConfig
20256,31,2088,0|0|100,SystemDefaultColumnasConfig
20257,31,2089,0|0|100,SystemDefaultColumnasConfig
20258,31,4885,0|96|100,SystemDefaultColumnasConfig
20259,31,4035,0|97|100,SystemDefaultColumnasConfig
20260,31,2090,0|0|100,SystemDefaultColumnasConfig
20261,31,2091,0|0|100,SystemDefaultColumnasConfig
20262,31,2081,0|98|100,SystemDefaultColumnasConfig
20263,31,2092,0|0|100,SystemDefaultColumnasConfig
20264,31,2036,0|102|100,SystemDefaultColumnasConfig
20265,31,2037,0|103|150,SystemDefaultColumnasConfig
20266,31,4081,0|104|100,SystemDefaultColumnasConfig
20267,31,4080,0|105|100,SystemDefaultColumnasConfig
20268,31,2095,0|0|100,SystemDefaultColumnasConfig
20269,31,2096,0|0|100,SystemDefaultColumnasConfig
20270,31,2298,0|106|100,SystemDefaultColumnasConfig
20271,31,2300,0|107|100,SystemDefaultColumnasConfig
20272,31,2097,0|0|100,SystemDefaultColumnasConfig
20273,31,7679,0|44|100,SystemDefaultColumnasConfig
20274,31,2098,0|0|100,SystemDefaultColumnasConfig
20275,31,2099,0|0|100,SystemDefaultColumnasConfig
20276,31,2100,0|0|100,SystemDefaultColumnasConfig
20277,31,2101,0|0|100,SystemDefaultColumnasConfig
20278,31,2102,0|0|100,SystemDefaultColumnasConfig
20279,31,2103,0|0|100,SystemDefaultColumnasConfig
20280,31,3881,0|16|100,SystemDefaultColumnasConfig
20281,31,3871,0|17|100,SystemDefaultColumnasConfig
20282,31,2104,0|0|100,SystemDefaultColumnasConfig
20283,31,2105,0|0|100,SystemDefaultColumnasConfig
20284,31,2106,0|0|100,SystemDefaultColumnasConfig
20285,31,2107,0|0|100,SystemDefaultColumnasConfig
20286,31,2110,0|0|100,SystemDefaultColumnasConfig
20287,31,2111,0|0|100,SystemDefaultColumnasConfig
20288,31,2113,0|0|100,SystemDefaultColumnasConfig
20289,31,2114,0|0|100,SystemDefaultColumnasConfig
20290,31,2116,0|0|100,SystemDefaultColumnasConfig
20291,31,2017,1|5|305,SystemDefaultColumnasConfig
20292,31,2466,0|0|100,SystemDefaultColumnasConfig
20293,31,2467,0|0|100,SystemDefaultColumnasConfig
20294,31,2468,0|0|100,SystemDefaultColumnasConfig
20295,31,3108,0|0|100,SystemDefaultColumnasConfig
20296,31,2645,0|0|100,SystemDefaultColumnasConfig
20297,31,2965,0|57|100,SystemDefaultColumnasConfig
20298,31,2974,0|0|100,SystemDefaultColumnasConfig
20299,31,2975,0|0|100,SystemDefaultColumnasConfig
20300,31,2976,0|0|100,SystemDefaultColumnasConfig
20301,31,2977,0|0|100,SystemDefaultColumnasConfig
20302,31,2978,0|0|100,SystemDefaultColumnasConfig
20303,31,3093,0|0|100,SystemDefaultColumnasConfig
20304,31,3094,0|0|100,SystemDefaultColumnasConfig
20305,31,3095,0|0|100,SystemDefaultColumnasConfig
20306,31,3096,0|0|100,SystemDefaultColumnasConfig
20307,31,3097,0|0|100,SystemDefaultColumnasConfig
20308,31,2781,0|111|100,SystemDefaultColumnasConfig
20309,31,3098,0|0|100,SystemDefaultColumnasConfig
20310,31,3099,0|60|130,SystemDefaultColumnasConfig
20311,31,3100,0|61|130,SystemDefaultColumnasConfig
20312,31,2792,0|138|100,SystemDefaultColumnasConfig
20313,31,2801,0|116|100,SystemDefaultColumnasConfig
20314,31,3107,0|0|100,SystemDefaultColumnasConfig
20315,31,2080,0|112|100,SystemDefaultColumnasConfig
20316,31,2793,0|160|100,SystemDefaultColumnasConfig
20317,31,2084,0|114|100,SystemDefaultColumnasConfig
20318,31,3873,0|159|100,SystemDefaultColumnasConfig
20319,31,4774,0|117|100,SystemDefaultColumnasConfig
20320,31,6318,0|118|100,SystemDefaultColumnasConfig
20321,31,2026,0|135|100,SystemDefaultColumnasConfig
20322,31,2479,0|119|150,SystemDefaultColumnasConfig
20323,31,4032,0|124|100,SystemDefaultColumnasConfig
20324,31,3874,0|125|100,SystemDefaultColumnasConfig
20325,31,2779,0|126|100,SystemDefaultColumnasConfig
20326,31,4113,0|0|100,SystemDefaultColumnasConfig
20327,31,6029,0|127|100,SystemDefaultColumnasConfig
20328,31,4931,0|129|100,SystemDefaultColumnasConfig
20329,31,4932,0|130|100,SystemDefaultColumnasConfig
20330,31,6451,0|131|100,SystemDefaultColumnasConfig
20331,31,2047,0|132|120,SystemDefaultColumnasConfig
20332,31,2773,0|133|100,SystemDefaultColumnasConfig
20333,31,4159,0|134|100,SystemDefaultColumnasConfig
20334,31,2296,0|136|100,SystemDefaultColumnasConfig
20335,31,4766,0|137|100,SystemDefaultColumnasConfig
20336,31,7064,0|0|100,SystemDefaultColumnasConfig
20337,31,2788,0|139|100,SystemDefaultColumnasConfig
20338,31,4886,0|140|100,SystemDefaultColumnasConfig
20339,31,2051,0|141|100,SystemDefaultColumnasConfig
20340,31,2024,0|142|100,SystemDefaultColumnasConfig
20341,31,2776,0|25|100,SystemDefaultColumnasConfig
20342,31,3981,0|145|100,SystemDefaultColumnasConfig
20343,31,2292,0|147|100,SystemDefaultColumnasConfig
20344,31,2297,0|148|100,SystemDefaultColumnasConfig
20345,31,2294,0|154|100,SystemDefaultColumnasConfig
20346,31,2785,0|185|100,SystemDefaultColumnasConfig
20347,31,3880,0|155|100,SystemDefaultColumnasConfig
20348,31,2115,0|157|100,SystemDefaultColumnasConfig
20349,31,2780,0|158|100,SystemDefaultColumnasConfig
20350,31,3875,0|162|100,SystemDefaultColumnasConfig
20351,31,3877,0|163|100,SystemDefaultColumnasConfig
20352,31,8140,0|31|120,SystemDefaultColumnasConfig
20353,31,8155,0|0|100,SystemDefaultColumnasConfig
20354,31,8156,0|0|100,SystemDefaultColumnasConfig
20355,31,2019,0|167|100,SystemDefaultColumnasConfig
20356,31,2020,0|168|100,SystemDefaultColumnasConfig
20357,31,4070,0|169|70,SystemDefaultColumnasConfig
20358,31,3086,0|170|100,SystemDefaultColumnasConfig
20359,31,3085,0|171|100,SystemDefaultColumnasConfig
20360,31,6418,0|172|100,SystemDefaultColumnasConfig
20361,31,2035,0|175|100,SystemDefaultColumnasConfig
20362,31,2039,0|176|100,SystemDefaultColumnasConfig
20363,31,6066,0|178|100,SystemDefaultColumnasConfig
20364,31,2295,0|180|100,SystemDefaultColumnasConfig
20365,31,2031,0|182|100,SystemDefaultColumnasConfig
20366,31,2112,0|183|100,SystemDefaultColumnasConfig
20367,31,7971,0|91|100,SystemDefaultColumnasConfig
20368,31,7972,0|100|100,SystemDefaultColumnasConfig
20369,31,8260,0|179|100,SystemDefaultColumnasConfig
20370,31,8336,0|21|100,SystemDefaultColumnasConfig
20371,31,8337,0|121|100,SystemDefaultColumnasConfig
20372,31,8338,0|151|100,SystemDefaultColumnasConfig
20373,31,8339,0|24|100,SystemDefaultColumnasConfig
20374,31,8340,0|123|100,SystemDefaultColumnasConfig
20375,31,8341,0|153|100,SystemDefaultColumnasConfig
20376,31,8342,0|20|100,SystemDefaultColumnasConfig
20377,31,8343,0|120|100,SystemDefaultColumnasConfig
20378,31,8344,0|150|100,SystemDefaultColumnasConfig
20379,31,8345,0|22|100,SystemDefaultColumnasConfig
20380,31,8346,0|122|100,SystemDefaultColumnasConfig
20381,31,8347,0|152|100,SystemDefaultColumnasConfig
20382,31,8399,0|101|100,SystemDefaultColumnasConfig
20383,31,2774,0|50|100,SystemDefaultColumnasConfig
20384,31,2778,0|113|100,SystemDefaultColumnasConfig
20385,31,2783,0|173|100,SystemDefaultColumnasConfig
20386,31,2786,0|12|100,SystemDefaultColumnasConfig
20387,31,2790,0|146|100,SystemDefaultColumnasConfig
20388,31,2791,0|0|100,SystemDefaultColumnasConfig
20389,31,2794,0|99|100,SystemDefaultColumnasConfig
20390,31,2796,0|0|100,SystemDefaultColumnasConfig
20391,31,2798,0|143|100,SystemDefaultColumnasConfig
20392,31,2799,0|187|100,SystemDefaultColumnasConfig
20393,31,2800,0|0|100,SystemDefaultColumnasConfig
20394,31,3872,0|30|100,SystemDefaultColumnasConfig
20395,31,3876,0|108|100,SystemDefaultColumnasConfig
20396,31,3878,0|149|100,SystemDefaultColumnasConfig
20397,31,3882,0|79|100,SystemDefaultColumnasConfig
20398,31,3883,0|109|100,SystemDefaultColumnasConfig
20399,31,4083,0|0|100,SystemDefaultColumnasConfig
20400,31,4668,0|0|100,SystemDefaultColumnasConfig
20401,31,8197,0|0|100,SystemDefaultColumnasConfig
20402,31,8249,0|85|100,SystemDefaultColumnasConfig
20403,31,8319,0|181|150,SystemDefaultColumnasConfig
20404,31,8440,0|164|100,SystemDefaultColumnasConfig
20405,31,8441,0|165|100,SystemDefaultColumnasConfig
20406,31,8442,0|166|100,SystemDefaultColumnasConfig
20407,31,1693,0|47,FiltroConfig
20408,31,1694,0|46,FiltroConfig
20409,31,1695,0|51,FiltroConfig
20410,31,1696,0|3,FiltroConfig
20411,31,1697,0|4,FiltroConfig
20412,31,1698,0|5,FiltroConfig
20413,31,1699,0|6,FiltroConfig
20414,31,1700,0|7,FiltroConfig
20415,31,1701,0|8,FiltroConfig
20416,31,1702,0|9,FiltroConfig
20417,31,1703,0|35,FiltroConfig
20418,31,1704,0|36,FiltroConfig
20419,31,1705,0|50,FiltroConfig
20420,31,1706,0|82,FiltroConfig
20421,31,1707,0|80,FiltroConfig
20422,31,1708,0|76,FiltroConfig
20423,31,1709,0|75,FiltroConfig
20424,31,1710,0|17,FiltroConfig
20425,31,1711,0|18,FiltroConfig
20426,31,1712,0|19,FiltroConfig
20427,31,1713,0|49,FiltroConfig
20428,31,1714,0|9,FiltroConfig
20429,31,1715,0|72,FiltroConfig
20430,31,1716,0|83,FiltroConfig
20431,31,1717,0|48,FiltroConfig
20432,31,1718,0|25,FiltroConfig
20433,31,1719,0|26,FiltroConfig
20434,31,1720,0|27,FiltroConfig
20435,31,1721,0|28,FiltroConfig
20436,31,1722,0|29,FiltroConfig
20437,31,1188,0|41,FiltroConfig
20438,31,1839,0|33,FiltroConfig
20439,31,1189,1|0,FiltroConfig
20440,31,1190,0|74,FiltroConfig
20441,31,1191,0|60,FiltroConfig
20442,31,1192,0|52,FiltroConfig
20443,31,1193,1|3,FiltroConfig
20444,31,1194,1|4,FiltroConfig
20445,31,1195,0|84,FiltroConfig
20446,31,1196,1|1,FiltroConfig
20447,31,1197,1|2,FiltroConfig
20448,31,1198,0|57,FiltroConfig
20449,31,1199,0|8,FiltroConfig
20450,31,1200,1|6,FiltroConfig
20451,31,1201,1|7,FiltroConfig
20452,31,1202,0|39,FiltroConfig
20453,31,1203,0|77,FiltroConfig
20454,31,1204,0|78,FiltroConfig
20455,31,1205,0|85,FiltroConfig
20456,31,1290,0|33,FiltroConfig
20457,31,1291,0|37,FiltroConfig
20458,31,1292,0|39,FiltroConfig
20459,31,1293,0|29,FiltroConfig
20460,31,1294,0|30,FiltroConfig
20461,31,1295,0|31,FiltroConfig
20462,31,1296,0|32,FiltroConfig
20463,31,1297,0|58,FiltroConfig
20464,31,1298,0|90,FiltroConfig
20465,31,1299,0|91,FiltroConfig
20466,31,1300,0|37,FiltroConfig
20467,31,1301,0|27,FiltroConfig
20468,31,1302,0|56,FiltroConfig
20469,31,1303,0|81,FiltroConfig
20470,31,1304,0|43,FiltroConfig
20471,31,1305,0|11,FiltroConfig
20472,31,1306,0|16,FiltroConfig
20473,31,1307,0|17,FiltroConfig
20474,31,1308,0|18,FiltroConfig
20475,31,1309,0|22,FiltroConfig
20476,31,1310,0|28,FiltroConfig
20477,31,1311,0|19,FiltroConfig
20478,31,1312,0|20,FiltroConfig
20479,31,1313,0|21,FiltroConfig
20480,31,1314,0|22,FiltroConfig
20481,31,1315,0|23,FiltroConfig
20482,31,1316,0|24,FiltroConfig
20483,31,1317,0|25,FiltroConfig
20484,31,1318,0|26,FiltroConfig
20485,31,1319,0|27,FiltroConfig
20486,31,1320,0|28,FiltroConfig
20487,31,1321,0|52,FiltroConfig
20488,31,1322,0|53,FiltroConfig
20489,31,1323,0|54,FiltroConfig
20490,31,1324,0|55,FiltroConfig
20491,31,1325,0|56,FiltroConfig
20492,31,1326,0|57,FiltroConfig
20493,31,1327,0|58,FiltroConfig
20494,31,1328,0|59,FiltroConfig
20495,31,1329,0|60,FiltroConfig
20496,31,1330,0|61,FiltroConfig
20497,31,1331,0|12,FiltroConfig
20498,31,1332,0|13,FiltroConfig
20499,31,1333,0|14,FiltroConfig
20500,31,1334,0|15,FiltroConfig
20501,31,1335,0|66,FiltroConfig
20502,31,1336,0|67,FiltroConfig
20503,31,1337,0|68,FiltroConfig
20504,31,1338,0|69,FiltroConfig
20505,31,1339,0|62,FiltroConfig
20506,31,1340,0|63,FiltroConfig
20507,31,1341,0|64,FiltroConfig
20508,31,1342,0|65,FiltroConfig
20509,31,1343,0|66,FiltroConfig
20510,31,1344,0|67,FiltroConfig
20511,31,1345,0|68,FiltroConfig
20512,31,1346,0|69,FiltroConfig
20513,31,1347,0|70,FiltroConfig
20514,31,1348,0|71,FiltroConfig
20515,31,1349,0|80,FiltroConfig
20516,31,1350,0|81,FiltroConfig
20517,31,1351,0|82,FiltroConfig
20518,31,1352,0|83,FiltroConfig
20519,31,1353,0|84,FiltroConfig
20520,31,1354,0|85,FiltroConfig
20521,31,1355,0|86,FiltroConfig
20522,31,1356,0|87,FiltroConfig
20523,31,1357,0|88,FiltroConfig
20524,31,1358,0|89,FiltroConfig
20525,31,1450,0|59,FiltroConfig
20526,31,1451,0|10,FiltroConfig
20527,31,1515,0|34,FiltroConfig
20528,31,1516,0|93,FiltroConfig
20529,31,1517,0|38,FiltroConfig
20530,31,1518,0|79,FiltroConfig
20531,31,1519,0|87,FiltroConfig
20532,31,1520,0|61,FiltroConfig
20533,31,1528,0|55,FiltroConfig
20534,31,1624,0|127,FiltroConfig
20535,31,1628,0|73,FiltroConfig
20537,31,1641,1|5,FiltroConfig
20538,31,1659,0|88,FiltroConfig
20539,31,1644,0|42,FiltroConfig
20540,31,1808,0|44,FiltroConfig
20541,31,1809,0|45,FiltroConfig
20542,31,1835,0|54,FiltroConfig
20543,31,1923,0|53,FiltroConfig
20544,31,1927,0|89,FiltroConfig
20545,31,1926,0|86,FiltroConfig
20546,31,2211,0|40,FiltroConfig
20547,31,2218,0|100,FiltroConfig
20549,,31,05/04/2023 14:46:28,UltimaActualizacion
20551,32,8120,0|0|100,SystemDefaultColumnasConfig
20552,32,3977,0|8|100,SystemDefaultColumnasConfig
20553,32,2251,0|13|100,SystemDefaultColumnasConfig
20554,32,2252,0|14|100,SystemDefaultColumnasConfig
20555,32,2253,0|15|100,SystemDefaultColumnasConfig
20556,32,2229,0|9|100,SystemDefaultColumnasConfig
20557,32,2230,0|10|100,SystemDefaultColumnasConfig
20558,32,2227,1|7|75,SystemDefaultColumnasConfig
20559,32,2228,1|5|344,SystemDefaultColumnasConfig
20560,32,2219,1|3|516,SystemDefaultColumnasConfig
20561,32,2220,1|4|113,SystemDefaultColumnasConfig
20562,32,2221,1|6|126,SystemDefaultColumnasConfig
20563,32,2217,1|0|80,SystemDefaultColumnasConfig
20564,32,2223,0|49|100,SystemDefaultColumnasConfig
20565,32,8134,0|15|100,SystemDefaultColumnasConfig
20566,32,6445,0|0|100,SystemDefaultColumnasConfig
20567,32,6446,0|0|100,SystemDefaultColumnasConfig
20568,32,6447,0|0|100,SystemDefaultColumnasConfig
20569,32,6448,0|0|100,SystemDefaultColumnasConfig
20570,32,7860,0|11|130,SystemDefaultColumnasConfig
20571,32,7863,0|12|130,SystemDefaultColumnasConfig
20572,32,7864,0|13|130,SystemDefaultColumnasConfig
20573,32,7865,0|14|130,SystemDefaultColumnasConfig
20574,32,2272,0|18|100,SystemDefaultColumnasConfig
20575,32,8217,0|0|100,SystemDefaultColumnasConfig
20576,32,2234,0|22|100,SystemDefaultColumnasConfig
20577,32,2235,0|23|100,SystemDefaultColumnasConfig
20578,32,2236,0|24|100,SystemDefaultColumnasConfig
20579,32,2237,0|25|100,SystemDefaultColumnasConfig
20580,32,2238,0|17|100,SystemDefaultColumnasConfig
20581,32,2239,0|38|100,SystemDefaultColumnasConfig
20582,32,2240,0|41|100,SystemDefaultColumnasConfig
20583,32,2241,0|42|100,SystemDefaultColumnasConfig
20584,32,2242,0|45|100,SystemDefaultColumnasConfig
20585,32,2243,0|46|100,SystemDefaultColumnasConfig
20586,32,2244,0|50|100,SystemDefaultColumnasConfig
20587,32,2245,0|51|100,SystemDefaultColumnasConfig
20588,32,2246,0|54|100,SystemDefaultColumnasConfig
20589,32,2231,0|16|100,SystemDefaultColumnasConfig
20590,32,2232,0|17|100,SystemDefaultColumnasConfig
20591,32,2247,0|55|100,SystemDefaultColumnasConfig
20592,32,2248,0|58|100,SystemDefaultColumnasConfig
20593,32,2233,0|18|100,SystemDefaultColumnasConfig
20594,32,2250,0|12|100,SystemDefaultColumnasConfig
20595,32,2285,0|19|120,SystemDefaultColumnasConfig
20596,32,2286,0|20|100,SystemDefaultColumnasConfig
20597,32,2280,0|21|100,SystemDefaultColumnasConfig
20598,32,2275,0|24|100,SystemDefaultColumnasConfig
20599,32,2282,0|22|125,SystemDefaultColumnasConfig
20600,32,2263,0|26|100,SystemDefaultColumnasConfig
20601,32,2264,0|27|100,SystemDefaultColumnasConfig
20602,32,2265,0|28|100,SystemDefaultColumnasConfig
20603,32,2266,0|29|100,SystemDefaultColumnasConfig
20604,32,2267,0|94|100,SystemDefaultColumnasConfig
20605,32,3980,0|23|250,SystemDefaultColumnasConfig
20606,32,2279,0|24|100,SystemDefaultColumnasConfig
20607,32,2269,0|97|100,SystemDefaultColumnasConfig
20608,32,2268,0|99|100,SystemDefaultColumnasConfig
20609,32,2287,0|25|100,SystemDefaultColumnasConfig
