NumCta,Descripcion,Descripcion2,tipoPGC
100,Capital social,Dotaci?n fundacional,0
1000000000,Dotaci?n fundacional,,2
101,Fondo social,,
1010000000,Fondo social,,2
102,Capital,,1
103,Socios por desembolsos no exigidos,Fundadores/asociados por desembolsos no exigidos,0
1030000000,"Socios por desembolsos no exigidos, capital social",Fundadores por desembolsos no exigidos,0
1034000000,"Socios por desembolsos no exigidos, capital pendiente de inscripción",Asociados por desembolsos no exigidos,0
104,Socios por aportaciones no dinerarias pendientes,Fundadores/asociados por aportaciones no dinerarias pendientes,0
1040000000,"Socios por aportaciones no dinerarias pendientes, capital social",Fundadores por aportaciones no dinerarias pendientes,0
1044000000,"Socios por aportaciones no dinerarias pendientes, capital pendiente de inscripción",Asociados por aportaciones no dinerarias pendientes,0
108,Acciones o participaciones propias en situaciones especiales,,1
109,Acciones o participaciones propias para reducción de capital,,1
110,Prima de emisión o asunción,,1
111,Otros instrumentos de patrimonio neto,Reservas estatutarias,0
1110000000,Patrimonio neto por emisión de instrumentos financieros compuestos,Reservas estatutarias,0
1111000000,Resto de instrumentos de patrimonio neto,,1
112,Reserva legal,,1
113,Reservas voluntarias,,
1130000000,Reservas voluntarias,,2
114,Reservas especiales,,
1140000000,Reservas para acciones o participaciones de la sociedad dominante,,
1141000000,Reservas estatutarias,,1
1142000000,Reserva por capital amortizado,,
1143000000,Reserva por fondo de comercio,,
1144000000,Reservas por acciones propias aceptadas en garantía,,
115,Reservas por pérdidas y ganancias actuariales y otros ajustes,,1
118,Aportaciones de socios o propietarios,,1
119,Diferencias por ajuste del capital a euros,,1
120,Remanente,,
1200000000,Remanente,,2
121,Resultados negativos de ejercicios anteriores,Excedente negativo de ejercicios anteriores,0
1210000000,Excedente negativo de ejercicios anteriores,,2
129,Resultado del ejercicio,Excedente del ejercicio,0
1290000000,Excedente del ejercicio,,2
130,Subvenciones oficiales de capital,,
1300000000,Subvenciones del Estado,,2
1301000000,Subvenciones de otras Administraciones P?blicas,,2
131,Donaciones y legados de capital,,
1310000000,Donaciones y legados de capital,,2
132,"Otras subvenciones, donaciones y legados",,
1320000000,"Otras subvenciones, donaciones y legados",,2
133,Ajustes por valoración en activos financieros disponibles para la venta,,1
134,Operaciones de cobertura,,1
1340000000,Cobertura de flujos de efectivo,,1
1341000000,Cobertura de una inversión neta en un negocio en el extranjero,,1
135,Diferencias de conversión,,1
136,"Ajustes por valoración en activos no corrientes y grupos enajenables de elementos, mantenidos para la venta",,1
137,Ingresos fiscales a distribuir en varios ejercicios,,
1370000000,Ingresos fiscales por diferencias permanentes a distribuir en varios ejercicios,,
1371000000,Ingresos fiscales por deducciones y bonificaciones a distribuir en varios ejercicios,,
140,Provisión por retribuciones a largo plazo al personal,,1
141,Provisión para impuestos,,
1410000000,Provisi?n para impuestos,,2
142,Provisión para otras responsabilidades,,
1420000000,Provisi?n para otras responsabilidades,,2
143,"Provisión por desmantelamiento, retiro o rehabilitación del inmovilizado",,1
1430000000,"Provisi?n por desmantelamiento, retiro o rehabilitaci?n del inmovilizado",,2
145,Provisión para actuaciones medioambientales,,
1450000000,Provisi?n para actuaciones medioambientales,,2
146,Provisión para reestructuraciones,,1
147,Provisión por transacciones con pagos basados en instrumentos de patrimonio,,1
150,Acciones o participaciones a largo plazo consideradas como pasivos financieros,,1
153,Desembolsos no exigidos por acciones o participaciones consideradas como pasivos financieros,,1
1533000000,"Desembolsos no exigidos, empresas del grupo",,1
1534000000,"Desembolsos no exigidos, empresas asociadas",,1
1535000000,"Desembolsos no exigidos, otras partes vinculadas",,1
1536000000,Otros desembolsos no exigidos,,1
154,Aportaciones no dinerarias pendientes por acciones o participaciones consideradas como pasivos financieros,,1
1543000000,"Aportaciones no dinerarias pendientes, empresas del grupo",,1
1544000000,"Aportaciones no dinerarias pendientes, empresas asociadas",,1
1545000000,"Aportaciones no dinerarias pendientes ,otras partes vinculadas",,1
1546000000,Otras aportaciones no dinerarias pendientes,,1
160,Deudas a largo plazo con entidades de crédito vinculadas,,
1603000000,"Deudas a largo plazo con entidades de crédito, empresas del grupo","Deudas a largo plazo con entidades de cr?dito, entidades del grupo",0
1604000000,"Deudas a largo plazo con entidades de crédito, empresas asociadas","Deudas a largo plazo con entidades de cr?dito, entidades asociadas",0
1605000000,Deudas a largo plazo con otras entidades de crédito vinculadas,,
161,"Proveedores de inmovilizado a largo plazo, partes vinculadas",,
1613000000,"Proveedores de inmovilizado a largo plazo, empresas del grupo","Proveedores de inmovilizado a largo plazo, entidades del grupo",0
1614000000,"Proveedores de inmovilizado a largo plazo, empresas  asociadas","Proveedores de inmovilizado a largo plazo, entidades asociadas",0
1615000000,"Proveedores de inmovilizado a largo plazo, otras partes vinculadas",,
162,"Acreedores por arrendamiento financiero a largo plazo, partes vinculadas",,
1620000000,"Acreedores por arrendamiento financiero a largo plazo, partes vinculadas",,2
1623000000,"Acreedores por arrendamiento financiero a largo plazo, empresas del grupo","Acreedores por arrendamiento financiero a largo plazo, entidades de grupo",0
1624000000,"Acreedores por arrendamiento financiero a largo plazo, empresas asociadas","Acreedores por arrendamiento financiero a largo plazo, entidades asociadas",0
1625000000,"Acreedores por arrendamiento financiero a largo plazo, otras partes vinculadas",,
163,Otras deudas a largo plazo con partes vinculadas,,
1630000000,Otras deudas a largo plazo con partes vinculadas,,2
1633000000,"Otras deudas a largo plazo, empresas del grupo","Otras deudas a largo plazo, entidades del grupo",0
1634000000,"Otras deudas a largo plazo, empresas  asociadas","Otras deudas a largo plazo, entidades asociadas",0
1635000000,"Otras deudas a largo plazo, con otras partes vinculadas",,
170,Deudas a largo plazo con entidades de crédito,,
1700000000,Deudas a largo plazo con entidades de cr?dito,,2
171,Deudas a largo plazo,,
1710000000,Deudas a largo plazo,,2
172,"Deudas a largo plazo transformables en subvenciones, donaciones y legados","Deudas a largo plazo transformables en subvenciones, donaciones  y legados",0
1720000000,Deudas a largo plazo transformables en subvenciones,,2
1721000000,Deudas a largo plazo transformables en donaciones y legados,,2
173,Proveedores de inmovilizado a largo plazo,,
1730000000,Proveedores de inmovilizado a largo plazo,,2
174,Acreedores por arrendamiento financiero a largo plazo,,
1740000000,Acreedores por arrendamiento financiero a largo plazo,,2
175,Efectos a pagar a largo plazo,,
1750000000,Efectos a pagar a largo plazo,,2
176,Pasivos por derivados financieros a largo plazo,,
1760000000,Pasivos por derivados financieros a largo plazo,,2
1765000000,"Pasivos por derivados financieros a largo plazo, cartera de negociación",,1
1768000000,"Pasivos por derivados financieros a largo plazo, instrumentos de cobertura",,1
177,Obligaciones y bonos,,
1770000000,Obligaciones y bonos,,2
178,Obligaciones y bonos convertibles,,1
179,Deudas representadas en otros valores negociables,,
1790000000,Deudas representadas en otros valores negociables,,2
180,Fianzas recibidas a largo plazo,,
1800000000,Fianzas recibidas a largo plazo,,2
181,Anticipos recibidos por ventas o prestaciones de servicios a largo plazo,,
1810000000,Anticipos recibidos por ventas o prestaciones de servicios a largo plazo,,2
185,Depósitos recibidos a largo plazo,,
1850000000,Dep?sitos recibidos a largo plazo,,2
189,Garantías financieras a largo plazo,,1
190,Acciones o participaciones emitidas,,1
192,Suscriptores de acciones,,1
194,Capital emitido pendiente de inscripción,,1
195,Acciones o participaciones emitidas consideradas como pasivos financieros,,1
197,Suscriptores de acciones consideradas como pasivos financieros,,1
199,Acciones o participaciones emitidas consideradas como pasivos financieros pendientes de inscripción,,1
200,Investigación,,
2000000000,Investigaci?n,,2
201,Desarrollo,,
2010000000,Desarrollo,,2
202,Concesiones administrativas,,
2020000000,Concesiones administrativas,,2
203,Propiedad industrial,,
2030000000,Propiedad industrial,,2
204,Fondo de comercio,,1
205,Derechos de traspaso,,
2050000000,Derechos de traspaso,,2
206,Aplicaciones informáticas,,
2060000000,Aplicaciones inform?ticas,,2
207,Derechos sobre activos cedidos en uso,,2
2070000000,Derechos sobre activos cedidos en uso,,2
209,Anticipos para inmovilizaciones intangibles,,
2090000000,Anticipos para inmovilizaciones intangibles,,2
210,Terrenos y bienes naturales,,
2100000000,Terrenos y bienes naturales,,2
211,Construcciones,,
2110000000,Construcciones,,2
212,Instalaciones técnicas,,
2120000000,Instalaciones t?cnicas,,2
213,Maquinaria,,
2130000000,Maquinaria,,2
214,Utillaje,,
2140000000,Utillaje,,2
215,Otras instalaciones,,
2150000000,Otras instalaciones,,2
216,Mobiliario,,
2160000000,Mobiliario,,2
217,Equipos para proceso de información,,
2170000000,Equipos para proceso de informaci?n,,2
218,Elementos de transporte,,
2180000000,Elementos de transporte,,2
219,Otro inmovilizado material,,
2190000000,Otro inmovilizado material,,2
220,Inversiones en terrenos y bienes naturales,,
2200000000,Inversiones en terrenos y bienes naturales,,2
221,Inversiones en construcciones,,
2210000000,Inversiones en construcciones,,2
230,Adaptación de terrenos y bienes naturales,,
2300000000,Adaptaci?n de terrenos y bienes naturales,,2
231,Construcciones en curso,,
2310000000,Construcciones en curso,,2
232,Instalaciones técnicas en montaje,,
2320000000,Instalaciones t?cnicas en montaje,,2
233,Maquinaria en montaje,,
2330000000,Maquinaria en montaje,,2
237,Equipos para procesos de información en montaje,,
2370000000,Equipos para procesos de informaci?n en montaje,,2
239,Anticipos para  inmovilizaciones materiales,,
2390000000,Anticipos para  inmovilizaciones materiales,,2
240,Participaciones a largo plazo en partes vinculadas,Bienes inmuebles,0
2400000000,Monumentos,,2
2401000000,Jardines Hist?ricos,,2
2402000000,Conjuntos Hist?ricos,,2
2403000000,Participaciones a largo plazo en empresas del grupo,Sitios Hist?ricos,0
2404000000,Participaciones a largo plazo en empresas asociadas,Zonas arqueol?gicas,0
2405000000,Participaciones a largo plazo en otras partes vinculadas,,1
241,Valores representativos de deuda a largo plazo de partes vinculadas,Archivos,0
2410000000,Archivos,,2
2413000000,Valores representativos de deuda a largo plazo de empresas del grupo,,1
2414000000,Valores representativos de deuda a largo plazo de empresas asociadas,,1
2415000000,Valores representativos de deuda a largo plazo de otras partes vinculadas,,1
242,Créditos a largo plazo a partes vinculadas,Bibliotecas,0
2420000000,Bibliotecas,,2
2423000000,Créditos a largo plazo a  empresas del grupo,,1
2424000000,Créditos a largo plazo a  empresas asociadas,,1
2425000000,Créditos a largo plazo a  otras partes vinculadas,,1
243,Museos,,2
2430000000,Museos,,2
244,Bienes muebles,,2
2440000000,Bienes muebles,,2
249,Desembolsos pendientes sobre participaciones a largo plazo en partes vinculadas,Anticipos sobre bienes del Patrimonio Hist?rico,0
2490000000,Anticipos sobre bienes inmuebles del Patrimonio Hist?rico,,2
2491000000,Anticipos sobre archivos del Patrimonio Hist?rico,,2
2492000000,Anticipos sobre bibliotecas del Patrimonio Hist?rico,,2
2493000000,Desembolsos pendientes sobre participaciones a largo plazo en empresas del grupo,Anticipos sobre museos del Patrimonio Hist?rico,0
2494000000,Desembolsos pendientes sobre participaciones a largo plazo en empresas asociadas,Anticipos sobre bienes muebles del Patrimonio Hist?rico,0
2495000000,Desembolsos pendientes sobre participaciones a largo plazo en otras partes vinculadas,,1
250,Inversiones financieras a largo plazo en instrumentos de patrimonio,Participaciones a largo plazo en partes vinculadas,0
2503000000,Participaciones a largo plazo en entidades del grupo,,2
2504000000,Participaciones a largo plazo en entidades asociadas,,2
2505000000,Participaciones a largo plazo en otras partes vinculadas,,2
251,Valores representativos de deuda a largo plazo,Valores representativos de deuda a largo plazo de partes vinculadas,0
2513000000,Valores representativos de deuda a largo plazo de entidades del grupo,,2
2514000000,Valores representativos de deuda a largo plazo de entidades asociadas,,2
2515000000,Valores representativos de deuda a largo plazo de otras partes vinculadas,,2
252,Créditos a largo plazo,Cr?ditos a largo plazo a partes vinculadas,0
2523000000,Cr?ditos a largo plazo a entidades del grupo,,2
2524000000,Cr?ditos a largo plazo a entidades asociadas,,2
2525000000,Cr?ditos a largo plazo a otras partes vinculadas,,2
253,Créditos a largo plazo por enajenación de inmovilizado,,1
254,Créditos a largo plazo al personal,,1
255,Activos por derivados financieros a largo plazo,,1
2550000000,"Activos por derivados financieros a largo plazo, cartera de negociación",,1
2553000000,"Activos por derivados financieros a largo plazo, instrumentos de cobertura",,1
257,Derechos de reembolso derivados de contratos de seguro relativos a retribuciones a largo plazo al personal,,1
258,Imposiciones a largo plazo,,1
259,Desembolsos pendientes sobre participaciones en el patrimonio neto a largo plazo,Desembolsos pendientes sobre participaciones a largo plazo en partes vinculadas,0
2593000000,Desembolsos pendientes sobre participaciones a largo plazo en entidades del grupo,,2
2594000000,Desembolsos pendientes sobre participaciones a largo plazo en entidades asociadas,,2
2595000000,Desembolsos pendientes sobre participaciones a largo plazo en otras partes vinculadas,,2
260,Fianzas constituidas a largo plazo,Inversiones financieras a largo plazo en instrumentos de patrimonio,0
2600000000,Inversiones financieras a largo plazo en instrumentos de patrimonio,,2
261,Valores representativos de deuda a largo plazo,,2
2610000000,Valores representativos de deuda a largo plazo,,2
262,Cr?ditos a largo plazo,,2
2620000000,Cr?ditos a largo plazo,,2
263,Cr?ditos a largo plazo por enajenaci?n de inmovilizado,,2
2630000000,Cr?ditos a largo plazo por enajenaci?n de inmovilizado,,2
264,Cr?ditos a largo plazo al personal,,2
2640000000,Cr?ditos a largo plazo al personal,,2
265,Depósitos constituidos a largo plazo,Activos por derivados financieros a largo plazo,0
2650000000,Activos por derivados financieros a largo plazo,,2
268,Imposiciones a largo plazo,,2
2680000000,Imposiciones a largo plazo,,2
269,Desembolsos pendientes sobre participaciones en el patrimonio neto a largo plazo,,2
2690000000,Desembolsos pendientes sobre participaciones en el patrimonio neto a largo plazo,,2
270,Fianzas constituidas a largo plazo,,2
2700000000,Fianzas constituidas a largo plazo,,2
275,Dep?sitos constituidos a largo plazo,,2
2750000000,Dep?sitos constituidos a largo plazo,,2
280,Amortización acumulada del inmovilizado intangible,,
2800000000,Amortización acumulada de investigación,,
2801000000,Amortización acumulada de desarrollo,,
2802000000,Amortización acumulada de concesiones administrativas,,
2803000000,Amortización acumulada de propiedad industrial,,
2805000000,Amortización acumulada de derechos de traspaso,,
2806000000,Amortización acumulada de aplicaciones informáticas,,
2807000000,Amortizaci?n acumulada de derechos sobre activos cedidos en uso,,2
281,Amortización acumulada del inmovilizado material,,
2811000000,Amortización acumulada de construcciones,,
2812000000,Amortización acumulada de instalaciones técnicas,,
2813000000,Amortización acumulada de maquinaria,,
2814000000,Amortización acumulada de utillaje,,
2815000000,Amortización acumulada de otras instalaciones,,
2816000000,Amortización acumulada de mobiliario,,
2817000000,Amortización acumulada de equipos para procesos de información,,
2818000000,Amortización acumulada de elementos de transporte,,
2819000000,Amortización acumulada de otro inmovilizado material,,
282,Amortización acumulada de las inversiones inmobiliarias,,
2820000000,Amortizaci?n acumulada de las inversiones inmobiliarias,,2
283,Cesiones de uso sin contraprestaci?n,,2
2830000000,Cesiones de uso del inmovilizado intangible,,2
2831000000,Cesiones de uso del inmovilizado material,,2
2832000000,Cesiones de uso de las inversiones inmobiliarias,,2
290,Deterioro de valor del inmovilizado intangible,,
2900000000,Deterioro de valor de investigación,,
2901000000,Deterioro del valor de desarrollo,,
2902000000,Deterioro de valor de concesiones administrativas,,
2903000000,Deterioro de valor de propiedad industrial,,
2905000000,Deterioro de valor de derechos de traspaso,,
2906000000,Deterioro de valor de aplicaciones informáticas,,
2907000000,Deterioro de valor de derechos sobre activos cedidos en uso,,2
291,Deterioro de valor del inmovilizado material,,
2910000000,Deterioro de valor de terrenos y bienes naturales,,
2911000000,Deterioro de valor de construcciones,,
2912000000,Deterioro de valor de instalaciones técnicas,,
2913000000,Deterioro de valor de maquinaria,,
2914000000,Deterioro de valor de utillaje,,
2915000000,Deterioro de valor de otras instalaciones,,
2916000000,Deterioro de valor de mobiliario,,
2917000000,Deterioro de valor de equipos para procesos de información,,
2918000000,Deterioro de valor de elementos de transporte,,
2919000000,Deterioro de valor de otro inmovilizado material,,
292,Deterioro de valor de las inversiones inmobiliarias,,
2920000000,Deterioro de valor de los terrenos y bienes naturales,,
2921000000,Deterioro de valor de construcciones,,
293,Deterioro de valor de participaciones a largo plazo en partes vinculadas,,
2933000000,Deterioro de valor de participaciones a largo plazo en empresas del grupo,Deterioro de valor de participaciones a largo plazo en entidades del grupo,0
2934000000,Deterioro de valor de participaciones a largo plazo en empresas asociadas,Deterioro de valor de participaciones a largo plazo en entidades asociadas,0
2935000000,Deterioro de valor de participaciones a largo plazo en otras partes vinculadas,,2
294,Deterioro de valor de valores representativos de deuda a largo plazo de partes vinculadas,,
2943000000,Deterioro de valor de valores representativos de deuda a largo plazo de empresas del grupo,Deterioro de valor de valores representativos de deuda a largo plazo de entidades del grupo,0
2944000000,Deterioro de valor de valores representativos de deuda a largo plazo de empresas asociadas,Deterioro de valor de valores representativos de deuda a largo plazo de entidades asociadas,0
2945000000,Deterioro de valor de valores representativos de deuda a largo plazo de otras partes vinculadas,,
295,Deterioro de valor de créditos a largo plazo a partes vinculadas,,
2953000000,Deterioro de valor de créditos a largo plazo a empresas del grupo,Deterioro de valor de cr?ditos a largo plazo a entidades del grupo,0
2954000000,Deterioro de valor de créditos a largo plazo a empresas asociadas,Deterioro de valor de cr?ditos a largo plazo a entidades asociadas,0
2955000000,Deterioro de valor de créditos a largo plazo a otras partes vinculadas,,
296,Deterioro de valor de participaciones en el patrimonio neto a largo plazo,,2
2960000000,Deterioro de valor de participaciones en el patrimonio neto a largo plazo,,2
297,Deterioro de valor de valores representativos de deuda a largo plazo,,
2970000000,Deterioro de valor de valores representativos de deuda a largo plazo,,2
298,Deterioro de valor de créditos a largo plazo,,
2980000000,Deterioro de valor de cr?ditos a largo plazo,,2
299,Deterioro de valor de bienes del Patrimonio Hist?rico,,2
2990000000,Deterioro de valor de bienes inmuebles,,2
2991000000,Deterioro de valor de archivos,,2
2992000000,Deterioro de valor de bibliotecas,,2
2993000000,Deterioro de valor de museos,,2
2994000000,Deterioro de valor de bienes muebles,,2
300,Mercaderías A,,
3000000000,Mercader?as A,,2
301,Mercaderías B,,
3010000000,Mercader?as B,,2
302,Art?culos A,,2
3020000000,Art?culos A,,2
303,Art?culos B,,2
3030000000,Art?culos B,,2
310,Materias primas A,,
3100000000,Materias primas A,,2
311,Materias primas  B,,
3110000000,Materias primas  B,,2
320,Elementos y conjuntos incorporables,,
3200000000,Elementos y conjuntos incorporables,,2
321,Combustibles,,
3210000000,Combustibles,,2
322,Repuestos,,
3220000000,Repuestos,,2
325,Materiales diversos,,
3250000000,Materiales diversos,,2
326,Embalajes,,
3260000000,Embalajes,,2
327,Envases,,
3270000000,Envases,,2
328,Material de oficina,,
3280000000,Material de oficina,,2
330,Productos en curso A,,
3300000000,Productos en curso A,,2
331,Productos en curso B,,
3310000000,Productos en curso B,,2
340,Productos semiterminados A,,
3400000000,Productos semiterminados A,,2
341,Productos semiterminados B,,
3410000000,Productos semiterminados B,,2
350,Productos terminados A.,,
3500000000,Productos terminados A.,,2
351,Productos terminados B.,,
3510000000,Productos terminados B.,,2
360,Subproductos A.,,
3600000000,Subproductos A.,,2
361,Subproductos B.,,
3610000000,Subproductos B.,,2
365,Residuos A.,,
3650000000,Residuos A.,,2
366,Residuos B.,,
3660000000,Residuos B.,,2
368,Materiales recuperados A.,,
3680000000,Materiales recuperados A.,,2
369,Materiales recuperados B.,,
3690000000,Materiales recuperados B.,,2
390,Deterioro de valor de las mercaderías,Deterioro de valor de bienes destinados a la actividad,0
3900000000,Deterioro de valor de bienes destinados a la actividad,,2
391,Deterioro  de valor de las materias primas,,
3910000000,Deterioro  de valor de las materias primas,,2
392,Deterioro  de valor de otros aprovisionamientos,,
3920000000,Deterioro  de valor de otros aprovisionamientos,,2
393,Deterioro  de valor de los productos en curso,,
3930000000,Deterioro  de valor de los productos en curso,,2
394,Deterioro  de valor de los productos semiterminados,,
3940000000,Deterioro  de valor de los productos semiterminados,,2
395,Deterioro  de valor de los productos terminados,,
3950000000,Deterioro  de valor de los productos terminados,,2
396,"Deterioro  de valor de los subproductos, residuos y materiales recuperados",,
3960000000,"Deterioro  de valor de los subproductos, residuos y materiales recuperados",,2
400,Proveedores,,
4000000000,Proveedores (euros),,
4004000000,Proveedores (moneda extranjera),,
4009000000,"Proveedores, facturas pendientes de recibir o de formalizar","Proveedores, facturas pendientes de recibir o de formalizar.",0
401,"Proveedores, efectos comerciales a pagar",,1
4010000000,"Proveedores, efectos comerciales a pagar",,2
403,"Proveedores, empresas del grupo","Proveedores, entidades del grupo",0
4030000000,"Proveedores, empresas del grupo (euros)","Proveedores, entidades del grupo (euros)",0
4031000000,"Efectos comerciales a pagar, empresas del grupo","Efectos comerciales a pagar, entidades del grupo",0
4034000000,"Proveedores, empresas del grupo (moneda extranjera)","Proveedores, entidades del grupo (moneda extranjera)",0
4036000000,"Envases y embalajes a devolver a proveedores, empresas del grupo","Envases y embalajes a devolver a proveedores, entidades del grupo",0
4039000000,"Proveedores, empresas del grupo, facturas pendientes de recibir o de formalizar","Proveedores, entidades del grupo, facturas pendientes de recibir o de formalizar",0
404,"Proveedores, empresas asociadas","Proveedores, entidades asociadas",0
4040000000,"Proveedores, entidades asociadas",,2
405,"Proveedores, otras partes vinculadas",,
4050000000,"Proveedores, otras partes vinculadas",,2
406,Envases y embalajes a devolver a proveedores,,
4060000000,Envases y embalajes a devolver a proveedores,,2
407,Anticipos a proveedores,,
4070000000,Anticipos a proveedores,,2
410,Acreedores por prestación de servicios,,
4100000000,Acreedores por prestación de servicios (euros),,
4104000000,Acreedores por prestación de servicios (moneda extranjera),,
4109000000,"Acreedores por prestación de servicios, facturas pendientes de recibir o formalizar",,
411,"Acreedores, efectos comerciales a pagar",,
4110000000,"Acreedores, efectos comerciales a pagar",,2
412,"Beneficiarios, acreedores",,2
4120000000,"Beneficiarios, acreedores",,2
419,Acreedores por operaciones en común,,
4190000000,Acreedores por operaciones en com?n,,2
430,Clientes,,
4300000000,Clientes (euros),,
4304000000,Clientes (moneda extranjera),,
4309000000,"Clientes, facturas pendientes de formalizar",,
431,"Clientes, efectos comerciales a cobrar",,
4310000000,Efectos comerciales en cartera,,
4311000000,Efectos comerciales descontados,,
4312000000,Efectos comerciales en gestión de cobro,,
4315000000,Efectos comerciales impagados,,
432,"Clientes, operaciones de factoring""""","Clientes, operaciones de ""factoring""",0
4320000000,"Clientes, operaciones de ""factoring""",,2
433,"Clientes, empresas del grupo","Clientes, entidades del grupo",0
4330000000,"Clientes, empresas del grupo (euros)",Clientes entidades del grupo (euros),0
4331000000,"Clientes, efectos comerciales a cobrar, empresas del grupo","Efectos comerciales a cobrar, entidades del grupo",0
4332000000,"Clientes empresas del grupo, operaciones de factoring""""","Clientes entidades del grupo, operaciones de ""factoring""",0
