id,nombre,texto,accion,campoVisualizacion,usarEtiquetasIni,idPadre,esConfiguracion,icono,orden,campoPermiso,tipoAcceso
861,Plantillas Predeterminadas,Plantillas Predeterminadas,"AbrirTipoFichero|1210,2",bMostrarPlantillasWord,0,631,0,,90,,1
862,Plantillas Predeterminadas,Plantillas Predeterminadas,"AbrirTipoFichero|1210,3",bMostrarPlantillasWord,0,637,0,,60,,1
863,Plantillas Predeterminadas,Plantillas Predeterminadas,"AbrirTipoFichero|1210,4",,0,659,0,,60,,1
864,Plantillas Predeterminadas,Plantillas Predeterminadas,"AbrirTipoFichero|1210,5",bvercontroloportunidad,0,949,0,,8,,1
865,Plantillas Predeterminadas,Plantillas Predeterminadas,"AbrirTipoFichero|1210,6",,0,733,0,,20,,1
866,Plantillas Predeterminadas,Plantillas Predeterminadas,"AbrirTipoFichero|1210,8",,0,722,0,,20,,1
867,Plantillas Predeterminadas,Plantillas Predeterminadas,"AbrirTipoFichero|1210,9",,0,717,0,,4,permisoAccion:VerModuloWhatsApp,1
868,Plantillas Predeterminadas,Plantillas Predeterminadas,"AbrirTipoFichero|1210,11",,0,725,0,,30,,1
869,Plantillas Predeterminadas,Plantillas Predeterminadas,"AbrirTipoFichero|1210,7",bcontrolcursos[AND]bMostrarPlantillasWord,0,617,0,,60,,1
870,Plantillas Predeterminadas,Plantillas Predeterminadas,"AbrirTipoFichero|1210,7",bvercontrolAsistencia,0,129,0,,20,,1
871,ConfGeneralesAccCli,MN program Web,"AbrirEjecutable|ConfigGenerales.exe,AccesoClientes",,0,700,0,,3,,1
872,ModPremium,Módulos Premium,,,0,0,0,,300,,
873,Servicios Contratados,Servicios,AbrirTipoFichero|1211,bMostrarServiciosCli,1,52,0,,70,,
876,Emisores Facturas,Emisores Facturas,AbrirTipoFichero|1212,bPermitirFactDifCIF,0,631,0,,30,,
877,MN program Web,MN program Web,,DELPHI,0,872,0,accesocloud_16x16,70,,
878,Recursos,Recursos,,bVerRecursos[AND]!bvercamas,0,658,0,,70,,1
879,Recursos,Recursos,AbrirModulo|55,bVerRecursos[AND]!bvercamas,0,878,0,,10,,
880,Control Movimientos Recursos,Control Movimientos Recursos,AbrirModulo|64,bVerRecursos[AND]!bvercamas,0,878,0,,20,,
881,Control de Tesorería,Control de Tesorería,AbrirModulo|62,bVerControlTesoreria,0,352,0,,40,accesoTesoreria,
882,ConfMFA,Verificación en dos pasos,"AbrirEjecutable|ConfigGenerales.exe,MFA",esCloud,0,118,0,,40,,1
883,Mascotas,TituloMascotaPl,AbrirModulo|63,bVerMascotas,1,1,0,,160,,
884,CuentasEmailer,Cuentas,AbrirTipoFichero|1213,bVerEmailer,0,686,0,,2,,1
885,FirmasEmailer,Firmas,"AbrirEjecutable|Emailer.exe,3",bVerEmailer,0,686,0,,3,,1
886,Histórico Informes,Histórico Informes,AbrirTipoFichero|1214,bVerCuadroMandos[OR]esFreemium,0,106,0,,40,,
890,TPV,TPV,,bvertpv,0,52,0,,90,,0
891,AbrirTPV,TPV,AbrirEjecutable|TPV.exe,bvertpv,0,890,0,,0,,0
892,ConfTPV,Configuraciones,,,0,890,0,,1,,1
893,ConfGeneralesTPV,Generales,"AbrirEjecutable|ConfigGenerales.exe,TPV",,0,892,0,,0,,1
894,Escalas,EtiqCuestionarios,,bverescalas,1,0,0,escalas,170,,0
895,ControlRespuestasEscalas,EtiqControlRespuestasCuestionarios,AbrirModulo|65,bvercontrolrespuestasescalas,1,894,0,,20,,0
896,ConfEscalas,Configuraciones,,,0,894,0,,40,,1
897,ConfEscalasPredefinidas,EtiqCuestionariosPredefinidos,AbrirTipoFichero|1216,,1,896,0,,10,,1
899,Formularios de Solicitud de Servicio,Formularios de Solicitud de Servicio,,DELPHI,0,168,0,,40,,
900,Configurar Webs,Formularios de Solicitud de Servicio,"AbrirEjecutable|ConfiguracionAccesoCloud.exe,formulariosregistro,3",bVerModuloFormulariosClientes[AND]bVerAtencionCliente[AND]FORZARVISUALIZACIONPREMIUM[AND]bVerFormulariosSolicitudServ,0,168,0,,40,,
901,Enviar Enlace,Enviar Enlace,,bMostrarOficinaVirtual[AND]bVerModuloFormulariosClientes,0,899,0,,2,,
902,Correo,Correo,"AbrirTipoFichero|1072,3",bMostrarOficinaVirtual[AND]bVerModuloFormulariosClientes,0,901,0,,1,,
903,WhatsApp,WhatsApp,"AbrirTipoFichero|1073,3",bMostrarOficinaVirtual[AND]bVerModuloFormulariosClientes,0,901,0,,2,permisoAccion:VerModuloWhatsApp,
905,Lexnet,Lexnet,,ComprobarEjecutable|Lexnet.exe[AND]bVerLexnet,0,432,0,,10,,
906,Escritos en Cola,Escritos en Cola,AbrirTipoFichero|1218,ComprobarEjecutable|Lexnet.exe[AND]bVerLexnet[AND]bMostrarEscritosColaLexnet,0,905,0,,20,,
907,MenuPIA,Plan Individual,,bVerControlPIA,0,0,0,pia_16x16,160,,
908,Control PIA,Control de PIA,AbrirModulo|66,,0,907,0,,10,,
909,ConfPIA,Configuración,,,0,907,0,,30,,1
910,PlantillasWordPIA,Plantillas de Word,AbrirTipoFichero|1220,bMostrarPlantillasWord,0,909,0,,10,,
911,PredefinidosPIA,Predefinidos,,,0,909,0,,20,,
912,ObjetivosPredefPIA,Objetivos,AbrirTipoFichero|1219,,0,911,0,,10,,
914,PIA,PIA,,bVerControlPIA,0,175,0,,150,,
915,Objetivos Predefinidos,Objetivos,AbrirTipoFichero|1219,,0,914,0,,10,,
917,ControlEscalas,EtiqControlCuestionarios,AbrirModulo|67,,1,894,0,,10,,0
919,Artículos Predefinidos,Artículos,AbrirTipoFichero|1217,bMostarArticulos,0,829,0,,20,,
923,Calendario de Obligaciones,Calendario de Obligaciones,AbrirTipoFichero|1223,bMostrarCalendarioObligaciones[AND]!bMostrarPlanificacionTareas,0,928,0,,20,,0
926,Tareas,TareasPl,,(!bMostrarPlanificacionTareas)[AND](bVerAtencionCliente),1,0,0,tareas_plazos_16x16,70,,
927,Tareas,TareasPl,AbrirModulo|49,bVerAtencionCliente[AND]!bTipoTareaMenuPrincipal,1,926,0,,10,,
928,ConfTareas,Configuraciones,,,0,926,0,,30,,
929,ConfGeneralesTareasGen,Generales,"AbrirEjecutable|ConfigGenerales.exe,AtencionCliente",,0,928,0,,10,,
930,Predefinidos,Predefinidos,,,0,928,0,,30,,
931,Tareas Predefinidas,EtiqTareasProp,AbrirTipoFichero|1175,bVerTareasSubtareas,1,930,0,,10,,
932,Subtareas Predefinidas,TareasPl,AbrirTipoFichero|1176,bVerAtencionCliente,1,930,0,,20,,
935,Monitorización,Monitorización,AbrirModulo|68,bVerMonitorizacion,0,1176,0,,20,permisoAccion:ControlHorarioMonitorizacion,
936,Artículos Predefinidos,Artículos,AbrirTipoFichero|1217,bMostarArticulos,0,825,0,,40,,
937,Artículos Predefinidos,Artículos,AbrirTipoFichero|1217,bMostarArticulos,0,829,0,,30,,
938,Artículos Predefinidos,Artículos,AbrirTipoFichero|1217,bMostarArticulos,0,811,0,,50,,
940,Calendario de Obligaciones,Calendario de Obligaciones,AbrirTipoFichero|1223,bMostrarCalendarioObligaciones[AND]bMostrarPlanificacionTareas,0,659,0,,70,,0
941,controlTrabajos,EtiqTareasProp,AbrirModulo|70,bVerTareasSubtareas[AND]bMostrarPlanificacionTareas,1,658,0,,30,,
942,controlTrabajos2,EtiqTareasProp,AbrirModulo|70,bVerTareasSubtareas[AND]!bMostrarPlanificacionTareas,1,926,0,,20,,
943,Recall,Recall,AbrirTipoFichero|1226,bVerRecall,0,39,0,,20,,
945,Fichaje,Fichaje,,,0,191,0,,10,,
946,ConfGeneralesMonitorizacion,Monitorización,"AbrirEjecutable|ConfigGenerales.exe,Monitorizacion",,0,651,0,,10,,1
947,PlantillasCorreoTimeReport,Plantillas de Correo,"AbrirEjecutable|Correo.exe,plantillas,correo",,0,648,0,,20,,1
949,ConfiguracionesMasModulosPremium,Configuraciones,,DELPHI,0,944,0,,110,,
951,TareasPredefinidasMenu,TareasPl,,!bMostrarPlanificacionTareas[AND]bVerAtencionCliente,1,175,0,,130,,
952,TareasPredefinidasTareas,EtiqTareasProp,AbrirTipoFichero|1175,bVerTareasSubtareas[AND]!bMostrarPlanificacionTareas,1,951,0,,20,,
953,TareasPredefinidasSubTareas,TareasPl,AbrirTipoFichero|1176,!bMostrarPlanificacionTareas,1,951,0,,10,,
954,TareasPredefPlanificacion,EtiqTareasProp,AbrirTipoFichero|1175,bVerTareasSubtareas[AND]bMostrarPlanificacionTareas,1,812,0,,30,,
955,WhatsappBusiness,Whatsapp Business,,configuracionCom:WhatsappBusiness|Activado,0,716,0,,2,,1
956,WhatsappRecordatorios,Recordatorios Automáticos,"AbrirEjecutable|Emailer.exe,5",,0,955,0,,1,permisoAccion:VerModuloWhatsApp,1
957,WhatsappWeb,Whatsapp Web,AbrirTipoFichero|1075,configuracionCom:WhatsappBusiness|Activado,0,716,0,,1,permisoAccion:VerModuloWhatsApp,1
958,PlantillasWhatsappBsns,Plantillas Whatsapp Business,AbrirTipoFichero|1229,configuracionCom:WhatsappBusiness|Activado,0,176,0,,80,permisoAccion:VerModuloWhatsApp,1
959,PlantillasWhatsappBsns2,Plantillas Whatsapp Business,AbrirTipoFichero|1229,configuracionCom:WhatsappBusiness|Activado,0,717,0,,3,permisoAccion:VerModuloWhatsApp,1
960,validacionGastos,Validación de Gastos,AbrirTipoFichero|1253,bVerValidacionGastos,0,73,0,,70,,1
1003,Modelo 190,Modelo 190,AbrirTipoFichero|1225,,0,85,0,,50,permisoAccion:VerModelosAEATConta,0
1004,Modelo 190,Modelo 190,AbrirTipoFichero|1224,,0,443,0,,50,permisoAccion:VerModelosAEATFactu,0
1005,Reserva de Agenda,Reserva de Agenda,AbrirTipoFichero|1230,bMostrarCitaOnlineCitas,0,480,0,,10,,
1006,Reserva Online SoloUnaConfig,Reserva Online,,DELPHI,0,858,0,,4,,
1007,Reserva de Agenda,Reserva de Agenda,AbrirTipoFichero|1230,bMostrarCitaOnlineCitas[AND]FORZARVISUALIZACIONPREMIUM,0,1006,0,,1,,
1008,Enviar Enlace,Enviar Enlace,,bMostrarCitaOnlineCitas[AND]FORZARVISUALIZACIONPREMIUM,0,1006,0,,2,,
1009,Correo,Correo,AbrirTipoFichero|1082,bMostrarCitaOnlineCitas,0,1008,0,,1,,
1010,WhatsApp,WhatsApp,AbrirTipoFichero|1083,bMostrarCitaOnlineCitas,0,1008,0,,2,permisoAccion:VerModuloWhatsApp,
1011,Configurar Web,Configuraciones,,bMostrarCitaOnlineCitas[AND]FORZARVISUALIZACIONPREMIUM,0,1006,0,,3,,
1012,Configurar Web Reserva de Agenda,Configurar Web Reserva de Agenda,AbrirTipoFichero|1228,bMostrarCitaOnlineCitas,0,1011,0,,1,,
1013,Configurar Web,Configurar Web Reserva de Cursos,AbrirTipoFichero|1104,bMostrarCitaOnlineCursos[AND]FORZARVISUALIZACIONPREMIUM,0,1006,0,,1,,
1014,Enviar Enlace,Enviar Enlace,,bMostrarCitaOnlineCursos[AND]FORZARVISUALIZACIONPREMIUM,0,1006,0,,2,,
1015,Correo,Correo,AbrirTipoFichero|1105,bMostrarCitaOnlineCursos,0,1014,0,,1,,
1016,WhatsApp,WhatsApp,AbrirTipoFichero|1106,bMostrarCitaOnlineCursos,0,1014,0,,2,permisoAccion:VerModuloWhatsApp,
1017,Configurar Web,Configurar Web Reserva de Clases,AbrirTipoFichero|1101,bMostrarCitaOnlineClases[AND]FORZARVISUALIZACIONPREMIUM,0,1006,0,,1,,
1018,Enviar Enlace,Enviar Enlace,,bMostrarCitaOnlineClases[AND]FORZARVISUALIZACIONPREMIUM,0,1006,0,,2,,
1019,Correo,Correo,AbrirTipoFichero|1102,bMostrarCitaOnlineClases,0,1018,0,,1,,
1020,WhatsApp,WhatsApp,AbrirTipoFichero|1103,bMostrarCitaOnlineClases,0,1018,0,,2,permisoAccion:VerModuloWhatsApp,
1021,Configurar Web,Configurar Web Reserva de Tareas,AbrirTipoFichero|1107,bMostrarCitaOnlineTareas[AND]FORZARVISUALIZACIONPREMIUM,0,1006,0,,1,,
1022,Enviar Enlace,Enviar Enlace,,bMostrarCitaOnlineTareas[AND]FORZARVISUALIZACIONPREMIUM,0,1006,0,,2,,
1023,Correo,Correo,AbrirTipoFichero|1108,bMostrarCitaOnlineTareas,0,1022,0,,1,,
1024,WhatsApp,WhatsApp,AbrirTipoFichero|1109,bMostrarCitaOnlineTareas,0,1022,0,,2,permisoAccion:VerModuloWhatsApp,
1025,Inmuebles,TituloInmueblePl,AbrirModulo|69,bVerInmuebles[AND]!bVerPortalesInmobiliarios,1,0,0,stock_16x16,25,,
1026,recursosCamas,Habitaciones y Camas,AbrirModulo|55,bvercamas,0,0,0,Habitaciones_y_camas,180,,
1027,Sin Empresas Participantes,Sin Empresas Participantes,AbrirTipoFichero|1115,bverBonificacion,0,405,0,,10,,0
1028,Con Empresas Participantes,Con Empresas Participantes,AbrirTipoFichero|1233,bverBonificacion,0,405,0,,20,,0
1029,ConfGeneralesFactCont,Contadores,AbrirModulo|1232,esFreemium,0,631,0,,40,,1
1030,Grupos de Empresa,Grupos de Empresas,AbrirTipoFichero|1234,bverBonificacion,0,406,0,,30,,0
1031,Grupos de Empresa,Grupos de Empresas,AbrirTipoFichero|1235,bverBonificacion,0,407,0,,30,,0
1032,WhatsappChat,Chat,AbrirTipoFichero|1237,configuracionCom:WhatsappBusiness|Activado,0,955,0,,2,permisoAccion:VerModuloWhatsApp,1
1033,Comprobaciones Modelos,Comprobaciones Modelos,,!bOcultarModelosAEAT,0,442,0,,30,,0
1034,Modelos 303 y 390,Modelos 303 y 390,AbrirTipoFichero|1236,,0,1033,0,,50,permisoAccion:VerModelosAEATFactu,0
1035,Comprobaciones Modelos,Comprobaciones Modelos,,!bOcultarModelosAEAT,0,81,0,,30,,0
1036,Modelos 303 y 390,Modelos 303 y 390,AbrirTipoFichero|1238,,0,1035,0,,40,permisoAccion:VerModelosAEATConta,0
1037,EnlacesEscalas,Enviar Enlace,,esCloud[AND]bMostrarCuestionariosWeb[AND]webAngular,0,894,0,,30,,0
1038,EnlacesEscalasCorreo,Por Correo,AbrirTipoFichero|1239,,0,1037,0,,10,,0
1039,EnlacesEscalasWhatsapp,Por Whatsapp,AbrirTipoFichero|1240,,0,1037,0,,20,permisoAccion:VerModuloWhatsApp,0
1040,Escalas,EtiqCuestionariosWeb,,DELPHI,1,1159,0,,20,,0
1041,ConfEscalasPredefinidas,EtiqCuestionariosWeb,AbrirTipoFichero|1216,esCloud[AND]bMostrarCuestionariosWeb[AND]bverescalas,1,675,0,,40,,1
1042,EnlacesEscalas,Enviar Enlace,,esCloud[AND]bMostrarCuestionariosWeb[AND]webAngular[AND]bverescalas,0,1040,0,,10,,0
1043,EnlacesEscalasCorreo,Por Correo,AbrirTipoFichero|1239,esCloud[AND]bMostrarCuestionariosWeb[AND]webAngular[AND]bverescalas,0,1042,0,,10,,0
1044,EnlacesEscalasWhatsapp,Por Whatsapp,AbrirTipoFichero|1240,esCloud[AND]bMostrarCuestionariosWeb[AND]webAngular[AND]bverescalas,0,1042,0,,20,permisoAccion:VerModuloWhatsApp,0
1045,Modelo 347,Modelo 347,AbrirTipoFichero|1241,,0,1033,0,,60,permisoAccion:VerModelosAEATFactu,0
1046,Modelo 347,Modelo 347,AbrirTipoFichero|1242,,0,1035,0,,50,permisoAccion:VerModelosAEATConta,0
1047,Modelo 349,Modelo 349,AbrirTipoFichero|1243,,0,1033,0,,70,permisoAccion:VerModelosAEATFactu,0
1048,Modelo 349,Modelo 349,AbrirTipoFichero|1244,,0,1035,0,,60,permisoAccion:VerModelosAEATConta,0
1049,Modelos 111 y 190,Modelos 111 y 190,AbrirTipoFichero|1245,,0,1033,0,,10,permisoAccion:VerModelosAEATFactu,0
1050,Modelos 111 y 190,Modelos 111 y 190,AbrirTipoFichero|1246,,0,1035,0,,10,permisoAccion:VerModelosAEATConta,0
1051,Modelo 130,Modelo 130,AbrirTipoFichero|1247,,0,1033,0,,30,permisoAccion:VerModelosAEATFactu,0
1052,Modelo 130,Modelo 130,AbrirTipoFichero|1248,,0,1035,0,,30,permisoAccion:VerModelosAEATConta,0
1053,ConfGeneralesContaFreemiumFactu,Generales,"AbrirTipoFichero|1251,2",esFreemiumFactu,0,643,0,,20,,1
1054,PlantillasPredeterminadasFreemiumFactu,Plantillas Predeterminadas,AbrirTipoFichero|1210,esFreemiumFactu,0,631,0,,80,,1
1055,Modelos 115 y 180,Modelos 115 y 180,AbrirTipoFichero|1249,,0,1033,0,,20,permisoAccion:VerModelosAEATFactu,0
1057,Modelos 115 y 180,Modelos 115 y 180,AbrirTipoFichero|1250,,0,1035,0,,20,permisoAccion:VerModelosAEATConta,0
1058,Propiedades,Propiedades,,False,0,0,0,sala_azul,298,,
1059,Propiedades,Propiedades,AbrirModulo|69,,0,1058,0,,10,,
1060,Portales Inmobiliarios,Portales Inmobiliarios,"AbrirEjecutable|ConfigGenerales.exe,PortalesInmobiliarios",bVerPortalesInmobiliarios,0,1058,0,,20,,
1061,depurarMandatos,Herramientas de Chequeo,AbrirTipoFichero|1254,,0,418,0,,10,,0
1062,Modelo 233,Modelo 233,AbrirTipoFichero|1255,bVerModelo233,0,1033,0,,40,permisoAccion:VerModelosAEATFactu,0
1063,Inmuebles,TituloInmueblePl,,bVerInmuebles[AND]bVerPortalesInmobiliarios,1,0,0,stock_16x16,25,,
1064,Inmuebles,TituloInmueblePl,AbrirModulo|69,bVerInmuebles,1,1063,0,,1,,
1065,ConfInmuebles,Configuraciones,,,0,1063,0,,2,,1
1066,Portales Inmobiliarios,Portales Inmobiliarios,"AbrirEjecutable|ConfigGenerales.exe,PortalesInmobiliarios",bVerPortalesInmobiliarios,0,1065,0,,1,,
1067,SelEncabezado,Seleccionar Encabezado,AbrirTipoFichero|1256,,0,655,0,,20,,
1068,SelPiePagina,Seleccionar Pie de Página,AbrirTipoFichero|1257,,0,655,0,,30,,
1069,Controles Médicos,Controles Médicos,,MostrarControlesMedicos,0,175,0,,20,,
1070,Controles Médicos Predefinidos,Controles Médicos,AbrirTipoFichero|1263,MostrarControlesMedicos,0,1069,0,,10,,0
1071,RRHH,RRHH,,bVerRrhh[AND]FORZARVISUALIZACIONPREMIUM,0,872,0,controlhorario_16x16,140,bVerRrhh,
1072,Trabajadores,Trabajadores,AbrirModulo|40,bVerRrhh,0,1071,0,,1,,
1073,Turnos y Ausencias,Turnos y Ausencias,,bVerRrhh,0,1071,0,,2,,
1074,Control Horario,Control Horario,,bVerRrhh,0,1071,0,,3,,
1075,Fichaje,Fichaje,,bVerRrhh,0,1074,0,,10,,
1076,Inicio Jornada,Inicio Jornada,"AbrirTipoFichero|1076,0",bVerTimeReport[OR]bWorkControlHorario[OR]esFreemium,0,1075,0,,1,,
1077,Fin Jornada,Fin Jornada,"AbrirTipoFichero|1076,1",bVerTimeReport[OR]bWorkControlHorario[OR]esFreemium,0,1075,0,,2,,
1078,Inicio Descanso,Inicio Descanso,"AbrirTipoFichero|1076,2",bVerTimeReport[OR]bWorkControlHorario[OR]esFreemium,0,1075,0,,3,,
1079,Fin Descanso,Fin Descanso,"AbrirTipoFichero|1076,3",bVerTimeReport[OR]bWorkControlHorario[OR]esFreemium,0,1075,0,,4,,
1080,Historial de Fichajes,Historial de Fichajes,"AbrirModulo|39,2",bWorkControlHorario,0,1074,0,,20,permisoAccion:ControlHorarioHistorialFichajes,
1081,Informes,Informes,"AbrirModulo|39,3",bVerInformesTR,0,1074,0,,30,permisoAccion:ControlHorarioInformes,
1082,Monitorización,Monitorización,AbrirModulo|68,DELPHI,0,1071,0,,4,permisoAccion:ControlHorarioMonitorizacion,
1083,OporFreemiumMenu,OportunidadesPl,,esFreemiumFactu[AND]bvercontroloportunidad,1,721,0,,70,,
1084,OporFreemiumModulo,OportunidadesPl,AbrirModulo|1,esFreemiumFactu,1,1083,0,,10,,
1085,OporFreemiumConfig,Configuraciones,,esFreemiumFactu,0,1083,0,,20,,
1086,OporFreemiumConfigMod,Generales,AbrirTipoFichero|1262,esFreemiumFactu,0,1085,0,,10,,
1087,OporFreemiumPredef,Predefinidos,,esFreemiumFactu,0,1083,0,,30,,
1088,OporFreemiumPredefMod,OportunidadesPl,AbrirTipoFichero|1024,esFreemiumFactu,1,1087,0,,10,,
1089,ConfStock,Configuraciones,,,0,854,0,,50,,1
1090,ConfGeneralesStock,Generales,AbrirTipoFichero|1264,,0,1089,0,,10,,1
1091,ConfGeneralesStockCont,Contadores,AbrirTipoFichero|1258,False,0,1089,0,,20,,1
1092,Predefinidos,Predefinidos,,False,0,1089,0,,30,,
1093,Pedidos Predefinidos,Compras,AbrirTipoFichero|1112,bVerModuloCompra,1,1092,0,,10,,
1094,FactUtiles,Utilidades,,bvereliminarfacturasnocobros[OR]bMostrarHerramientasChequeo,0,351,0,,60,,
1095,HerraCheqFact,Herramientas de Chequeo,AbrirTipoFichero|1265,bMostrarHerramientasChequeo,0,1094,0,,10,,
1096,TesoreriaUtiles,Utilidades,,bMostrarHerramientasChequeo,0,352,0,,80,,
1097,HerraCheqTesor,Herramientas de Chequeo,AbrirTipoFichero|1266,bMostrarHerramientasChequeo,0,1096,0,,10,,
1098,PresVet,PRESVET,AbrirTipoFichero|1268,bRecetaPresVet,0,732,0,,20,,
1099,Control de Turnos y Ausencias,Control de Turnos y Ausencias,AbrirModulo|72,bVerRrhh,0,1073,0,,2,permisoAccion:AccesoControlTurnos,
1100,Solicitar Vacaciones/Ausencia,Solicitar Vacaciones/Ausencia,AbrirTipoFichero|1269,bVerRrhh,0,1073,0,,2,,
1101,CalendarioTurnos,Calendario,AbrirTipoFichero|1270,bVerRrhh,0,1073,0,,1,,
1102,Buscar Ficha,Buscar Ficha,AbrirTipoFichero|1273,,0,1,0,,10,,
1103,Buscar Expedientes,ExpBuscarExp,AbrirTipoFichero|1272,bVerExpedientes,1,6,0,,10,ExpPer,
1104,[Grupo]RegistroDatos,Registro de Datos,,,0,0,0,,30,,
1105,[Grupo]GestionInmuebles,Gestión de Inmuebles,,,0,0,0,,10,,
1106,[Grupo]GestionExpedientes,func:etiqTitGrupoGestionExpedientes,,bVerExpedientes,1,0,0,,20,,
1107,[Grupo]GestorDocumental,Gestor Documental,,,0,0,0,,42,,
1108,[Grupo]Agenda,Agenda,,,0,0,0,,52,,
1109,[Grupo]Comunicaciones,Comunicaciones,,,0,0,0,,62,,
1110,[Grupo]Odontologia,Odontología,,,0,0,0,,72,,
1111,[Grupo]RecetasMedicas,Recetas Médicas,,,0,0,0,,82,,
1112,[Grupo]Lexnet,Lexnet,,,0,0,0,,92,,
1113,[Grupo]ImputacionTiempos,Imputación de Tiempos,,,0,0,0,,102,,
1114,[Grupo]Historial,Historial,,,0,0,0,,112,,
1115,[Grupo]PlanIndividual,Plan Individual,,,0,0,0,,122,,
1116,[Grupo]RegistroMedicacion,Registro Medicación,,,0,0,0,,132,,
1117,[Grupo]Planificacion,Planificación,,HijosVisibles-659,0,0,0,,142,,
1118,[Grupo]Logistica,Logística,,,0,0,0,,152,,
1119,[Grupo]GestionComercial,Gestión Comercial,,,0,0,0,,162,,
1120,[Grupo]GestionRecobros,Gestión de Recobros,,,0,0,0,,172,,
1121,[Grupo]GestionEconomica,Gestión Económica,,,0,0,0,,182,,
1122,[Grupo]GestionPlantillas,Gestión de Plantillas,,,0,0,0,,66,,
1123,[Grupo]Atajos,Atajos,,DELPHI,0,0,0,,63,,
1124,[Grupo]Recursos,Recursos,,,0,0,0,,212,,
1125,[Grupo]Informes,Informes,,,0,0,0,,222,,
1126,[Grupo]Seguridad,Seguridad,,,0,0,0,,232,,
1127,[Grupo]Utilidades,Utilidades,,,0,0,0,,242,,
1128,[Grupo]ModulosPremium,Módulos Premium,,,0,0,0,,252,,
1129,Potenciales,func:EtiqPotenciales|true,AbrirModulo|29,bverpotenciales,1,1119,0,,102,clipotenper,
1130,MisAtajos,Mis Atajos,AbrirTipoFichero|1276,bverAtajos,0,690,0,,40,,
1131,GrupoFirma,MN Sign,,False,0,0,0,,1007,,
1132,ParamPuestas,Configuraciones,"AbrirEjecutable|ConfigGenerales.exe,Parametrización",False,0,0,0,,1017,,
1133,papeleracli,Papelera de Reciclaje,AbrirTipoFichero|1274,bVerPapeleraReciclaje,0,1,0,,170,permisoAccion:VerPapeleraReciclaje,
1134,papeleraexp,Papelera de Reciclaje,AbrirTipoFichero|1275,bVerPapeleraReciclaje,0,6,0,,30,permisoAccion:VerPapeleraReciclaje,
1135,[Grupo]GestionUsuarios,Gestión de Usuarios,,esSupervisor[AND]bvertrabajador,0,0,0,,1,,
1136,GestionUsuarios,Usuarios,AbrirTipoFichero|1127,esSupervisor[AND]bvertrabajador,0,1135,0,Operadores,1,,
1137,GestionPermisos,Permisos,AbrirTipoFichero|1119,esSupervisor[AND]bModuloPermisosNet,0,1135,0,Permisos1,2,,
1138,MenuExpedientes,EtiqExpedientesProp,,bVerExpedientes,1,1106,0,expedientes_16x16,222,ExpPer,
1139,MenuAlumnos,EtiqAlumnosProp,,bveralumno[AND]bcontrolcursos[AND]bVerExpedientes,1,1106,0,basesdatos_16x16,212,ExpPer,
1140,AlumnosGrupo,EtiqAlumnosProp,AbrirModulo|38,bveralumno[AND]bcontrolcursos[AND]bVerExpedientes,1,1139,0,basesdatos_16x16,214,ExpPer,
1141,BuscarAlumno,Buscar Ficha,AbrirTipoFichero|1273,bveralumno[AND]bcontrolcursos[AND]bVerExpedientes,1,1139,0,ico_buscar_ficha,213,ExpPer,
1142,papeleraalum,Papelera de Reciclaje,AbrirTipoFichero|1274,bVerPapeleraReciclaje,1,1139,0,papelera_16x16,214,ExpPer,
1144,Expedientes2,EtiqExpedientesProp,AbrirModulo|31,bVerExpedientes[AND]!bTipoExpMenuPrincipal,1,6,0,,20,ExpPer,
1145,Expedientes3,EtiqExpedientesProp,AbrirModulo|31,False,1,6,0,,40,ExpPer,
1146,NuevoInforme,Informes,AbrirTipoFichero|1277,bMostrarInformes,0,0,0,informes_sencillos_16x16,2708,,
1147,Cuadro de Mando,Informes,"AbrirEjecutable|CuadroMandos.exe,--sencillos=1",bVerCuadroMandos[OR]esFreemium,0,106,0,,10,,
1148,VeriFactu,Veri*Factu,,bActivarVeriFActu,0,351,0,,45,,
1149,Facturas VeriFactu,Facturas Veri*Factu,AbrirVeriFactu|,bActivarVeriFActu,0,1148,0,,10,,
1150,ConfFacturacion,Configuraciones,,bActivarVeriFActu,0,1148,0,,20,,1
1151,ConfGeneralesFactuGen,Generales,"AbrirEjecutable|ConfigGenerales.exe,Facturacion",,0,1150,0,,10,,1
1152,ConfGeneralesFactCont,Contadores,"AbrirEjecutable|ConfigGenerales.exe,numeracion",,0,1150,0,,20,,1
1153,PlantillasWordFactu,Plantillas de Word,AbrirTipoFichero|1198,,0,1150,0,,30,,1
1154,Seguimientos,Seguimientos,,bVerEscalasSeguimiento,0,0,0,escalas,171,,0
1155,ControlSeguimientos,Control de Seguimientos,"AbrirModulo|67,variante=1",bVerEscalasSeguimiento,0,1154,0,,10,,0
1156,ConfSeguimientos,Configuraciones,,bVerEscalasSeguimiento,0,1154,0,,20,,1
1157,ConfSeguimientosPredef,Seguimientos Predefinidos,AbrirTipoFichero|1278,bVerEscalasSeguimiento,0,1156,0,,10,,1
1158,AsistenteMNSign,Enviar MN Sign,AbrirTipoFichero|1279,VerMailAccept[AND]FORZARVISUALIZACIONPREMIUM,0,675,0,,10,,0
1159,moduloConfirmSign,Control de Firmas,,bVerMNDocSign[OR]VerMailAccept,0,872,0,icono_MnSignAzul,30,,0
1160,exportarConfigs,Exportar Configuraciones,AbrirTipoFichero|1281,,0,721,0,,40,esSupervisor,0
