id,id_linedcto,id_tabla,id_field,indice,numero,itabla,seccion
13182,110,1,5,5,,,
13183,110,1,6,6,,,
13184,110,1,7,7,,,
13185,110,1,8,8,,,
13186,110,1,4,9,,,
13187,110,1,274,10,,,
13188,110,24,101,11,,,
13189,110,24,102,12,,,
13190,110,24,286,13,,,
13191,110,24,71,14,,,
13192,110,24,100,15,,,
13193,110,24,103,16,,,
13194,110,61,287,17,,,
13195,110,62,288,18,,,
13196,110,25,104,19,,,
13197,110,4,34,20,1,,
13198,110,4,77,21,1,,
13199,110,63,40,22,,2,
13200,110,63,246,23,,2,
13201,110,1,1,24,,,
13216,160,1,274,1,,,
13217,160,37,91,2,,,
13218,160,24,101,3,,,
13219,160,24,102,4,,,
13220,160,61,287,5,,,
13221,160,24,71,6,,,
13222,160,62,288,7,,,
13223,160,25,104,8,,,
13224,160,27,107,9,,2,
13225,160,27,108,10,,2,
13226,160,27,289,11,,2,
13227,160,27,136,12,,2,
13228,160,27,302,13,,2,
13229,160,1,1,14,,,
13230,148,1,1,1,,,
13231,148,1,2,2,,,
13232,148,1,3,3,,,
13233,148,1,4,4,,,
13234,148,1,5,5,,,
13235,148,1,6,6,,,
13236,148,1,7,7,,,
13237,148,1,8,8,,,
13238,148,1,4,9,,,
13239,148,1,274,10,,,
13240,148,4,34,11,,,
13241,148,4,72,12,,,
13242,148,4,73,13,,,
13243,148,4,74,14,,,
13244,148,4,75,15,,,
13245,148,4,76,16,,,
13246,148,4,77,17,,,
13247,148,4,20,18,,,
13248,148,4,79,19,,,
13249,148,4,78,20,,,
13250,148,4,17,21,,,
13251,148,4,18,22,,,
13252,148,36,40,23,,2,
13253,148,36,246,24,,2,
13254,148,36,71,25,,2,
13255,148,1,1,26,,,
13282,166,1,1,1,,,
13283,166,1,2,2,,,
13284,166,1,3,3,,,
13285,166,1,4,4,,,
13286,166,1,5,5,,,
13287,166,1,6,6,,,
13288,166,1,7,7,,,
13289,166,1,8,8,,,
13290,166,1,9,9,,,
13291,166,1,4,10,,,
13292,166,24,101,11,,,
13293,166,24,102,12,,,
13294,166,4,34,13,1,,
13295,166,4,77,14,1,,
13296,166,37,91,15,,,
13297,166,24,286,16,,,
13298,166,24,100,17,,,
13299,166,24,103,18,,,
13300,166,24,71,19,,,
13301,166,25,104,20,,,
13302,166,26,105,21,1,,
13303,166,24,106,22,,,
13304,166,22,96,23,1,,
13305,166,22,7,24,1,,
13306,166,23,98,25,1,,
13307,166,23,99,26,1,,
13308,159,1,1,1,,,
13309,159,1,2,2,,,
13310,159,1,3,3,,,
13311,159,1,4,4,,,
13312,159,1,5,5,,,
13313,159,1,6,6,,,
13314,159,1,7,7,,,
13315,159,1,8,8,,,
13316,159,1,4,9,,,
13317,159,1,274,10,,,
13318,159,24,101,11,,,
13319,159,24,102,12,,,
13320,159,24,286,13,,,
13321,159,24,71,14,,,
13322,159,24,100,15,,,
13323,159,24,103,16,,,
13324,159,61,287,17,,,
13325,159,62,288,18,,,
13326,159,25,104,19,,,
13327,159,24,289,20,,,
13328,159,4,34,21,1,,
13329,159,4,77,22,1,,
13330,159,4,17,23,1,,
13331,159,22,96,24,1,,
13332,159,22,7,25,1,,
13333,159,22,17,26,1,,
13334,159,23,98,27,1,,
13335,159,23,99,28,1,,
13336,159,23,17,29,1,,
13337,159,1,1,30,,,
13362,167,1,1,1,,,
13363,167,1,2,2,,,
13364,167,1,3,3,,,
13365,167,1,4,4,,,
13366,167,1,5,5,,,
13367,167,1,6,6,,,
13368,167,1,7,7,,,
13369,167,1,8,8,,,
13370,167,1,4,9,,,
13371,167,1,274,10,,,
13372,167,24,101,11,,,
13373,167,24,102,12,,,
13374,167,24,286,13,,,
13375,167,24,71,14,,,
13376,167,24,100,15,,,
13377,167,24,103,16,,,
13378,167,61,287,17,,,
13379,167,62,288,18,,,
13380,167,25,104,19,,,
13381,167,4,34,20,1,,
13382,167,4,77,21,1,,
13383,167,63,40,22,,2,
13384,167,63,246,23,,2,
13385,167,1,1,24,,,
13423,168,1,1,1,,,
13424,168,1,2,2,,,
13425,168,1,3,3,,,
13426,168,1,4,4,,,
13427,168,1,5,5,,,
13428,168,1,6,6,,,
13429,168,1,7,7,,,
13430,168,1,8,8,,,
13431,168,1,4,9,,,
13432,168,1,274,10,,,
13433,168,4,34,11,1,,
13434,168,24,101,12,,,
13435,168,24,102,13,,,
13436,168,24,286,14,,,
13437,168,24,71,15,,,
13438,168,24,100,16,,,
13439,168,24,103,17,,,
13440,168,61,287,18,,,
13441,168,62,288,19,,,
13442,168,25,104,20,,,
13443,168,22,96,21,1,,
13444,168,23,98,22,1,,
13445,168,4,34,23,1,,
13446,168,4,72,24,1,,
13447,168,4,73,25,1,,
13448,168,4,74,26,1,,
13449,168,4,75,27,1,,
13450,168,4,76,28,1,,
13451,168,4,77,29,1,,
13452,168,4,20,30,1,,
13453,168,4,79,31,1,,
13454,168,4,78,32,1,,
13455,168,4,17,33,1,,
13456,168,4,18,34,1,,
13457,168,27,107,35,,3,
13458,168,27,108,36,,3,
13459,168,1,1,37,,,
13484,169,1,1,1,,,
13485,169,1,2,2,,,
13486,169,1,3,3,,,
13487,169,1,4,4,,,
13488,169,1,5,5,,,
13489,169,1,6,6,,,
13490,169,1,7,7,,,
13491,169,1,8,8,,,
13492,169,1,4,9,,,
13493,169,1,274,10,,,
13494,169,24,101,11,,,
13495,169,24,102,12,,,
13496,169,24,286,13,,,
13497,169,24,71,14,,,
13498,169,24,100,15,,,
13499,169,24,103,16,,,
13500,169,61,287,17,,,
13501,169,62,288,18,,,
13502,169,25,104,19,,,
13503,169,4,34,20,1,,
13504,169,4,77,21,1,,
13505,169,27,107,22,,2,
13506,169,27,108,23,,2,
13507,169,1,1,24,,,
13522,170,1,274,1,,,
13523,170,37,91,2,,,
13524,170,24,101,3,,,
13525,170,24,102,4,,,
13526,170,61,287,5,,,
13527,170,24,71,6,,,
13528,170,62,288,7,,,
13529,170,25,104,8,,,
13530,170,27,107,9,,2,
13531,170,27,108,10,,2,
13532,170,27,289,11,,2,
13533,170,27,136,12,,2,
13534,170,27,302,13,,2,
13535,170,1,1,14,,,
13570,171,1,1,1,,,
13571,171,1,2,2,,,
13572,171,1,3,3,,,
13573,171,1,4,4,,,
13574,171,1,5,5,,,
13575,171,1,6,6,,,
13576,171,1,7,7,,,
13577,171,1,8,8,,,
13578,171,1,4,9,,,
13579,171,1,274,10,,,
13580,171,24,101,11,,,
13581,171,24,102,12,,,
13582,171,24,286,13,,,
13583,171,24,71,14,,,
13584,171,24,100,15,,,
13585,171,24,103,16,,,
13586,171,61,287,17,,,
13587,171,62,288,18,,,
13588,171,25,104,19,,,
13589,171,4,34,20,1,,
13590,171,4,77,21,1,,
13591,171,64,270,22,,2,
13592,171,64,271,23,,2,
13593,171,64,272,24,,2,
13594,171,64,273,25,,2,
13595,171,24,276,26,,,
13596,171,24,277,27,,,
13597,171,24,278,28,,,
13598,171,24,279,29,,,
13599,171,24,281,30,,,
13600,171,24,280,31,,,
13601,171,24,282,32,,,
13602,171,24,283,33,,,
13603,171,1,1,34,,,
13631,172,1,1,1,,,
13632,172,1,2,2,,,
13633,172,1,3,3,,,
13634,172,1,4,4,,,
13635,172,1,5,5,,,
13636,172,1,6,6,,,
13637,172,1,7,7,,,
13638,172,1,8,8,,,
13639,172,1,4,9,,,
13640,172,1,274,10,,,
13641,172,24,101,11,,,
13642,172,24,102,12,,,
13643,172,24,286,13,,,
13644,172,24,71,14,,,
13645,172,24,100,15,,,
13646,172,24,103,16,,,
13647,172,61,287,17,,,
13648,172,62,288,18,,,
13649,172,25,104,19,,,
13650,172,4,34,20,1,,
13651,172,4,77,21,1,,
13652,172,67,270,22,,2,
13653,172,67,271,23,,2,
13654,172,67,272,24,,2,
13655,172,67,273,25,,2,
13656,172,24,285,26,,,
13657,172,1,1,27,,,
13680,173,1,1,1,,,
13681,173,1,2,2,,,
13682,173,1,3,3,,,
13683,173,1,4,4,,,
13684,173,1,5,5,,,
13685,173,1,6,6,,,
13686,173,1,7,7,,,
13687,173,4,34,8,1,,
13688,173,1,274,9,,,
13689,173,4,73,10,1,,
13690,173,4,74,11,1,,
13691,173,24,101,12,,,
13692,173,24,102,13,,,
13693,173,4,77,14,1,,
13694,173,4,79,15,1,,
13695,173,37,91,16,,,
13696,173,66,270,17,,2,
13697,173,66,271,18,,2,
13698,173,66,272,19,,2,
13699,173,66,273,20,,2,
13700,173,24,275,21,,,
13701,173,1,1,22,,,
13729,174,1,1,1,,,
13730,174,1,2,2,,,
13731,174,1,3,3,,,
13732,174,1,4,4,,,
13733,174,1,5,5,,,
13734,174,1,6,6,,,
13735,174,1,7,7,,,
13736,174,1,8,8,,,
13737,174,1,4,9,,,
13738,174,1,274,10,,,
13739,174,24,101,11,,,
13740,174,24,102,12,,,
13741,174,24,286,13,,,
13742,174,24,71,14,,,
13743,174,24,100,15,,,
13744,174,24,103,16,,,
13745,174,61,287,17,,,
13746,174,62,288,18,,,
13747,174,25,104,19,,,
13748,174,4,34,20,1,,
13749,174,4,77,21,1,,
13750,174,65,270,22,,2,
13751,174,65,271,23,,2,
13752,174,65,272,24,,2,
13753,174,65,273,25,,2,
13754,174,24,284,26,,,
13755,174,1,1,27,,,
13756,144,1,1,1,,,
13757,144,1,2,2,,,
13758,144,1,3,3,,,
13759,144,1,4,4,,,
13760,144,1,5,5,,,
13761,144,1,6,6,,,
13762,144,1,7,7,,,
13763,144,1,8,8,,,
13764,144,1,9,9,,,
13765,144,1,4,10,,,
13766,144,4,80,11,,,
13767,144,4,34,12,,,
13768,144,4,77,13,,,
13769,144,37,91,14,,,
13770,144,4,81,15,,,
13771,144,4,72,16,,,
13772,144,21,91,17,1,,
13773,144,21,26,18,1,,
14230,189,1,274,1,,,
14231,189,24,101,2,,,
14232,189,24,102,3,,,
14233,189,61,287,4,,,
14234,189,24,71,5,,,
14235,189,27,107,6,,2,
14236,189,27,108,7,,2,
14237,189,27,289,8,,2,
14238,189,27,302,9,,2,
14239,189,1,1,10,,,
14255,191,1,1,1,,,
14256,191,1,2,2,,,
14257,191,1,3,3,,,
14258,191,1,4,4,,,
14259,191,1,5,5,,,
14260,191,1,6,6,,,
14261,191,1,7,7,,,
14262,191,1,8,8,,,
14263,191,1,4,9,,,
14264,191,1,274,10,,,
14265,191,4,34,11,1,,
14266,191,24,101,12,,,
14267,191,24,71,13,,,
14268,191,24,290,14,,,
14269,191,24,291,15,,,
14270,191,1,1,16,,,
14404,183,1,1,1,,,
14405,183,1,2,2,,,
14406,183,1,3,3,,,
14407,183,1,4,4,,,
14408,183,1,5,5,,,
14409,183,1,6,6,,,
14410,183,1,7,7,,,
14411,183,1,8,8,,,
14412,183,1,274,9,,,
14413,183,37,91,10,,,
14414,183,4,34,11,1,,
14415,183,27,107,12,,1,
14416,183,27,108,13,,1,
14417,183,27,289,14,,1,
14418,183,27,136,15,,1,
14419,183,27,302,16,,1,
14420,183,1,1,17,,,
14819,186,1,1,1,,,
14820,186,1,2,2,,,
14821,186,1,3,3,,,
14822,186,1,4,4,,,
14823,186,1,5,5,,,
14824,186,1,6,6,,,
14825,186,1,7,7,,,
14826,186,1,8,8,,,
14827,186,1,4,9,,,
14828,186,1,274,10,,,
14829,186,24,101,11,,,
14830,186,24,102,12,,,
14831,186,24,286,13,,,
14832,186,24,71,14,,,
14833,186,24,100,15,,,
14834,186,24,103,16,,,
14835,186,61,287,17,,,
14836,186,62,288,18,,,
14837,186,25,104,19,,,
14838,186,4,34,20,1,,
14839,186,4,77,21,1,,
14840,186,24,290,22,,,
14841,186,24,291,23,,,
14842,186,1,1,24,,,
15097,198,1,274,1,,,
15098,198,37,91,2,,,
15099,198,4,34,3,,,
15100,198,4,72,4,,,
15101,198,4,77,5,,,
15102,198,35,107,6,,2,
15103,198,35,108,7,,2,
15104,198,35,289,8,,2,
15105,198,35,302,9,,2,
15233,196,1,1,1,,,
15234,196,1,2,2,,,
15235,196,1,3,3,,,
15236,196,1,4,4,,,
15237,196,1,5,5,,,
15238,196,1,6,6,,,
15239,196,1,7,7,,,
15240,196,1,8,8,,,
15241,196,1,4,9,,,
15242,196,1,274,10,,,
15243,196,4,34,11,,,
15244,196,4,34,12,,,
15245,196,4,72,13,,,
15246,196,4,73,14,,,
15247,196,4,74,15,,,
15248,196,4,75,16,,,
15249,196,4,76,17,,,
15250,196,4,77,18,,,
15251,196,4,20,19,,,
15252,196,4,79,20,,,
15253,196,4,78,21,,,
15254,196,4,17,22,,,
15255,196,4,18,23,,,
15256,196,69,107,24,,,
15257,196,69,108,25,,,
15258,196,1,1,26,,,
15322,192,1,1,1,,,
15323,192,1,2,2,,,
15324,192,1,3,3,,,
15325,192,1,4,4,,,
15326,192,1,5,5,,,
15327,192,1,6,6,,,
15328,192,1,7,7,,,
15329,192,1,8,8,,,
15330,192,1,4,9,,,
15331,192,1,274,10,,,
15332,192,4,34,11,1,,
15333,192,1,1,12,,,
15334,192,24,101,13,,,
15335,192,24,102,14,,,
15336,192,24,286,15,,,
15337,192,24,71,16,,,
15338,192,24,100,17,,,
15339,192,24,103,18,,,
15340,192,61,287,19,,,
15341,192,62,288,20,,,
15342,192,25,104,21,,,
15343,192,4,34,22,1,,
15344,192,4,77,23,1,,
15345,192,27,107,24,,2,
15346,192,27,108,25,,2,
15347,192,27,289,26,,2,
15374,197,1,1,1,,,
15375,197,1,2,2,,,
15376,197,1,3,3,,,
15377,197,1,4,4,,,
15378,197,1,5,5,,,
15379,197,1,6,6,,,
15380,197,1,7,7,,,
15381,197,1,8,8,,,
15382,197,1,4,9,,,
15383,197,1,274,10,,,
15384,197,4,34,11,,,
15385,197,1,1,12,,,
15812,209,1,1,1,,,
15813,209,1,2,2,,,
15814,209,1,3,3,,,
15815,209,1,4,4,,,
15816,209,1,5,5,,,
15817,209,1,6,6,,,
15818,209,1,7,7,,,
15819,209,1,8,8,,,
15820,209,1,4,9,,,
15821,209,1,274,10,,,
15822,209,4,34,11,,,
15823,209,4,72,12,,,
15824,209,4,73,13,,,
15825,209,4,74,14,,,
15826,209,4,75,15,,,
15827,209,4,76,16,,,
15828,209,4,77,17,,,
15829,209,4,20,18,,,
15830,209,4,79,19,,,
15831,209,4,78,20,,,
15832,209,4,17,21,,,
15833,209,4,18,22,,,
15834,209,36,40,23,,2,
15835,209,36,246,24,,2,
15836,209,36,71,25,,2,
15837,209,1,1,26,,,
15912,210,1,1,1,,,
15913,210,1,2,2,,,
15914,210,1,3,3,,,
15915,210,1,4,4,,,
15916,210,1,5,5,,,
15917,210,1,6,6,,,
15918,210,1,7,7,,,
15919,210,1,8,8,,,
15920,210,1,4,9,,,
15921,210,1,274,10,,,
15922,210,4,34,11,,,
15923,210,4,72,12,,,
15924,210,4,73,13,,,
15925,210,4,74,14,,,
15926,210,4,75,15,,,
15927,210,4,76,16,,,
15928,210,4,77,17,,,
15929,210,4,20,18,,,
15930,210,4,79,19,,,
15931,210,4,78,20,,,
15932,210,4,17,21,,,
15933,210,4,18,22,,,
15934,210,4,80,23,,,
15935,210,37,91,24,,,
15936,210,4,81,25,,,
15937,210,4,138,26,,,
15938,210,4,139,27,,,
15939,210,4,140,28,,,
15940,210,4,295,29,,,
15941,210,4,141,30,,,
15942,210,4,142,31,,,
15943,210,4,143,32,,,
15944,210,4,296,33,,,
15945,210,4,144,34,,,
15946,210,4,145,35,,,
15947,210,4,146,36,,,
15948,210,4,297,37,,,
15949,210,4,147,38,,,
15950,210,4,148,39,,,
15951,210,4,149,40,,,
15952,210,4,298,41,,,
15953,210,4,150,42,,,
15954,210,4,151,43,,,
15955,210,4,152,44,,,
15956,210,4,299,45,,,
15957,210,4,153,46,,,
15958,210,4,154,47,,,
15959,210,4,155,48,,,
15960,210,4,300,49,,,
15961,210,4,301,50,,,
15962,210,1,1,51,,,
16416,220,1,274,1,,,
16417,220,37,91,2,,,
16418,220,4,34,3,1,,
16419,220,27,107,4,,1,
16420,220,27,303,5,,1,
16421,220,27,108,6,,1,
16422,220,27,289,7,,1,
16423,220,1,1,8,,,
16470,221,1,274,1,,,
16471,221,37,91,2,,,
16472,221,4,34,3,1,,
16473,221,24,286,4,,,
16474,221,24,101,5,,,
16475,221,24,102,6,,,
16476,221,24,71,7,,,
16477,221,27,107,8,,2,
16478,221,27,108,9,,2,
16479,221,27,289,10,,2,
16480,221,1,1,11,,,
17326,122,1,1,1,,,
17327,122,1,2,2,,,
17328,122,1,3,3,,,
17329,122,1,4,4,,,
17330,122,1,6,5,,,
17331,122,1,5,6,,,
17332,122,1,7,7,,,
17333,122,1,8,8,,,
17334,122,32,122,9,,,
17335,122,32,123,10,,,
17336,122,32,124,11,,,
17337,122,1,4,12,,,
17338,122,32,125,13,,,
17339,122,32,127,14,,,
17340,122,32,128,15,,,
17341,122,32,292,16,,,
17342,122,32,40,17,,,
17343,122,34,71,18,,1,
17344,122,34,129,19,,1,
17345,122,32,305,20,,,
17346,122,32,132,21,,,
17347,122,32,133,22,,,
17348,122,32,134,23,,,
17349,122,1,1,24,,,
17350,123,1,1,1,,,
17351,123,1,2,2,,,
17352,123,1,3,3,,,
17353,123,1,4,4,,,
17354,123,1,6,5,,,
17355,123,1,5,6,,,
17356,123,1,7,7,,,
17357,123,1,8,8,,,
17358,123,32,122,9,,,
17359,123,32,123,10,,,
17360,123,32,124,11,,,
17361,123,1,4,12,,,
17362,123,32,125,13,,,
17363,123,32,127,14,,,
17364,123,24,101,15,,,
17365,123,24,102,16,,,
17366,123,24,286,17,,,
17367,123,32,128,18,,,
17368,123,32,292,19,,,
17369,123,32,40,20,,,
17370,123,34,71,21,,1,
17371,123,34,129,22,,1,
17372,123,32,305,23,,,
17373,123,32,132,24,,,
17374,123,32,133,25,,,
17375,123,32,134,26,,,
17376,123,1,1,27,,,
17377,234,1,1,1,,,
17378,234,1,2,2,,,
17379,234,1,3,3,,,
17380,234,1,4,4,,,
17381,234,1,6,5,,,
17382,234,1,5,6,,,
17383,234,1,7,7,,,
17384,234,1,8,8,,,
17385,234,32,122,9,,,
17386,234,32,123,10,,,
17387,234,32,124,11,,,
17388,234,1,4,12,,,
17389,234,32,125,13,,,
17390,234,32,127,14,,,
17391,234,32,128,15,,,
17392,234,32,292,16,,,
17393,234,32,40,17,,,
17394,234,34,71,18,,1,
17395,234,34,129,19,,1,
17396,234,32,305,20,,,
17397,234,32,132,21,,,
17398,234,32,133,22,,,
17399,234,32,306,23,,,
17400,234,32,134,24,,,
17401,234,1,1,25,,,
17402,235,1,1,1,,,
17403,235,1,2,2,,,
17404,235,1,3,3,,,
17405,235,1,4,4,,,
17406,235,1,6,5,,,
17407,235,1,5,6,,,
17408,235,1,7,7,,,
17409,235,1,8,8,,,
17410,235,32,122,9,,,
17411,235,32,123,10,,,
17412,235,32,124,11,,,
17413,235,1,4,12,,,
17414,235,32,125,13,,,
17415,235,32,127,14,,,
17416,235,24,101,15,,,
17417,235,24,102,16,,,
17418,235,24,286,17,,,
17419,235,32,128,18,,,
17420,235,32,292,19,,,
17421,235,32,40,20,,,
17422,235,34,71,21,,1,
17423,235,34,129,22,,1,
17424,235,32,305,23,,,
17425,235,32,132,24,,,
17426,235,32,133,25,,,
17427,235,32,306,26,,,
17428,235,32,134,27,,,
17429,235,1,1,28,,,
17430,124,1,1,1,,,
17431,124,1,2,2,,,
17432,124,1,3,3,,,
17433,124,1,4,4,,,
17434,124,1,6,5,,,
17435,124,1,5,6,,,
17436,124,1,7,7,,,
17437,124,1,8,8,,,
17438,124,46,122,9,,,
17439,124,46,123,10,,,
17440,124,46,124,11,,,
17441,124,46,126,12,,,
17442,124,46,125,13,,,
17443,124,46,127,14,,,
17444,124,46,128,15,,,
17445,124,46,40,16,,,
17446,124,48,71,17,,1,
17447,124,48,129,18,,1,
17448,124,46,305,19,,,
17449,124,46,132,20,,,
17450,124,46,133,21,,,
17451,124,46,134,22,,,
17452,124,1,1,23,,,
17453,125,1,1,1,,,
17454,125,1,2,2,,,
17455,125,1,3,3,,,
17456,125,1,4,4,,,
17457,125,1,6,5,,,
17458,125,1,5,6,,,
17459,125,1,7,7,,,
17460,125,1,8,8,,,
17461,125,46,122,9,,,
17462,125,46,123,10,,,
17463,125,46,124,11,,,
17464,125,46,126,12,,,
17465,125,46,125,13,,,
17466,125,46,127,14,,,
17467,125,24,101,15,,,
17468,125,24,102,16,,,
17469,125,24,286,17,,,
17470,125,46,128,18,,,
17471,125,46,40,19,,,
17472,125,48,71,20,,1,
17473,125,48,129,21,,1,
17474,125,46,305,22,,,
17475,125,46,132,23,,,
17476,125,46,133,24,,,
17477,125,46,134,25,,,
17478,125,1,1,26,,,
17479,236,1,1,1,,,
17480,236,1,2,2,,,
17481,236,1,3,3,,,
17482,236,1,4,4,,,
17483,236,1,6,5,,,
17484,236,1,5,6,,,
17485,236,1,7,7,,,
17486,236,1,8,8,,,
17487,236,46,122,9,,,
17488,236,46,123,10,,,
17489,236,46,124,11,,,
17490,236,46,126,12,,,
17491,236,46,125,13,,,
17492,236,46,127,14,,,
17493,236,46,128,15,,,
17494,236,46,40,16,,,
17495,236,48,71,17,,1,
17496,236,48,129,18,,1,
17497,236,46,305,19,,,
17498,236,46,132,20,,,
17499,236,46,133,21,,,
17500,236,46,306,22,,,
17501,236,46,134,23,,,
17502,236,1,1,24,,,
17530,237,1,1,1,,,
17531,237,1,2,2,,,
17532,237,1,3,3,,,
17533,237,1,4,4,,,
17534,237,1,6,5,,,
17535,237,1,5,6,,,
17536,237,1,7,7,,,
17537,237,1,8,8,,,
17538,237,46,122,9,,,
17539,237,46,123,10,,,
17540,237,46,124,11,,,
17541,237,46,126,12,,,
17542,237,46,125,13,,,
17543,237,46,127,14,,,
17544,237,24,101,15,,,
17545,237,24,102,16,,,
17546,237,24,286,17,,,
17547,237,46,128,18,,,
17548,237,46,40,19,,,
17549,237,48,71,20,,1,
17550,237,48,129,21,,1,
17551,237,46,305,22,,,
17552,237,46,132,23,,,
17553,237,46,133,24,,,
17554,237,46,306,25,,,
17555,237,46,134,26,,,
17556,237,1,1,27,,,
17581,238,1,1,1,,,
17582,238,1,2,2,,,
17583,238,1,3,3,,,
17584,238,1,4,4,,,
17585,238,1,6,5,,,
17586,238,1,5,6,,,
17587,238,1,7,7,,,
17588,238,1,8,8,,,
17589,238,32,122,9,,,
17590,238,32,123,10,,,
17591,238,32,124,11,,,
17592,238,1,4,12,,,
17593,238,32,125,13,,,
17594,238,32,127,14,,,
17595,238,32,128,15,,,
17596,238,32,292,16,,,
17597,238,32,40,17,,,
17598,238,34,71,18,,1,
17599,238,34,129,19,,1,
17600,238,32,305,20,,,
17601,238,32,132,21,,,
17602,238,32,133,22,,,
17603,238,32,134,23,,,
17604,238,1,1,24,,,
17630,239,1,1,1,,,
17631,239,1,2,2,,,
17632,239,1,3,3,,,
17633,239,1,4,4,,,
17634,239,1,6,5,,,
17635,239,1,5,6,,,
17636,239,1,7,7,,,
17637,239,1,8,8,,,
17638,239,32,122,9,,,
17639,239,32,123,10,,,
17640,239,32,124,11,,,
17641,239,1,4,12,,,
17642,239,32,125,13,,,
17643,239,32,127,14,,,
17644,239,32,128,15,,,
17645,239,32,292,16,,,
17646,239,32,40,17,,,
17647,239,34,71,18,,1,
17648,239,34,129,19,,1,
17649,239,32,305,20,,,
17650,239,32,132,21,,,
17651,239,32,133,22,,,
17652,239,32,306,23,,,
17653,239,32,134,24,,,
17654,239,1,1,25,,,
17678,240,1,1,1,,,
17679,240,1,2,2,,,
17680,240,1,3,3,,,
17681,240,1,4,4,,,
17682,240,1,6,5,,,
17683,240,1,5,6,,,
17684,240,1,7,7,,,
17685,240,1,8,8,,,
17686,240,46,122,9,,,
17687,240,46,123,10,,,
17688,240,46,124,11,,,
17689,240,46,126,12,,,
17690,240,46,125,13,,,
17691,240,46,127,14,,,
17692,240,46,128,15,,,
17693,240,46,40,16,,,
17694,240,48,71,17,,1,
17695,240,48,129,18,,1,
17696,240,46,305,19,,,
17697,240,46,132,20,,,
17698,240,46,133,21,,,
17699,240,46,134,22,,,
17700,240,1,1,23,,,
17725,241,1,1,1,,,
17726,241,1,2,2,,,
17727,241,1,3,3,,,
17728,241,1,4,4,,,
17729,241,1,6,5,,,
17730,241,1,5,6,,,
17731,241,1,7,7,,,
17732,241,1,8,8,,,
17733,241,46,122,9,,,
17734,241,46,123,10,,,
17735,241,46,124,11,,,
17736,241,46,126,12,,,
17737,241,46,125,13,,,
17738,241,46,127,14,,,
17739,241,46,128,15,,,
17740,241,46,40,16,,,
17741,241,48,71,17,,1,
17742,241,48,129,18,,1,
17743,241,46,305,19,,,
17744,241,46,132,20,,,
17745,241,46,133,21,,,
17746,241,46,306,22,,,
17747,241,46,134,23,,,
17748,241,1,1,24,,,
17775,127,1,1,1,,,
17776,127,1,2,2,,,
17777,127,1,3,3,,,
17778,127,1,4,4,,,
17779,127,1,5,5,,,
17780,127,1,6,6,,,
17781,127,1,7,7,,,
17782,127,1,8,8,,,
17783,127,1,4,9,,,
17784,127,1,274,10,,,
17785,127,29,91,11,,,
17786,127,29,111,12,,,
17787,127,29,92,13,,,
17788,127,29,4,14,,,
17789,127,29,6,15,,,
17790,127,29,5,16,,,
17791,127,29,7,17,,,
17792,127,29,20,18,,,
17793,127,29,21,19,,,
17794,127,29,8,20,,,
17795,127,29,17,21,,,
17796,127,29,18,22,,,
17797,127,21,91,23,1,,
17798,127,21,26,24,1,,
17799,127,21,93,25,1,,
17800,127,1,1,26,,,
17801,97,1,1,1,,,
17802,97,1,2,2,,,
17803,97,1,3,3,,,
17804,97,1,4,4,,,
17805,97,1,5,5,,,
17806,97,1,6,6,,,
17807,97,1,7,7,,,
17808,97,1,8,8,,,
17809,97,1,4,9,,,
17810,97,1,274,10,,,
17811,97,3,25,11,,,
17812,97,3,29,12,,,
17813,97,3,3,13,,,
17814,97,3,4,14,,,
17815,97,3,6,15,,,
17816,97,3,5,16,,,
17817,97,3,26,17,,,
17818,97,3,20,18,,,
17819,97,3,21,19,,,
17820,97,3,8,20,,,
17821,97,3,17,21,,,
17822,97,3,18,22,,,
17823,97,21,91,23,1,,
17824,97,21,26,24,1,,
17825,97,21,93,25,1,,
17826,97,1,1,26,,,
17827,107,1,1,1,,,
17828,107,1,2,2,,,
17829,107,1,3,3,,,
17830,107,1,4,4,,,
17831,107,1,5,5,,,
17832,107,1,6,6,,,
17833,107,1,7,7,,,
17834,107,1,8,8,,,
17835,107,1,4,9,,,
17836,107,1,274,10,,,
17837,107,20,82,11,,,
17838,107,20,83,12,,,
17839,107,20,84,13,,,
17840,107,20,85,14,,,
17841,107,20,86,15,,,
17842,107,20,87,16,,,
17843,107,20,88,17,,,
17844,107,20,20,18,,,
17845,107,20,90,19,,,
17846,107,20,89,20,,,
17847,107,20,17,21,,,
17848,107,20,18,22,,,
17849,107,21,91,23,1,,
17850,107,21,26,24,1,,
17851,107,21,93,25,1,,
17852,107,1,1,26,,,
17853,108,1,1,1,,,
17854,108,1,2,2,,,
17855,108,1,3,3,,,
17856,108,1,4,4,,,
17857,108,1,5,5,,,
17858,108,1,6,6,,,
17859,108,1,7,7,,,
17860,108,1,8,8,,,
17861,108,1,4,9,,,
17862,108,1,274,10,,,
17863,108,21,91,11,,,
17864,108,21,2,12,,,
17865,108,21,92,13,,,
17866,108,21,4,14,,,
17867,108,21,6,15,,,
17868,108,21,5,16,,,
17869,108,21,26,17,,,
17870,108,21,20,18,,,
17871,108,21,95,19,,,
17872,108,21,8,20,,,
17873,108,21,93,21,,,
17874,108,21,18,22,,,
17875,108,1,1,23,,,
17900,199,1,274,1,,,
17901,199,37,91,2,,,
17902,199,4,34,3,,,
17903,199,35,107,4,,1,
17904,199,35,303,5,,1,
17905,199,35,108,6,,1,
