id,id_linedcto,id_tabla,id_field,indice,numero,itabla,seccion
17906,199,35,289,7,,1,
17907,199,1,1,8,,,
17908,201,1,274,1,,,
17909,201,37,91,2,,,
17910,201,4,34,3,,,
17911,201,4,72,4,,,
17912,201,4,77,5,,,
17913,201,35,107,6,,2,
17914,201,35,108,7,,2,
17915,201,35,289,8,,2,
17916,201,35,302,9,,2,
17917,194,1,1,1,,,
17918,194,1,2,2,,,
17919,194,1,3,3,,,
17920,194,1,4,4,,,
17921,194,1,5,5,,,
17922,194,1,6,6,,,
17923,194,1,7,7,,,
17924,194,1,8,8,,,
17925,194,1,4,9,,,
17926,194,1,274,10,,,
17927,194,4,34,11,,,
17928,194,4,72,12,,,
17929,194,4,73,13,,,
17930,194,4,74,14,,,
17931,194,4,75,15,,,
17932,194,4,76,16,,,
17933,194,4,77,17,,,
17934,194,4,20,18,,,
17935,194,4,79,19,,,
17936,194,4,78,20,,,
17937,194,4,17,21,,,
17938,194,4,18,22,,,
17939,194,35,107,23,,2,
17940,194,35,108,24,,2,
17941,194,1,1,25,,,
17942,195,1,1,1,,,
17943,195,1,2,2,,,
17944,195,1,3,3,,,
17945,195,1,4,4,,,
17946,195,1,5,5,,,
17947,195,1,6,6,,,
17948,195,1,7,7,,,
17949,195,1,8,8,,,
17950,195,1,4,9,,,
17951,195,1,274,10,,,
17952,195,4,34,11,,,
17953,195,4,72,12,,,
17954,195,4,73,13,,,
17955,195,4,74,14,,,
17956,195,4,75,15,,,
17957,195,4,76,16,,,
17958,195,4,77,17,,,
17959,195,4,20,18,,,
17960,195,4,79,19,,,
17961,195,4,78,20,,,
17962,195,4,17,21,,,
17963,195,4,18,22,,,
17964,195,35,107,23,,2,
17965,195,35,108,24,,2,
17966,195,35,289,25,,2,
17967,195,1,1,26,,,
17968,202,1,1,1,,,
17969,202,1,2,2,,,
17970,202,1,3,3,,,
17971,202,1,4,4,,,
17972,202,1,5,5,,,
17973,202,1,6,6,,,
17974,202,1,7,7,,,
17975,202,1,8,8,,,
17976,202,1,4,9,,,
17977,202,1,274,10,,,
17978,202,4,34,11,,,
17979,202,4,34,12,,,
17980,202,4,72,13,,,
17981,202,4,73,14,,,
17982,202,4,74,15,,,
17983,202,4,75,16,,,
17984,202,4,76,17,,,
17985,202,4,77,18,,,
17986,202,4,20,19,,,
17987,202,4,79,20,,,
17988,202,4,78,21,,,
17989,202,4,17,22,,,
17990,202,4,18,23,,,
17991,202,69,107,24,,,
17992,202,69,108,25,,,
17993,202,1,1,26,,,
17994,200,1,274,1,,,
17995,200,37,91,2,,,
17996,200,4,34,3,,,
17997,200,35,107,4,,1,
17998,200,35,108,5,,1,
17999,200,35,289,6,,1,
18000,200,1,1,7,,,
18001,242,1,1,1,,,
18002,242,1,2,2,,,
18003,242,1,3,3,,,
18004,242,1,4,4,,,
18005,242,1,5,5,,,
18006,242,1,6,6,,,
18007,242,1,7,7,,,
18008,242,1,8,8,,,
18009,242,1,4,9,,,
18010,242,1,274,10,,,
18011,242,4,34,11,,,
18012,242,1,1,12,,,
18060,206,1,1,1,,,
18061,206,1,2,2,,,
18062,206,1,3,3,,,
18063,206,1,4,4,,,
18064,206,1,5,5,,,
18065,206,1,6,6,,,
18066,206,1,7,7,,,
18067,206,1,8,8,,,
18068,206,1,4,9,,,
18069,206,1,274,10,,,
18070,206,4,34,11,,,
18071,206,4,72,12,,,
18072,206,4,73,13,,,
18073,206,4,74,14,,,
18074,206,4,75,15,,,
18075,206,4,76,16,,,
18076,206,4,77,17,,,
18077,206,4,20,18,,,
18078,206,4,79,19,,,
18079,206,4,78,20,,,
18080,206,4,17,21,,,
18081,206,4,18,22,,,
18082,206,4,80,23,,,
18083,206,37,91,24,,,
18084,206,4,81,25,,,
18085,206,21,91,26,1,,
18086,206,21,26,27,1,,
18087,206,21,93,28,1,,
18088,206,1,1,29,,,
18089,205,1,1,1,,,
18090,205,1,2,2,,,
18091,205,1,3,3,,,
18092,205,1,4,4,,,
18093,205,1,5,5,,,
18094,205,1,6,6,,,
18095,205,1,7,7,,,
18096,205,1,8,8,,,
18097,205,1,4,9,,,
18098,205,1,274,10,,,
18099,205,4,34,11,,,
18100,205,4,72,12,,,
18101,205,4,73,13,,,
18102,205,4,74,14,,,
18103,205,4,75,15,,,
18104,205,4,76,16,,,
18105,205,4,77,17,,,
18106,205,4,20,18,,,
18107,205,4,79,19,,,
18108,205,4,78,20,,,
18109,205,4,17,21,,,
18110,205,4,18,22,,,
18111,205,4,80,23,,,
18112,205,37,91,24,,,
18113,205,4,81,25,,,
18114,205,21,91,26,1,,
18115,205,21,26,27,1,,
18116,205,21,93,28,1,,
18117,205,1,1,29,,,
18118,204,1,1,1,,,
18119,204,1,2,2,,,
18120,204,1,3,3,,,
18121,204,1,4,4,,,
18122,204,1,5,5,,,
18123,204,1,6,6,,,
18124,204,1,7,7,,,
18125,204,1,8,8,,,
18126,204,1,9,9,,,
18127,204,1,4,10,,,
18128,204,4,80,11,,,
18129,204,4,34,12,,,
18130,204,4,77,13,,,
18131,204,37,91,14,,,
18132,204,4,81,15,,,
18133,204,4,72,16,,,
18134,204,21,91,17,1,,
18135,204,21,26,18,1,,
18136,232,1,1,1,,,
18137,232,1,2,2,,,
18138,232,1,3,3,,,
18139,232,1,4,4,,,
18140,232,1,5,5,,,
18141,232,1,6,6,,,
18142,232,1,7,7,,,
18143,232,1,8,8,,,
18144,232,1,4,9,,,
18145,232,1,274,10,,,
18146,232,4,34,11,,,
18147,232,4,72,12,,,
18148,232,4,73,13,,,
18149,232,4,74,14,,,
18150,232,4,75,15,,,
18151,232,4,76,16,,,
18152,232,4,77,17,,,
18153,232,4,20,18,,,
18154,232,4,79,19,,,
18155,232,4,78,20,,,
18156,232,4,17,21,,,
18157,232,4,18,22,,,
18158,232,36,40,23,,2,
18159,232,36,246,24,,2,
18160,232,36,71,25,,2,
18161,232,1,1,26,,,
18213,233,1,1,1,,,
18214,233,1,2,2,,,
18215,233,1,3,3,,,
18216,233,1,4,4,,,
18217,233,1,5,5,,,
18218,233,1,6,6,,,
18219,233,1,7,7,,,
18220,233,1,8,8,,,
18221,233,1,4,9,,,
18222,233,1,274,10,,,
18223,233,4,34,11,,,
18224,233,4,72,12,,,
18225,233,4,73,13,,,
18226,233,4,74,14,,,
18227,233,4,75,15,,,
18228,233,4,76,16,,,
18229,233,4,77,17,,,
18230,233,4,20,18,,,
18231,233,4,79,19,,,
18232,233,4,78,20,,,
18233,233,4,17,21,,,
18234,233,4,18,22,,,
18235,233,4,80,23,,,
18236,233,37,91,24,,,
18237,233,4,81,25,,,
18238,233,4,138,26,,,
18239,233,4,139,27,,,
18240,233,4,140,28,,,
18241,233,4,295,29,,,
18242,233,4,141,30,,,
18243,233,4,142,31,,,
18244,233,4,143,32,,,
18245,233,4,296,33,,,
18246,233,4,144,34,,,
18247,233,4,145,35,,,
18248,233,4,146,36,,,
18249,233,4,297,37,,,
18250,233,4,147,38,,,
18251,233,4,148,39,,,
18252,233,4,149,40,,,
18253,233,4,298,41,,,
18254,233,4,150,42,,,
18255,233,4,151,43,,,
18256,233,4,152,44,,,
18257,233,4,299,45,,,
18258,233,4,153,46,,,
18259,233,4,154,47,,,
18260,233,4,155,48,,,
18261,233,4,300,49,,,
18262,233,4,301,50,,,
18263,233,1,1,51,,,
18264,214,1,1,1,,,
18265,214,1,2,2,,,
18266,214,1,3,3,,,
18267,214,1,4,4,,,
18268,214,1,5,5,,,
18269,214,1,6,6,,,
18270,214,1,7,7,,,
18271,214,1,8,8,,,
18272,214,1,4,9,,,
18273,214,1,274,10,,,
18274,214,4,34,11,,,
18275,214,4,72,12,,,
18276,214,4,73,13,,,
18277,214,4,74,14,,,
18278,214,4,75,15,,,
18279,214,4,76,16,,,
18280,214,4,77,17,,,
18281,214,4,20,18,,,
18282,214,4,79,19,,,
18283,214,4,78,20,,,
18284,214,4,17,21,,,
18285,214,4,18,22,,,
18286,214,35,107,23,,2,
18287,214,35,108,24,,2,
18288,214,1,1,25,,,
18289,215,1,274,1,,,
18290,215,37,91,2,,,
18291,215,4,34,3,,,
18292,215,4,72,4,,,
18293,215,4,73,5,,,
18294,215,4,74,6,,,
18295,215,4,75,7,,,
18296,215,4,76,8,,,
18297,215,4,77,9,,,
18298,215,4,20,10,,,
18299,215,4,79,11,,,
18300,215,4,78,12,,,
18301,215,4,17,13,,,
18302,215,4,18,14,,,
18303,215,35,107,15,,2,
18304,215,35,108,16,,2,
18305,215,35,289,17,,2,
18306,215,35,136,18,,2,
18307,215,35,302,19,,2,
18308,215,1,1,20,,,
18309,216,1,1,1,,,
18310,216,1,2,2,,,
18311,216,1,3,3,,,
18312,216,1,4,4,,,
18313,216,1,5,5,,,
18314,216,1,6,6,,,
18315,216,1,7,7,,,
18316,216,1,8,8,,,
18317,216,1,4,9,,,
18318,216,1,274,10,,,
18319,216,4,34,11,,,
18320,216,4,72,12,,,
18321,216,4,73,13,,,
18322,216,4,74,14,,,
18323,216,4,75,15,,,
18324,216,4,76,16,,,
18325,216,4,77,17,,,
18326,216,4,20,18,,,
18327,216,4,79,19,,,
18328,216,4,78,20,,,
18329,216,4,17,21,,,
18330,216,4,18,22,,,
18331,216,57,270,23,,2,
18332,216,57,271,24,,2,
18333,216,57,272,25,,2,
18334,216,57,273,26,,2,
18335,216,4,277,27,,,
18336,216,4,278,28,,,
18337,216,4,279,29,,,
18338,216,4,281,30,,,
18339,216,4,282,31,,,
18340,216,4,283,32,,,
18341,216,1,1,33,,,
18342,217,1,1,1,,,
18343,217,1,2,2,,,
18344,217,1,3,3,,,
18345,217,1,4,4,,,
18346,217,1,5,5,,,
18347,217,1,6,6,,,
18348,217,1,7,7,,,
18349,217,1,8,8,,,
18350,217,1,4,9,,,
18351,217,1,274,10,,,
18352,217,4,34,11,,,
18353,217,4,72,12,,,
18354,217,4,73,13,,,
18355,217,4,74,14,,,
18356,217,4,75,15,,,
18357,217,4,76,16,,,
18358,217,4,77,17,,,
18359,217,4,20,18,,,
18360,217,4,79,19,,,
18361,217,4,78,20,,,
18362,217,4,17,21,,,
18363,217,4,18,22,,,
18364,217,60,270,23,,2,
18365,217,60,271,24,,2,
18366,217,60,272,25,,2,
18367,217,60,273,26,,2,
18368,217,4,285,27,,,
18369,217,1,1,28,,,
18370,218,1,1,1,,,
18371,218,1,2,2,,,
18372,218,1,3,3,,,
18373,218,1,4,4,,,
18374,218,1,5,5,,,
18375,218,1,6,6,,,
18376,218,1,7,7,,,
18377,218,4,34,8,,,
18378,218,1,274,9,,,
18379,218,4,73,10,,,
18380,218,4,74,11,,,
18381,218,4,77,12,,,
18382,218,4,79,13,,,
18383,218,37,91,14,,,
18384,218,58,270,15,,2,
18385,218,58,271,16,,2,
18386,218,58,272,17,,2,
18387,218,58,273,18,,2,
18388,218,4,275,19,,,
18389,218,1,1,20,,,
18390,219,1,1,1,,,
18391,219,1,2,2,,,
18392,219,1,3,3,,,
18393,219,1,4,4,,,
18394,219,1,5,5,,,
18395,219,1,6,6,,,
18396,219,1,7,7,,,
18397,219,1,8,8,,,
18398,219,1,4,9,,,
18399,219,1,274,10,,,
18400,219,4,34,11,,,
18401,219,4,72,12,,,
18402,219,4,73,13,,,
18403,219,4,74,14,,,
18404,219,4,75,15,,,
18405,219,4,76,16,,,
18406,219,4,77,17,,,
18407,219,4,20,18,,,
18408,219,4,79,19,,,
18409,219,4,78,20,,,
18410,219,4,17,21,,,
18411,219,4,18,22,,,
18412,219,59,270,23,,2,
18413,219,59,271,24,,2,
18414,219,59,272,25,,2,
18415,219,59,273,26,,2,
18416,219,4,284,27,,,
18417,219,1,1,28,,,
18436,243,1,1,1,,,
18437,243,1,2,2,,,
18438,243,1,3,3,,,
18439,243,1,4,4,,,
18440,243,1,5,5,,,
18441,243,1,6,6,,,
18442,243,1,7,7,,,
18443,243,1,8,8,,,
18444,243,1,9,9,,,
18445,243,1,4,10,,,
18446,243,4,80,11,,,
18447,243,4,34,12,,,
18448,243,4,77,13,,,
18449,243,37,91,14,,,
18450,243,4,81,15,,,
18451,243,4,72,16,,,
18452,243,21,91,17,1,,
18453,243,21,26,18,1,,
18483,244,1,1,1,,,
18484,244,1,2,2,,,
18485,244,1,3,3,,,
18486,244,1,4,4,,,
18487,244,1,5,5,,,
18488,244,1,6,6,,,
18489,244,1,7,7,,,
18490,244,1,8,8,,,
18491,244,1,4,9,,,
18492,244,1,274,10,,,
18493,244,4,34,11,,,
18494,244,4,72,12,,,
18495,244,4,73,13,,,
18496,244,4,74,14,,,
18497,244,4,75,15,,,
18498,244,4,76,16,,,
18499,244,4,77,17,,,
18500,244,4,20,18,,,
18501,244,4,79,19,,,
18502,244,4,78,20,,,
18503,244,4,17,21,,,
18504,244,4,18,22,,,
18505,244,4,80,23,,,
18506,244,37,91,24,,,
18507,244,4,81,25,,,
18508,244,21,91,26,1,,
18509,244,21,26,27,1,,
18510,244,21,93,28,1,,
18511,244,1,1,29,,,
18596,246,1,1,1,,,
18597,246,1,2,2,,,
18598,246,1,3,3,,,
18599,246,1,4,4,,,
18600,246,1,5,5,,,
18601,246,1,6,6,,,
18602,246,1,7,7,,,
18603,246,1,8,8,,,
18604,246,1,4,9,,,
18605,246,1,274,10,,,
18606,246,4,34,11,,,
18607,246,4,72,12,,,
18608,246,4,73,13,,,
18609,246,4,74,14,,,
18610,246,4,75,15,,,
18611,246,4,76,16,,,
18612,246,4,77,17,,,
18613,246,4,20,18,,,
18614,246,4,79,19,,,
18615,246,4,78,20,,,
18616,246,4,17,21,,,
18617,246,4,18,22,,,
18618,246,36,40,23,,2,
18619,246,36,246,24,,2,
18620,246,36,71,25,,2,
18621,246,1,1,26,,,
18673,247,1,1,1,,,
18674,247,1,2,2,,,
18675,247,1,3,3,,,
18676,247,1,4,4,,,
18677,247,1,5,5,,,
18678,247,1,6,6,,,
18679,247,1,7,7,,,
18680,247,1,8,8,,,
18681,247,1,4,9,,,
18682,247,1,274,10,,,
18683,247,4,34,11,,,
18684,247,4,72,12,,,
18685,247,4,73,13,,,
18686,247,4,74,14,,,
18687,247,4,75,15,,,
18688,247,4,76,16,,,
18689,247,4,77,17,,,
18690,247,4,20,18,,,
18691,247,4,79,19,,,
18692,247,4,78,20,,,
18693,247,4,17,21,,,
18694,247,4,18,22,,,
18695,247,4,80,23,,,
18696,247,37,91,24,,,
18697,247,4,81,25,,,
18698,247,4,138,26,,,
18699,247,4,139,27,,,
18700,247,4,140,28,,,
18701,247,4,295,29,,,
18702,247,4,141,30,,,
18703,247,4,142,31,,,
18704,247,4,143,32,,,
18705,247,4,296,33,,,
18706,247,4,144,34,,,
18707,247,4,145,35,,,
18708,247,4,146,36,,,
18709,247,4,297,37,,,
18710,247,4,147,38,,,
18711,247,4,148,39,,,
18712,247,4,149,40,,,
18713,247,4,298,41,,,
18714,247,4,150,42,,,
18715,247,4,151,43,,,
18716,247,4,152,44,,,
18717,247,4,299,45,,,
18718,247,4,153,46,,,
18719,247,4,154,47,,,
18720,247,4,155,48,,,
18721,247,4,300,49,,,
18722,247,4,301,50,,,
18723,247,1,1,51,,,
18755,248,1,1,1,,,
18756,248,1,2,2,,,
18757,248,1,3,3,,,
18758,248,1,4,4,,,
18759,248,1,5,5,,,
18760,248,1,6,6,,,
18761,248,1,7,7,,,
18762,248,1,8,8,,,
18763,248,1,4,9,,,
18764,248,1,274,10,,,
18765,248,4,34,11,,,
18766,248,4,72,12,,,
18767,248,4,73,13,,,
18768,248,4,74,14,,,
18769,248,4,75,15,,,
18770,248,4,76,16,,,
18771,248,4,77,17,,,
18772,248,4,20,18,,,
18773,248,4,79,19,,,
18774,248,4,78,20,,,
18775,248,4,17,21,,,
18776,248,4,18,22,,,
18777,248,35,107,23,,2,
18778,248,35,108,24,,2,
18779,248,1,1,25,,,
18800,249,1,274,1,,,
18801,249,37,91,2,,,
18802,249,4,34,3,,,
18803,249,4,72,4,,,
18804,249,4,73,5,,,
18805,249,4,74,6,,,
18806,249,4,75,7,,,
18807,249,4,76,8,,,
18808,249,4,77,9,,,
18809,249,4,20,10,,,
18810,249,4,79,11,,,
18811,249,4,78,12,,,
18812,249,4,17,13,,,
18813,249,4,18,14,,,
18814,249,35,107,15,,2,
18815,249,35,108,16,,2,
18816,249,35,289,17,,2,
18817,249,35,136,18,,2,
18818,249,35,302,19,,2,
18819,249,1,1,20,,,
18853,250,1,1,1,,,
18854,250,1,2,2,,,
18855,250,1,3,3,,,
18856,250,1,4,4,,,
18857,250,1,5,5,,,
18858,250,1,6,6,,,
18859,250,1,7,7,,,
18860,250,1,8,8,,,
18861,250,1,4,9,,,
18862,250,1,274,10,,,
18863,250,4,34,11,,,
18864,250,4,72,12,,,
18865,250,4,73,13,,,
18866,250,4,74,14,,,
18867,250,4,75,15,,,
18868,250,4,76,16,,,
18869,250,4,77,17,,,
18870,250,4,20,18,,,
18871,250,4,79,19,,,
18872,250,4,78,20,,,
18873,250,4,17,21,,,
18874,250,4,18,22,,,
18875,250,57,270,23,,2,
18876,250,57,271,24,,2,
18877,250,57,272,25,,2,
18878,250,57,273,26,,2,
18879,250,4,277,27,,,
18880,250,4,278,28,,,
18881,250,4,279,29,,,
18882,250,4,281,30,,,
18883,250,4,282,31,,,
18884,250,4,283,32,,,
18885,250,1,1,33,,,
18914,251,1,1,1,,,
18915,251,1,2,2,,,
18916,251,1,3,3,,,
18917,251,1,4,4,,,
18918,251,1,5,5,,,
18919,251,1,6,6,,,
18920,251,1,7,7,,,
18921,251,1,8,8,,,
18922,251,1,4,9,,,
18923,251,1,274,10,,,
18924,251,4,34,11,,,
18925,251,4,72,12,,,
18926,251,4,73,13,,,
18927,251,4,74,14,,,
18928,251,4,75,15,,,
18929,251,4,76,16,,,
18930,251,4,77,17,,,
18931,251,4,20,18,,,
18932,251,4,79,19,,,
18933,251,4,78,20,,,
18934,251,4,17,21,,,
18935,251,4,18,22,,,
18936,251,60,270,23,,2,
18937,251,60,271,24,,2,
18938,251,60,272,25,,2,
18939,251,60,273,26,,2,
18940,251,4,285,27,,,
18941,251,1,1,28,,,
19010,253,1,1,1,,,
19011,253,1,2,2,,,
19012,253,1,3,3,,,
19013,253,1,4,4,,,
19014,253,1,5,5,,,
19015,253,1,6,6,,,
19016,253,1,7,7,,,
19017,253,1,8,8,,,
19018,253,1,4,9,,,
19019,253,1,274,10,,,
19020,253,4,34,11,,,
19021,253,4,72,12,,,
19022,253,4,73,13,,,
19023,253,4,74,14,,,
19024,253,4,75,15,,,
19025,253,4,76,16,,,
19026,253,4,77,17,,,
19027,253,4,20,18,,,
19028,253,4,79,19,,,
19029,253,4,78,20,,,
19030,253,4,17,21,,,
19031,253,4,18,22,,,
19032,253,59,270,23,,2,
19033,253,59,271,24,,2,
19034,253,59,272,25,,2,
19035,253,59,273,26,,2,
19036,253,4,284,27,,,
19037,253,1,1,28,,,
19038,184,1,1,1,,,
19039,184,1,2,2,,,
19040,184,1,3,3,,,
19041,184,1,4,4,,,
19042,184,1,5,5,,,
19043,184,1,6,6,,,
19044,184,1,7,7,,,
19045,184,1,8,8,,,
19046,184,1,274,9,,,
19047,184,37,91,10,,,
19048,184,4,34,11,1,,
19049,184,24,286,12,,,
19050,184,24,101,13,,,
19051,184,24,102,14,,,
19052,184,24,71,15,,,
19053,225,1,274,1,,,
19054,225,37,91,2,,,
19055,225,4,34,3,1,,
19056,225,27,107,4,,1,
19057,225,27,303,5,,1,
19058,225,27,108,6,,1,
19059,225,27,289,7,,1,
19060,225,1,1,8,,,
19072,254,1,274,1,,,
19073,254,37,91,2,,,
19074,254,4,34,3,1,,
19075,254,24,286,4,,,
19076,254,24,101,5,,,
19077,254,24,102,6,,,
19078,254,24,71,7,,,
19079,254,27,107,8,,2,
19080,254,27,108,9,,2,
19081,254,27,289,10,,2,
19082,254,1,1,11,,,
19083,222,1,274,1,,,
19084,222,24,101,2,,,
19085,222,24,102,3,,,
19086,222,61,287,4,,,
19087,222,24,71,5,,,
19088,222,27,107,6,,2,
19089,222,27,108,7,,2,
19090,222,27,289,8,,2,
19091,222,27,302,9,,2,
19092,222,1,1,10,,,
19093,190,1,1,1,,,
19094,190,1,2,2,,,
19095,190,1,3,3,,,
19096,190,1,4,4,,,
19097,190,1,5,5,,,
19098,190,1,6,6,,,
19099,190,1,7,7,,,
19100,190,1,8,8,,,
19101,190,1,274,9,,,
19102,190,37,91,10,,,
19103,190,4,34,11,1,,
19104,190,24,286,12,,,
19105,190,24,101,13,,,
19106,190,24,102,14,,,
19107,190,24,71,15,,,
19108,226,1,274,1,,,
19109,226,37,91,2,,,
19110,226,4,34,3,1,,
19111,226,24,304,4,,,
19112,226,24,101,5,,,
19113,226,24,102,6,,,
19114,226,24,71,7,,,
19115,226,27,107,8,,2,
19116,226,27,108,9,,2,
19117,226,27,289,10,,2,
19118,226,27,136,11,,2,
19119,226,1,1,12,,,
19146,255,1,1,1,,,
19147,255,1,2,2,,,
19148,255,1,3,3,,,
19149,255,1,4,4,,,
19150,255,1,5,5,,,
19151,255,1,6,6,,,
19152,255,1,7,7,,,
19153,255,1,8,8,,,
19154,255,1,4,9,,,
19155,255,1,274,10,,,
19156,255,4,34,11,1,,
19157,255,1,1,12,,,
19158,255,24,101,13,,,
19159,255,24,102,14,,,
19160,255,24,286,15,,,
19161,255,24,71,16,,,
19162,255,24,100,17,,,
19163,255,24,103,18,,,
19164,255,61,287,19,,,
19165,255,62,288,20,,,
19166,255,25,104,21,,,
19167,255,4,34,22,1,,
19168,255,4,77,23,1,,
19169,255,27,107,24,,2,
19170,255,27,108,25,,2,
19171,255,27,289,26,,2,
19188,256,1,1,1,,,
19189,256,1,2,2,,,
19190,256,1,3,3,,,
19191,256,1,4,4,,,
19192,256,1,5,5,,,
19193,256,1,6,6,,,
19194,256,1,7,7,,,
19195,256,1,8,8,,,
19196,256,1,4,9,,,
19197,256,1,274,10,,,
19198,256,4,34,11,1,,
19199,256,24,101,12,,,
19200,256,24,71,13,,,
19201,256,24,290,14,,,
19202,256,24,291,15,,,
19203,256,1,1,16,,,
19227,187,1,1,1,,,
19228,187,1,2,2,,,
19229,187,1,3,3,,,
19230,187,1,4,4,,,
19231,187,1,5,5,,,
19232,187,1,6,6,,,
19233,187,1,7,7,,,
19234,187,1,8,8,,,
19235,187,1,4,9,,,
19236,187,1,274,10,,,
19237,187,24,101,11,,,
19238,187,24,102,12,,,
19239,187,24,286,13,,,
19240,187,24,71,14,,,
19241,187,24,100,15,,,
19242,187,24,103,16,,,
19243,187,61,287,17,,,
19244,187,62,288,18,,,
19245,187,25,104,19,,,
19246,187,4,34,20,1,,
19247,187,4,77,21,1,,
19248,187,27,107,22,,2,
19249,187,27,108,23,,2,
19250,188,1,1,1,,,
19251,188,1,2,2,,,
19252,188,1,3,3,,,
19253,188,1,4,4,,,
19254,188,1,5,5,,,
19255,188,1,6,6,,,
19256,188,1,7,7,,,
19257,188,1,8,8,,,
19258,188,1,4,9,,,
19259,188,1,274,10,,,
19260,188,24,101,11,,,
19261,188,24,102,12,,,
19262,188,24,286,13,,,
19263,188,24,71,14,,,
19264,188,24,100,15,,,
19265,188,24,103,16,,,
19266,188,61,287,17,,,
19267,188,62,288,18,,,
19268,188,25,104,19,,,
19269,188,4,34,20,1,,
19270,188,4,77,21,1,,
19271,188,27,107,22,,2,
19272,188,27,108,23,,2,
19273,185,1,1,1,,,
19274,185,1,2,2,,,
19275,185,1,3,3,,,
19276,185,1,4,4,,,
19277,185,1,5,5,,,
19278,185,1,6,6,,,
19279,185,1,7,7,,,
19280,185,1,8,8,,,
19281,185,1,4,9,,,
19282,185,1,274,10,,,
19283,185,24,101,11,,,
19284,185,24,102,12,,,
19285,185,24,286,13,,,
19286,185,24,71,14,,,
19287,185,24,100,15,,,
19288,185,24,103,16,,,
19289,185,61,287,17,,,
19290,185,62,288,18,,,
19291,185,25,104,19,,,
19292,185,4,34,20,1,,
19293,185,4,77,21,1,,
19294,185,27,107,22,,2,
19295,185,27,108,23,,2,
19296,185,27,289,24,,2,
19297,185,1,1,25,,,
19315,257,1,1,1,,,
19316,257,1,2,2,,,
19317,257,1,3,3,,,
19318,257,1,4,4,,,
19319,257,1,5,5,,,
19320,257,1,6,6,,,
19321,257,1,7,7,,,
19322,257,1,8,8,,,
19323,257,1,274,9,,,
19324,257,37,91,10,,,
19325,257,4,34,11,1,,
19326,257,27,107,12,,1,
19327,257,27,108,13,,1,
19328,257,27,289,14,,1,
19329,257,27,136,15,,1,
19330,257,27,302,16,,1,
19331,257,1,1,17,,,
19356,258,1,1,1,,,
19357,258,1,2,2,,,
19358,258,1,3,3,,,
19359,258,1,4,4,,,
19360,258,1,5,5,,,
19361,258,1,6,6,,,
19362,258,1,7,7,,,
19363,258,1,8,8,,,
19364,258,1,4,9,,,
19365,258,1,274,10,,,
19366,258,24,101,11,,,
19367,258,24,102,12,,,
19368,258,24,286,13,,,
19369,258,24,71,14,,,
19370,258,24,100,15,,,
19371,258,24,103,16,,,
19372,258,61,287,17,,,
19373,258,62,288,18,,,
19374,258,25,104,19,,,
19375,258,4,34,20,1,,
19376,258,4,77,21,1,,
19377,258,24,290,22,,,
19378,258,24,291,23,,,
19379,258,1,1,24,,,
19380,227,1,274,1,,,
19381,227,37,91,2,,,
19382,227,4,34,3,1,,
19383,227,27,107,4,,1,
19384,227,27,108,5,,1,
19385,227,27,289,6,,1,
19386,227,1,1,7,,,
19909,264,1,1,1,,,
19910,264,1,2,2,,,
19911,264,1,3,3,,,
19912,264,1,4,4,,,
19913,264,1,5,5,,,
19914,264,1,6,6,,,
19915,264,1,7,7,,,
19916,264,1,8,8,,,
19917,264,1,4,9,,,
19918,264,1,274,10,,,
19919,264,24,101,11,,,
19920,264,24,102,12,,,
19921,264,24,286,13,,,
19922,264,24,71,14,,,
19923,264,24,100,15,,,
19924,264,24,103,16,,,
19925,264,61,287,17,,,
19926,264,62,288,18,,,
19927,264,25,104,19,,,
19928,264,4,34,20,1,,
19929,264,4,77,21,1,,
19930,264,64,270,22,,2,
19931,264,64,271,23,,2,
19932,264,64,272,24,,2,
19933,264,64,273,25,,2,
19934,264,24,276,26,,,
19935,264,24,277,27,,,
19936,264,24,278,28,,,
19937,264,24,279,29,,,
19938,264,24,281,30,,,
19939,264,24,280,31,,,
19940,264,24,282,32,,,
19941,264,24,283,33,,,
19942,264,1,1,34,,,
19943,263,1,274,1,,,
19944,263,37,91,2,,,
19945,263,24,101,3,,,
19946,263,24,102,4,,,
19947,263,61,287,5,,,
19948,263,24,71,6,,,
19949,263,62,288,7,,,
19950,263,25,104,8,,,
19951,263,27,107,9,,2,
19952,263,27,108,10,,2,
19953,263,27,289,11,,2,
19954,263,27,136,12,,2,
19955,263,27,302,13,,2,
19956,263,1,1,14,,,
19957,262,1,1,1,,,
19958,262,1,2,2,,,
19959,262,1,3,3,,,
19960,262,1,4,4,,,
19961,262,1,5,5,,,
19962,262,1,6,6,,,
19963,262,1,7,7,,,
19964,262,1,8,8,,,
19965,262,1,4,9,,,
19966,262,1,274,10,,,
19967,262,24,101,11,,,
19968,262,24,102,12,,,
19969,262,24,286,13,,,
19970,262,24,71,14,,,
19971,262,24,100,15,,,
19972,262,24,103,16,,,
19973,262,61,287,17,,,
19974,262,62,288,18,,,
19975,262,25,104,19,,,
19976,262,4,34,20,1,,
19977,262,4,77,21,1,,
19978,262,27,107,22,,2,
19979,262,27,108,23,,2,
19980,262,1,1,24,,,
19981,261,1,1,1,,,
19982,261,1,2,2,,,
19983,261,1,3,3,,,
19984,261,1,4,4,,,
19985,261,1,5,5,,,
19986,261,1,6,6,,,
19987,261,1,7,7,,,
19988,261,1,8,8,,,
19989,261,1,4,9,,,
19990,261,1,274,10,,,
19991,261,24,101,11,,,
